Campo,Petróleo (bbl/d) Pré Sal,Petróleo (bbl/d) Pós Sal,Gás natural (Mm³/d) Pré Sal,Gás natural (Mm³/d) Pós Sal,Produção (boe/d) Pré Sal,Produção (boe/d) Pós Sal,mes
Sépia,136166.42506816232,0,4604.713366666667,0,165129.19724895598,0,2023-09-01
Atapu,127338.073330723,0,4668.3383,0,156701.034253446,0,2023-09-01
Jubarte,69914.24677578334,65758.37579229567,2720.388433333334,760.0900333333335,87024.97314764767,70539.197684856,2023-09-01
Berbigão,76955.608351555,0,1299.5209333333335,0,85129.34811324433,0,2023-09-01
Itapu,73008.07118047167,0,1066.5915,0,79716.72906308668,0,2023-09-01
Itapu_Eco,68184.918656951,0,996.1288999999999,0,74450.38017346,0,2023-09-01
Sul de Tupi,52892.02725567369,0,2423.5045333333337,0,68135.41030447902,0,2023-09-01
Lapa,50207.78353720668,0,1836.192633333333,0,61757.08632427301,0,2023-09-01
Sururu,49006.43297211167,0,1813.2263666666668,0,60411.282305435336,0,2023-09-01
Oeste de Atapu,26443.244748644665,0,969.4352000000001,0,32540.807963956664,0,2023-09-01
Sul de Berbigão,19137.913055774003,0,726.0738,0,23704.779303752002,0,2023-09-01
Sépia Leste,18693.092660725997,0,632.1406,0,22669.136928011998,0,2023-09-01
Barracuda,10836.108359617667,21339.394358330002,165.27720000000002,285.7361,11875.670544949668,23136.620137471004,2023-09-01
Anc_Mero,7996.394375532667,0,517.5644666666667,0,11251.776533617334,0,2023-09-01
Marlim Leste,9817.403813226667,48920.87142871967,189.74186666666668,714.0343666666666,11010.844103605334,53412.01192852334,2023-09-01
Caratinga,10002.561772384333,2219.058176601,152.5636,27.70356666666667,10962.157829300333,2393.308347256667,2023-09-01
Marlim Sul,6558.399563223333,76921.244603601,103.98683333333334,1320.6044000000002,7212.456987391666,85227.595364765,2023-09-01
Marlim,5787.866389173334,28038.349160718335,194.05236666666667,432.9766,7008.4189055570005,30761.689709164333,2023-09-01
Tambuatá,4481.205744908667,0,189.2007,0,5671.242199775667,0,2023-09-01
Anc_Tupi,3962.407539885334,0,181.55690000000004,0,5104.365945074334,0,2023-09-01
Sudoeste de Sapinhoá,3917.7027153103327,0,175.87330000000003,0,5023.912356383333,0,2023-09-01
Voador,3008.3037450613333,0,100.86073333333334,0,3642.698594188667,0,2023-09-01
Noroeste de Sapinhoá,2278.866302608333,0,102.3028,0,2922.331477076333,0,2023-09-01
Anc_Norte_Atapu,1474.9344471186666,0,54.07253333333334,0,1815.040408004,0,2023-09-01
Nordeste de Sapinhoá,474.1629876790001,0,21.286133333333332,0,608.0487219803334,0,2023-09-01
Anc_Brava,209.378969166,0,7.019933333333333,0,253.53301604533334,0,2023-09-01
Total,2829529.769454911,243197.29352026567,121613.12933333335,3541.145066666667,3594453.2464670045,265470.42317203636,2023-09-01
Total,4756662.457275977,486394.58704053133,198902.3285666667,7082.290133333334,6007720.312517882,530940.8463440727,2023-09-01
Tupi,806180.561840863,0,38060.20485451612,0,1045572.018936847,0,2023-08-01
Tupi,760157.9236738876,0,35407.997354838706,0,982867.4995163257,0,2023-08-01
Búzios,661617.3506512833,0,28191.648129032255,0,838937.4609697517,0,2023-08-01
Mero,218735.71162329806,0,14165.524096774192,0,307834.16674242937,0,2023-08-01
Sapinhoá,178595.81445219874,0,8268.630677419354,0,230603.93037333776,0,2023-08-01
Sépia,145055.2589760542,0,4918.098806451614,0,175989.16602986163,0,2023-08-01
Jubarte,69076.79969476162,75912.31766830356,2731.6946774193543,931.5980967741937,86258.64019374065,81771.89269337484,2023-08-01
Berbigão,77403.14486916838,0,1240.299322580645,0,85204.39195132934,0,2023-08-01
Atapu,66691.44484606612,0,2576.004967741935,0,82894.02665221902,0,2023-08-01
Itapu,67864.07035613387,0,995.725935483871,0,74126.99730239969,0,2023-08-01
Sururu,58156.80185996323,0,2090.188967741936,0,71303.69333115613,0,2023-08-01
Itapu_Eco,63380.747555864524,0,929.9450322580644,0,69229.92511921162,0,2023-08-01
Sul de Tupi,52070.122288398714,0,2356.111419354839,0,66889.61545497098,0,2023-08-01
Lapa,48917.69264666775,0,1792.937193548387,0,60194.926936020325,0,2023-08-01
Sépia Leste,19913.36234532,0,675.1625806451614,0,24160.006696687742,0,2023-08-01
Sul de Berbigão,19466.662879679356,0,645.5311935483871,0,23526.931436171937,0,2023-08-01
Oeste de Atapu,13849.261162684517,0,534.9376451612903,0,17213.91731259645,0,2023-08-01
Barracuda,13678.341865744516,11402.016815457097,250.64509677419355,233.97283870967743,15254.851901885806,12873.661516101613,2023-08-01
Caratinga,12626.160941852258,2619.786009353226,231.36470967741934,46.8813870967742,14081.401006428387,2914.6610267283872,2023-08-01
Marlim Leste,10836.523128626128,58922.51034394904,206.63370967741938,917.7781935483872,12136.209902092258,64695.16080351162,2023-08-01
Anc_Mero,7933.41912053,0,513.7755806451613,0,11164.969905427743,0,2023-08-01
Marlim Sul,7948.705590698065,85764.85074670387,109.18764516129032,1465.6910645161288,8635.47513311,94983.76906120806,2023-08-01
Tambuatá,4270.337659843549,0,181.95993548387096,0,5414.831081649356,0,2023-08-01
Sudoeste de Sapinhoá,4029.9969183451612,0,186.58100000000002,0,5203.555957955161,0,2023-08-01
Anc_Tupi,3900.8344526125798,0,176.50812903225807,0,5011.037047680967,0,2023-08-01
Noroeste de Sapinhoá,2344.18581037742,0,108.53106451612902,0,3026.8255852816133,0,2023-08-01
Marlim,1040.0582281541936,26385.845876870324,120.22045161290323,379.5785483870968,1796.2220269135485,28773.32282630097,2023-08-01
Anc_Norte_Atapu,772.4753050603226,0,29.837419354838712,0,960.1470036925807,0,2023-08-01
Voador,540.5809668035483,0,62.485838709677424,0,933.6050199780645,0,2023-08-01
Nordeste de Sapinhoá,487.75366420193546,0,22.582096774193552,0,629.7907623132257,0,2023-08-01
Anc_Brava,37.62462893451613,0,4.349032258064516,0,64.9792155216129,0,2023-08-01
Total,2591399.168163214,261007.3274606371,109725.09970967742,3975.5001290322584,3281549.19756814,286012.4679272255,2023-08-01
Tupi,751310.5020305901,0,37089.617225806454,0,984597.1473536398,0,2024-01-01
Búzios,699088.4804248972,0,29149.379419354842,0,882432.5385905495,0,2024-01-01
Mero,240128.62901837451,0,15636.284193548387,0,338477.8857017971,0,2024-01-01
Sapinhoá,129640.83743502774,0,6243.910161290323,0,168913.84600661322,0,2024-01-01
Sépia,135871.06852863386,0,4913.445806451613,0,166775.70909651127,0,2024-01-01
Atapu,128572.15245548969,0,4876.1756774193545,0,159242.37099307872,0,2024-01-01
Jubarte,77436.59691930773,58474.620075247425,2730.259612903226,592.7022903225807,94609.41113514257,62202.60486794129,2024-01-01
Itapu,76486.4927132142,0,1007.8026451612903,0,82825.37986877614,0,2024-01-01
Berbigão,73928.52579710033,0,1300.8002580645164,0,82110.3122682771,0,2024-01-01
Sururu,63944.590066121935,0,2206.718741935484,0,77824.43167633517,0,2024-01-01
Itapu_Eco,71433.54442963516,0,941.223870967742,0,77353.66374548677,0,2024-01-01
Sul de Tupi,43433.307425758714,0,1996.3908064516127,0,55990.22628408613,0,2024-01-01
Lapa,33203.22525575484,0,1214.2671935483872,0,40840.735192407425,0,2024-01-01
Oeste de Atapu,26699.515658113873,0,1012.5951290322581,0,33068.546626652256,0,2024-01-01
Sul de Berbigão,18451.749282934194,0,937.6966129032259,0,24349.682815739034,0,2024-01-01
Sépia Leste,18652.54558316839,0,674.5237419354838,0,22895.171760431615,0,2024-01-01
Barracuda,14458.744360375806,24149.156774437743,257.70880645161293,350.99693548387097,16079.683788283226,26356.860809213547,2024-01-01
Caratinga,13346.533286946453,4403.377286198387,237.88500000000002,71.21235483870969,14842.784738796454,4851.2894677864515,2024-01-01
Marlim,10901.427069324838,41199.46517249097,335.3364193548387,668.9639032258065,13010.629433147096,45407.12102063968,2024-01-01
Anc_Mero,8709.328661850324,0,567.1190645161291,0,12276.399825034518,0,2024-01-01
Marlim Leste,7026.361156693872,34908.755323866775,124.14783870967743,528.1795161290322,7807.227474088388,38230.90412621032,2024-01-01
Marlim Sul,6708.240421838388,71727.14748511065,46.30358064516129,911.5474516129033,6999.48114641613,77460.60776174,2024-01-01
Voador,5666.13009244742,0,174.29458064516132,0,6762.409888735162,0,2024-01-01
Tambuatá,4512.191202095483,0,188.14151612903225,0,5695.565591659031,0,2024-01-01
Anc_Tupi,3253.80616164871,0,149.55935483870968,0,4194.506087306774,0,2024-01-01
Sudoeste de Sapinhoá,2925.332196636129,0,140.89329032258067,0,3811.5242230400004,0,2024-01-01
Noroeste de Sapinhoá,1701.619835262903,0,81.9553870967742,0,2217.103648578064,0,2024-01-01
Anc_Norte_Atapu,1489.228574639355,0,56.479935483870975,0,1844.4766376451614,0,2024-01-01
Espadim,394.36459429290323,0,12.130935483870969,0,470.6658736087097,0,2024-01-01
Nordeste de Sapinhoá,354.05543387096776,0,17.05235483870968,0,461.3115058590323,0,2024-01-01
Total,2669729.126072046,234862.52211735194,114320.09916129036,3123.602451612903,3388780.8289777217,254509.3880535313,2024-01-01
Lula,842235,0,35363,0,1064661,0,2018-01-01
Sapinhoá,260703,0,10167,0,324653,0,2018-01-01
Jubarte³,109187,71108,3676,574,132306,74716,2018-01-01
Lapa,39240,0,1071,0,45977,0,2018-01-01
Baleia Franca³,35869,0,1348,0,44351,0,2018-01-01
Baleia Azul³,34553,0,1131,0,41669,0,2018-01-01
Marlim Leste,25733,45730,478,680,28739,50006,2018-01-01
Mero,13565,0,807,0,18642,0,2018-01-01
Caratinga,11080,15253,181,215,12220,16606,2018-01-01
Voador,2902,0,80,0,3404,0,2018-01-01
Marlim,2292,148261,63,1991,2689,160786,2018-01-01
Barracuda,2269,51840,37,722,2503,56380,2018-01-01
Pirambu,879,0,27,0,1048,0,2018-01-01
Pampo,182,11150,6,211,218,12475,2018-01-01
Outros Campos,0,891163,0,53592,0,1228245,2018-01-01
Total Geral,1380689,1234504,54436,57984,1723079,1599215,2018-01-01
Lula,850265.155303307,0,36154.2881992857,0,1077668.75876206,0,2018-02-01
Sapinhoá,265475.464065382,0,10576.9833382143,0,332002.679635916,0,2018-02-01
Jubarte³,112601.684804859,69823.6559152912,3737.84120178571,563.906212857143,136111.995774263,73370.5188519821,2018-02-01
Lapa,38319.2185223393,0,1031.06631785714,0,44804.4297590603,0,2018-02-01
Baleia Franca³,34283.681817605,0,1357.30086642857,0,42820.8463802761,0,2018-02-01
Baleia Azul³,34821.3954281443,0,1185.55814035714,0,42278.330874944,0,2018-02-01
Marlim Leste,30842.2109282886,45004.7051941864,559.766150714286,650.219192857143,34363.0336607128,49094.4603756112,2018-02-01
Mero,16317.7729491772,0,1086.98068,0,23154.674900048,0,2018-02-01
Sururu,12536.8313211143,0,382.915282142857,0,14945.2956918892,0,2018-02-01
Caratinga,6796.86677558695,15124.3477648255,127.006925357143,278.026865714286,7595.71620476756,16873.0839250639,2018-02-01
Voador,2134.25130033732,0,69.6580307142857,0,2572.38707850435,0,2018-02-01
Marlim,1685.7796660916,132787.135264467,55.0207425,1908.99445678571,2031.84968247553,144794.347688702,2018-02-01
Barracuda,1392.12933957805,52960.9693247059,26.0134592857143,787.761881785714,1555.74905592793,57915.8418863805,2018-02-01
Pirambu³,731.07719592,0,23.3933910714286,0,878.217181014982,0,2018-02-01
Pampo,170.458343721429,10012.4511073633,5.45512071428571,190.611036785714,204.77001654135,11211.3583126484,2018-02-01
Outros Campos,0,883258.059645632,0,49054.0296632143,0,1191798.58596161,2018-02-01
Total Geral,1408373.9777614523,1208971.3242164713,56379.24784642856,53433.54931000001,1762988.7346584012,1545058.1970019983,2018-02-01
Lula,831807.092935177,0,34770.2913245161,0,1050505.61901103,0,2018-03-01
Sapinhoá,255395.762890219,0,10236.00197,0,319778.270441145,0,2018-03-01
Jubarte³,118551.511219425,67942.6883145007,3938.78885741935,556.711739354839,143325.74476271,71444.2993798121,2018-03-01
Lapa,38329.4975066516,0,1070.55450193548,0,45063.0819184704,0,2018-03-01
Baleia Franca³,35002.7476068445,3048.23954777226,1350.43247967742,32.3473167741935,43496.7113218443,3251.69802429175,2018-03-01
Baleia Azul³,33912.4577386477,0,1155.49747612903,0,41180.3173189789,0,2018-03-01
Marlim Leste,25573.9249637506,0,1662.87887258065,0,36033.1171252971,0,2018-03-01
Mero,27682.2388188674,46591.964588081,519.910437096774,685.268182580645,30952.3766852231,50902.1712555585,2018-03-01
Sururu,16835.6686318032,0,512.317317741935,0,20058.0472201096,0,2018-03-01
Caratinga,6690.03014566565,14777.2257935161,105.800222580645,207.090972580645,7355.49344365562,16079.7886637636,2018-03-01
Voador,2619.14180295509,0,78.7610303225806,0,3114.53371908836,0,2018-03-01
Marlim,2068.77979203911,136832.112489667,62.2109209677419,1783.24603612903,2460.07466485122,148048.391240172,2018-03-01
Barracuda,1370.24713826887,57446.34596033,21.6699174193548,756.482697741935,1506.5468015523,62204.4783974142,2018-03-01
Pirambu³,64.4853639880645,8075.94905771832,1.46321483870968,86.5812938709677,73.688707312729,8620.52894572087,2018-03-01
Pampo,0,826681.464460537,0,47377.8927451613,0,1124679.40802798,2018-03-01
Total Geral,1395903.5865543026,1161395.9902121224,55486.57854322579,51485.620984193556,1744903.6231412687,1485230.763934713,2018-03-01
Lula,897779.07461804,0,38008.1410013333,0,1136843.05996964,0,2018-04-01
Sapinhoá,197940.039755153,0,7916.81160866667,0,247735.280579461,0,2018-04-01
Jubarte,123986.184311545,67830.007321967,4239.829035,552.035142333333,150653.903374178,71302.2034805666,2018-04-01
Mero,36085.0088128448,0,2352.15684,0,50879.6284266452,0,2018-04-01
Lapa,39554.9629665733,0,1114.935576,0,46567.6959018539,0,2018-04-01
Baleia Franca,33575.1493973283,2854.795061522,1238.198344,39.3465173333333,41363.181723403,3102.27717971037,2018-04-01
Baleia Azul,32634.683587867,0,1101.68813833333,0,39564.0926572374,0,2018-04-01
Marlim Leste,22319.815976156,49885.089447684,453.045576666667,775.112306,25169.3865747298,54760.3985810859,2018-04-01
Sururu,16303.9632632333,0,495.251430333333,0,19419.0006622582,0,2018-04-01
Búzios,10526.3534575667,0,340.557433333333,0,12668.395007321,0,2018-04-01
Caratinga,6255.73511786006,13583.5418323812,109.394870666667,261.346829333333,6943.80806932797,15227.3637329902,2018-04-01
Voador,2648.82319437566,0,80.5285296666667,0,3155.33234555836,0,2018-04-01
Marlim,2092.22424600834,129868.400343579,63.6070153333333,1675.536876,2492.30028712209,140407.208941613,2018-04-01
Barracuda,1281.29514462194,54990.5296755335,22.40617,801.198473333333,1422.22569674964,60029.9158450902,2018-04-01
Pirambu,428.447180976667,0,15.661411,0,526.954480498577,0,2018-04-01
Pampo,1.810836299,8524.8103940217,0.0353603333333333,106.683341666667,2.03324607720333,9195.82834327012,2018-04-01
Outros Campos,0,845777.044751143,0,46983.8693366667,0,1141296.6559436,2018-04-01
