Campo,Petróleo (bbl/d) Pré Sal,Petróleo (bbl/d) Pós Sal,Gás natural (Mm³/d) Pré Sal,Gás natural (Mm³/d) Pós Sal,Produção (boe/d) Pré Sal,Produção (boe/d) Pós Sal,mes
Tambuatá,3676.73388082491,0,144.877430322581,0,4587.98539084218,0,2021-07-01
Noroeste de Sapinhoa,2723.74965392017,0,129.775344516129,0,3540.01191361116,0,2021-07-01
Barracuda,2343.21516689822,22448.2742408479,46.4147487096774,341.638913548387,2635.15511747984,24597.1180956737,2021-07-01
Marlim,2104.07989386295,41075.2292511652,56.3039829032258,565.695636451613,2458.22124856749,44633.3473222749,2021-07-01
Caratinga,2162.96784636759,2057.4800651863,42.8443838709677,30.2851890322581,2432.45088048304,2247.96815001329,2021-07-01
Anc_Norte_Atapu,1356.7616578037,0,45.9642964516129,0,1645.86834926802,0,2021-07-01
Voador,1093.6173785549,0,29.2645774193548,0,1277.68601025293,0,2021-07-01
Nordeste de Sapinhoá,566.728364360142,0,27.0021219354839,0,736.566580931168,0,2021-07-01
Anc_Brava,76.1161661495645,0,2.03682129032258,0,88.9273850696484,0,2021-07-01
Total Geral,2221126.2621562746,220478.4219614996,93137.56635387098,3069.7109387096802,2806943.8583845138,239786.3205209051,2021-07-01
Tupi,921845.467994831,0,41921.7978425806,0,1185525.61128307,0,2021-08-01
Búzios,535193.034155233,0,21323.9785403226,0,669316.80761794,0,2021-08-01
Sapinhoá,207739.789845031,0,9760.77444451613,0,269133.206553893,0,2021-08-01
Atapu,130572.745182241,0,4383.02300967742,0,158141.12713874,0,2021-08-01
Jubarte,112751.937532503,46685.6115402,3964.76635032258,492.978265806452,137689.564570426,49786.3511662521,2021-08-01
Lapa,55495.5536259871,0,2175.80349580645,0,69180.9442119455,0,2021-08-01
Sul De Tupi,54562.529155472,0,2309.82769516129,0,69090.9064907745,0,2021-08-01
Sururu,56165.4138379763,0,1971.51080612903,0,68565.8422214747,0,2021-08-01
Berbigão,41675.6037002162,0,564.523301290323,0,45226.3480059051,0,2021-08-01
Oeste De Atapu,27114.9620500313,0,910.186071935484,0,32839.8595071518,0,2021-08-01
Marlim Leste,11940.3754503597,56422.0882908339,304.687144193548,1152.04377677419,13856.7996967797,63668.224758426,2021-08-01
Albacora,8319.32250009322,29846.494891366,230.756437741935,454.341654193548,9770.73664976682,32704.2175713291,2021-08-01
Sépia,7346.98900778638,0,204.744916129032,0,8634.79562870393,0,2021-08-01
Sudoeste De Sapinhoá,4687.62636754456,0,220.25068,0,6072.96129711536,0,2021-08-01
Anc_Tupi,4087.55316184203,0,173.040613548387,0,5175.94574334481,0,2021-08-01
Tambuatá,3454.34563473781,0,137.633237741935,0,4320.03254981941,0,2021-08-01
Noroeste De Sapinhoa,2726.7180993151,0,128.116260967742,0,3532.54503871261,0,2021-08-01
Barracuda,2286.24778150047,23591.6726249934,38.1502574193548,309.832118709677,2526.2056521193,25540.4577835747,2021-08-01
Caratinga,2110.38256753889,2178.95476195108,35.2156209677419,28.3954896774193,2331.88213245801,2357.55699687901,2021-08-01
Anc_Norte_Atapu,1512.40053293809,0,50.7676964516129,0,1831.71969775641,0,2021-08-01
Sépia Leste,1008.60356804947,0,28.1076280645161,0,1185.39520812594,0,2021-08-01
Nordeste De Sapinhoá,567.346025731113,0,26.6569122580645,0,735.01293902101,0,2021-08-01
Outros Campos,0,645241.310406676,0,43292.4874554839,0,917542.830929053,2021-08-01
Total Geral,2193164.9477769593,803966.1325160204,90864.31896322579,45730.078760645185,2764684.249835044,1091599.639205514,2021-08-01
Tupi c,948076,0,43119,0,1219285,0,2021-09-01
*Búzios co+P,566196,0,22815,0,709697,0,2021-09-01
Sapinhoá c,201778,0,9780,0,263291,0,2021-09-01
Atapu co,132041,0,4493,0,160298,0,2021-09-01
Jubarte c,95936,30879,3345,337,116974,32996,2021-09-01
Lapa c,57858,0,2350,0,72639,0,2021-09-01
Sul De Tupi co,57162,0,2426,0,72421,0,2021-09-01
Sururu c,56688,0,1885,0,68546,0,2021-09-01
Sépia co,43698,0,1066,0,50401,0,2021-09-01
Oeste de Atapu c,27420,0,933,0,33288,0,2021-09-01
Berbigão c,29473,0,383,0,31884,0,2021-09-01
Marlim Leste c,11966,54456,233,1202,13434,62014,2021-09-01
Sépia Leste c,5999,0,146,0,6919,0,2021-09-01
Sudoeste de Sapinhoá P,4553,0,221,0,5941,0,2021-09-01
Anc_Tupi,4282,0,182,0,5425,0,2021-09-01
Tambuatá c,3654,0,147,0,4581,0,2021-09-01
Noroeste de Sapinhoá p,2648,0,128,0,3456,0,2021-09-01
Barracuda c,1983,24101,28,297,2162,25969,2021-09-01
Caratinga c,1831,2244,26,26,1995,2407,2021-09-01
Anc_Norte_Atapu,1529,0,52,0,1857,0,2021-09-01
Nordeste de Sapinhoá P,551,0,27,0,719,0,2021-09-01
Outros Campos,0,633797,0,37727,0,871091,2021-09-01
Total Geral,2255325,745477,93785,39588,2845213,994478,2021-09-01
Tupi c,898565,0,41270,0,1158146,0,2021-10-01
Búzios co+P,466236,0,18562,0,430710,0,2021-10-01
Sapinhoá c,187463,0,9545,0,247498,0,2021-10-01
Atapu co,129449,0,4437,0,157357,0,2021-10-01
Jubarte c,99787,51101,3472,513,121624,54329,2021-10-01
Lapa c,57753,0,2426,0,73013,0,2021-10-01
Sul de Tupi co,54939,0,2370,0,69844,0,2021-10-01
Sururu  c,57186,0,1832,0,68709,0,2021-10-01
Sépia c,43655,0,1163,0,50973,0,2021-10-01
Oeste de Atapu c,26882,0,921,0,32677,0,2021-10-01
Berbigão c,23871,0,307,0,25804,0,2021-10-01
Marlim Leste c,11102,45991,222,1055,12501,52624,2021-10-01
Sépia Leste co,5993,0,160,0,6998,0,2021-10-01
Albacora c,5092,6205,161,92,6107,6782,2021-10-01
Sudoeste de Sapinhoá P,4230,0,215,0,5585,0,2021-10-01
Anc_Tupi,4116,0,178,0,5232,0,2021-10-01
Tambuatá c,3009,0,120,0,3763,0,2021-10-01
Noroeste de Sapinhoá P,2461,0,125,0,3249,0,2021-10-01
Barracuda c,2311,26116,34,356,2525,28357,2021-10-01
Caratinga c,2133,3017,31,97,2330,3628,2021-10-01
Anc_Norte_Atapu,1499,0,51,0,1823,0,2021-10-01
Nordeste de Sapinhoá P,512,0,26,0,676,0,2021-10-01
Marlim c,324,26178,11,382,392,28582,2021-10-01
Voador c,168,0,6,0,204,0,2021-10-01
Total Geral,2088734,158609,87647,2495,2487739,174301,2021-10-01
Tupi,864020.51451599,0,40972.7186606452,0,1121731.1300749,0,2021-12-01
Búzios,739155,0,30030,0,928036,0,2021-12-01
Sapinhoá,153144.96294940801,0,7647.01565387097,0,201243.238479283,0,2021-12-01
Atapu,132192.141662944,0,4579.42013806452,0,160995.824241544,0,2021-12-01
Jubarte,95365.7080343973,57105.8261448258,3275.28127483871,567.910328709677,115966.604949691,60677.8742094472,2021-12-01
Lapa,59198.8436101355,0,2671.03555193548,0,75999.1497350548,0,2021-12-01
Sul De Tupi,49867.5508846688,0,2169.26657580645,0,63511.825485842,0,2021-12-01
Sururu,38547.8554940831,0,1245.9823783871,0,46384.847917486,0,2021-12-01
Sépia,38588.2879936212,0,1092.87903645161,0,45462.2894858849,0,2021-12-01
Mero,29316.4857134432,0,1918.56155677419,0,41383.8733788571,0,2021-12-01
Oeste De Atapu,27451.2487767392,0,950.97024483871,0,33432.6709324282,0,2021-12-01
Berbigão,24556.9660871691,0,341.029098387097,0,26701.9743204952,0,2021-12-01
Marlim Leste,8986.16673601355,58624.222394509,182.245903870968,1262.00832129032,10132.4588446402,66562.0149538441,2021-12-01
Sépia Leste,5297.44700745544,0,150.031749354839,0,6241.118204865,0,2021-12-01
Anc_Tupi,3735.8287498178,0,162.510489032258,0,4757.98884883779,0,2021-12-01
Tambuatá,3724.09749127471,0,151.167374193548,0,4674.91155315103,0,2021-12-01
Sudoeste De Sapinhoá,3455.69993227935,0,172.553986774194,0,4541.03172383155,0,2021-12-01
Barracuda,3405.43246060949,30523.6608901326,118.564981612903,498.128208709677,4151.18366760814,33656.7926785569,2021-12-01
Caratinga,3143.47611748568,4579.72915493349,109.444597096774,158.887433870968,3831.86183875094,5579.10092536944,2021-12-01
Albacora,3044.02517217516,2078.68582887903,69.33659,30.9370787096774,3480.13914932306,2273.27417591795,2021-12-01
Marlim,2950.71203244665,30404.155778384302,68.9256822580645,462.021323548387,3384.24147797025,33310.1821194522,2021-12-01
Noroeste De Sapinhoá,2010.12594829165,0,100.371875483871,0,2641.44597442885,0,2021-12-01
Anc_Norte_Atapu,1531.15769794547,0,53.0425341935484,0,1864.7851599414,0,2021-12-01
Total Geral,2292689.735068394,183316.2801916642,98232.35593387102,2979.892694838706,2910550.595444814,202059.23906258782,2021-12-01
Tupi c,874356,0,40903,0,1131631,0,2021-11-01
Búzios co+p,588443,0,23912,0,738845,0,2021-11-01
Sapinhoá c,169701,0,8965,0,226087,0,2021-11-01
Atapu co,129698,0,4467,0,157794,0,2021-11-01
Jubarte c,99185,55392,3510,562,121263,58927,2021-11-01
Sururu c,55659,0,1745,0,66635,0,2021-11-01
Sul de Tupi c,50209,0,2153,0,63753,0,2021-11-01
Lapa c,34752,0,1482,0,44072,0,2021-11-01
Sépia c,36878,0,1037,0,43403,0,2021-11-01
Berbigão c,32753,0,435,0,35492,0,2021-11-01
Oeste de Atapu c,26933,0,928,0,32768,0,2021-11-01
Marlim Leste c,10025,52196,231,1031,11480,58678,2021-11-01
Sépia Leste c,5063,0,142,0,5958,0,2021-11-01
Albacora c,4647,6915,128,114,5451,7630,2021-11-01
Sudoeste de Sapinhoá P,3829,0,202,0,5102,0,2021-11-01
Anc_Tupi,3761,0,161,0,4776,0,2021-11-01
Tambuatá c,3798,0,154,0,4769,0,2021-11-01
Barracuda c,2671,25967,102,463,3313,28879,2021-11-01
Caratinga c,2466,3173,94,146,3058,4091,2021-11-01
Noroeste de Sapinhoá P,2227,0,118,0,2968,0,2021-11-01
Marlim c,1889,34701,53,515,2224,37937,2021-11-01
Anc_Norte_Atapu,1502,0,52,0,1828,0,2021-11-01
Voador c,982,0,28,0,1156,0,2021-11-01
Nordeste de Sapinhoá P,463,0,24,0,617,0,2021-11-01
Total Geral,2141892,178343,91028,2830,2714442,196142,2021-11-01
Tupi,900689.321698065,0,41927.6521935714,0,1164406.28774171,0,2021-02-01
Búzios,538497.666598171,0,21379.4812921429,0,672970.541824304,0,2021-02-01
Sapinhoá,192613.584116562,0,9474.97039892857,0,252209.347681447,0,2021-02-01
Jubarte,117157.667794594,60020.6923077653,4181.8935425,589.847928928571,143460.983617146,63730.7237096196,2021-02-01
Sul de Tupi,53142.732348433,0,2310.46074392857,0,67675.0914402024,0,2021-02-01
Berbigão,51182.0328394323,0,710.395010357143,0,55650.2824795267,0,2021-02-01
Atapu,44400.5545894415,0,1466.88966928571,0,53627.0119002114,0,2021-02-01
Mero,35585.9274877342,0,2298.12494,0,50040.6967165956,0,2021-02-01
Lapa,39016.0733113214,0,1540.90056214286,0,48708.0450760932,0,2021-02-01
Sururu,28869.8974311362,0,957.6163725,0,34893.1224670505,0,2021-02-01
Oeste de Atapu,9220.29597463195,0,304.616829642857,0,11136.2779558879,0,2021-02-01
Sudoeste de Sapinhoá,5578.31444948355,0,274.406077142857,0,7304.27653755746,0,2021-02-01
Albacora,4789.97784917143,19742.0139687736,133.529578214286,288.712517857143,5629.85352551943,21557.9608507166,2021-02-01
Anc_Tupi,3981.18540747383,0,173.0876425,0,5069.87379214676,0,2021-02-01
Tambuatá,3475.67508276161,0,137.991473214286,0,4343.61523089956,0,2021-02-01
Noroeste de Sapinhoa,3245.93171481574,0,159.672440714286,0,4250.24102914486,0,2021-02-01
Barracuda,3102.68387762691,35910.8520681815,63.9541689285714,566.794171071429,3504.94344889553,39475.8797133283,2021-02-01
Marlim,2757.91363700132,34713.3943204082,81.9770403571429,465.918407142857,3273.53364521009,37643.9325768394,2021-02-01
Caratinga,2864.01588704023,5296.35338217636,59.0346167857143,140.3167975,3235.33241004518,6178.91937825984,2021-02-01
Marlim Leste,1918.30691292893,30498.2034731389,17.0642210714286,438.173103928571,2025.63762126621,33254.2290439599,2021-02-01
Voador,1433.45425837329,0,42.6084160714286,0,1701.45309986352,0,2021-02-01
Nordeste de Sapinhoá,675.055769902965,0,33.2069385714286,0,883.921104198922,0,2021-02-01
Anc_Norte_Atapu,514.283623509864,0,16.9907039285714,0,621.151922986832,0,2021-02-01
Anc_Brava,99.768941510032107,0,2.96555642857143,0,118.421727990025,0,2021-02-01
Total Geral,2043523.2132661995,186181.50952044385,87696.32723,2489.762926428571,2595116.4492407227,201841.64527272363,2021-02-01
Tupi,857541.803411501,0,41172.7080716667,0,1116510.31436775,0,2022-04-01
Búzios,581295,0,23318,0,727961,0,2022-04-01
Sapinhoá,196457.022499637,0,9828.19563966667,0,258274.505715969,0,2022-04-01
Atapu,128890.282135943,0,4497.21012833333,0,157176.879373235,0,2022-04-01
Sépia,111901.308580686,0,3269.006278,0,132462.736958113,0,2022-04-01
Sururu,73817.972484972,0,2663.44181533333,0,90570.5154494738,0,2022-04-01
Jubarte,64278.424592721,55154.35638983,2125.74099266667,634.001618666667,77648.9315458057,59142.1061109358,2022-04-01
Lapa,57248.1984965733,0,2273.59833133333,0,71548.7000169771,0,2022-04-01
Mero,44497.0539731491,0,2957.15301233333,0,63096.9845616534,0,2022-04-01
Sul de Tupi,49021.6419549316,0,2178.64563833333,0,62724.909077377,0,2022-04-01
Berbigão,37811.6609865243,0,477.265470666667,0,40813.5701165782,0,2022-04-01
Oeste de Atapu,26765.5792979515,0,933.898448333333,0,32639.623097263,0,2022-04-01
Sul de Berbigão,19613.0513833237,0,241.841680333333,0,21134.1896027011,0,2022-04-01
Sépia Leste,15361.9476697472,0,448.773155333333,0,18184.6455498944,0,2022-04-01
Marlim Leste,10717.6200801963,57847.927896527,211.974668,1196.349299,12050.9004667294,65372.7376808702,2022-04-01
Sudoeste de Sapinhoá,4433.03333969425,0,221.772264333333,0,5827.93874562069,0,2022-04-01
Anc_Tupi,3672.45748418433,0,163.213288,0,4699.03805517961,0,2022-04-01
Tambuatá,3751.90340967107,0,150.504005666667,0,4698.54500955333,0,2022-04-01
Noroeste de Sapinhoá,2578.6259208261,0,129.001445333333,0,3390.02050169815,0,2022-04-01
Marlim,2717.71948991463,36796.6113795364,56.454449,545.123509,3072.80724777932,40225.3346776797,2022-04-01
Anc_Mero,1613.8827865909,0,107.254254,0,2288.49166594264,0,2022-04-01
Anc_Norte_Atapu,1492.91336372226,0,52.09039,0,1820.55201964816,0,2022-04-01
Voador,1412.56294468809,0,29.342786,0,1597.12349349875,0,2022-04-01
Nordeste de Sapinhoá,536.533720656153,0,26.841282,0,705.360284592573,0,2022-04-01
Total Geral,2297428.2000078047,149798.8956658934,97533.92749466666,2375.474426666667,2910898.282923033,164740.1784694857,2022-04-01
Tupi,901022.530149223,0,42817.1706717857,0,1170334.39841233,0,2022-02-01
Búzios,549146,0,22514,0,690748,0,2022-02-01
Sapinhoá,178311.112296853,0,8595.02712428571,0,232372.199853457,0,2022-02-01
Sépia,116005.44494738,0,3432.45333142857,0,137594.924235933,0,2022-02-01
Atapu,85529.0649651738,0,3131.35773821428,0,105224.710180571,0,2022-02-01
Sururu,78805.1614412282,0,2697.29672392857,0,95770.6453483613,0,2022-02-01
Jubarte,66180.1902488213,56642.9446067393,2279.29413928571,575.450907142857,80516.517319042,60262.4214769955,2022-02-01
Lapa,56706.2987179643,0,2566.8950925,0,72851.5811397217,0,2022-02-01
Mero,47686.3553297172,0,3230.28549785714,0,68004.237356994,0,2022-02-01
Sul De Tupi,52485.1932388761,0,2275.63096428571,0,66798.47963435,0,2022-02-01
Berbigão,31722.5951173256,0,437.49296,0,34474.3427120632,0,2022-02-01
Oeste De Atapu,17761.113546633,0,650.263123928571,0,21851.1450461502,0,2022-02-01
Sépia Leste,15925.3683353319,0,471.211335714286,0,18889.198106821,0,2022-02-01
Marlim Leste,9616.34000283214,54410.2529974,175.533778214286,1113.60072428571,10720.4141163821,61414.5899690195,2022-02-01
Albacora,5655.69269622679,5025.32726636493,150.76544,106.961161428571,6603.97866839319,5698.09264912998,2022-02-01
Sudoeste De Sapinhoá,4023.57140823063,0,193.945740714286,0,5243.45326763275,0,2022-02-01
Anc_Tupi,3931.92437482375,0,170.478154642857,0,5004.19957667794,0,2022-02-01
Tambuatá,3544.400258179,0,145.307878928571,0,4458.35920814271,0,2022-02-01
Barracuda,2713.05038334423,32776.2842136712,71.3331192857143,736.985310357143,3161.72215035871,37411.7817886087,2022-02-01
Noroeste De Sapinhoá,2340.44784354031,0,112.815115357143,0,3050.03348426483,0,2022-02-01
Caratinga,2504.35420001006,4099.44043528161,65.8459575,115.300987857143,2918.51276195313,4824.66174171535,2022-02-01
Anc_Mero,1729.55691216866,0,117.1605925,0,2466.47477848109,0,2022-02-01
Anc_Norte_Atapu,990.667700345113,0,36.2699110714286,0,1218.7985497013,0,2022-02-01
Nordeste De Sapinhoá,486.975074563879,0,23.4732417857143,0,634.617305480082,0,2022-02-01
Total Geral,2234823.409188793,152954.24951945705,96361.30763321424,2648.299091071424,2840910.943213263,169611.54762546904,2022-02-01
Tupi,893381.172090001,0,42502.1010403226,0,1160711.31223443,0,2022-01-01
Búzios,557656,0,22859,0,701431,0,2022-01-01
Sapinhoá,190149.917325351,0,9593.3689683871,0,250490.385396402,0,2022-01-01
Atapu,130174.119874712,0,4542.99573258065,0,158748.699863455,0,2022-01-01
Sépia,109905.164001615,0,3185.12726032258,0,129939.009294865,0,2022-01-01
Jubarte,83140.0552080313,57754.0324563335,2897.54873483871,584.849662580645,101365.086215907,61432.6257125299,2022-01-01
Lapa,57159.2448924645,0,2684.73215677419,0,74045.7000594644,0,2022-01-01
Sururu,57661.1499291715,0,2000.23384419355,0,70242.2407647185,0,2022-01-01
Sul De Tupi,51675.1830063399,0,2240.99055903226,0,65770.5878344466,0,2022-01-01
Mero,42305.4686518529,0,2891.00511774194,0,60489.3415514773,0,2022-01-01
Berbigão,39042.9844880425,0,510.33434,0,42252.8905231179,0,2022-01-01
Oeste De Atapu,27032.1828568461,0,943.406292903226,0,32966.0291920117,0,2022-01-01
Sépia Leste,15087.9143630794,0,437.258113548387,0,17838.1848182572,0,2022-01-01
Albacora,5670.03647025161,2849.67453734585,172.387354193548,57.8454593548387,6754.32017453173,3213.51148605051,2022-01-01
Marlim Leste,5910.00570716581,54857.5084010858,88.354335483871,994.294919677419,6465.73769003561,61111.434529822,2022-01-01
Sudoeste De Sapinhoá,4290.71272832958,0,216.473207419355,0,5652.28807308791,0,2022-01-01
Anc_Tupi,3871.2474927472,0,167.883672580645,0,4927.20389538167,0,2022-01-01
Tambuatá,3599.33071201388,0,147.537039354839,0,4527.31065751834,0,2022-01-01
Barracuda,3000.04677195986,30525.995154275,83.6185609677419,555.439546451613,3525.99163292037,34019.6043679418,2022-01-01
Noroeste De Sapinhoá,2495.83973377792,0,125.918985483871,0,3287.84622786423,0,2022-01-01
Caratinga,2769.27394334756,4656.18632617566,77.1863625806452,125.73166,3254.76149857093,5447.01457856026,2022-01-01
Anc_Mero,1534.39520923838,0,104.855084193548,0,2193.9137663498,0,2022-01-01
Anc_Norte_Atapu,1507.783329503,0,52.6206393548387,0,1838.75715312346,0,2022-01-01
Marlim,1584.70791478701,39481.7741402195,37.69518,579.207450322581,1821.80343490281,43124.878953333,2022-01-01
Total Geral,2290603.9367006286,190125.1710154353,98562.63258225811,2897.3686983870966,2910540.401952839,208349.06962823746,2022-01-01
Tupi,714072.99572433,0,33055.3179636667,0,921984.66520538,0,2022-06-01
Búzios,611806,0,25177,0,770167,0,2022-06-01
Sapinhoá,189230.200974157,0,9192.93474566667,0,247052.013866798,0,2022-06-01
Sépia,152033,0,4433,0,179915,0,2022-06-01
Atapu,121648,0,4279,0,148564,0,2022-06-01
Sururu,71701.2272930759,0,2797.646527,0,89297.8923950657,0,2022-06-01
Lapa,56748.5674392233,0,2121.40596533333,0,70091.8078940366,0,2022-06-01
Jubarte,51754.1477922697,47783.703552487,2272.21375433333,517.27512,66045.940586413,51037.2657750142,2022-06-01
Sul De Tupi,41380.2982630269,0,1761.49676533333,0,52459.7782325881,0,2022-06-01
Berbigão,44723.6453638027,0,634.90023,0,48717.047179459,0,2022-06-01
Mero,31961.6142087007,0,1974.72286066667,0,44382.2458049505,0,2022-06-01
Oeste De Atapu,25261.5994181787,0,888.648188,0,30851.027677543,0,2022-06-01
Sépia Leste,20871.2150702745,0,608.552910333333,0,24698.8972512182,0,2022-06-01
Sul De Berbigão,18665.278491925,0,249.32011,0,20233.4546130041,0,2022-06-01
Albacora,9105.91727885333,10278.6095721623,293.145988333333,194.897096666667,10949.7498477322,11504.4752797473,2022-06-01
Marlim Leste,9658.041622841,48002.565039209,169.218640333333,855.177592666667,10722.394718996,53381.4696133397,2022-06-01
Sudoeste De Sapinhoá,4269.960798776,0,207.437665666667,0,5574.70430266286,0,2022-06-01
Tambuatá,3948.83716788356,0,162.504267666667,0,4970.95813569604,0,2022-06-01
Anc_Tupi,3100.00602576313,0,131.962571,0,3930.02552446464,0,2022-06-01
Noroeste De Sapinhoá,2483.76916203349,0,120.663235666667,0,3242.71798836205,0,2022-06-01
Anc_Norte_Atapu,1409.02531653131,0,49.56645,0,1720.78886940581,0,2022-06-01
Anc_Mero,1159.22955043933,0,71.6220726666667,0,1609.71877931886,0,2022-06-01
Total Geral,2186992.576962086,106064.8781638583,90652.28091166669,1567.3498093333342,2757181.8288730937,115923.21066810121,2022-06-01
Tupi,775616.55337783,0,36611.9303087097,0,1005898.63875286,0,2022-05-01
Búzios,566511,0,23099,0,711797,0,2022-05-01
Sapinhoá,189762.217742428,0,9252.07794967742,0,247956.030151088,0,2022-05-01
Sépia,145504,0,4241,0,172179,0,2022-05-01
Mero,68799.0586128666,0,4259.53804741935,0,95590.7436189054,0,2022-05-01
Atapu,130409,0,4534,0,158924,0,2022-05-01
Sururu,70040.4150214267,0,2729.09711129032,0,87205.9173229916,0,2022-05-01
Jubarte,61101.3200060703,51813.1151735771,2497.79578774194,589.795050645161,76811.9809297674,55522.8139810755,2022-05-01
Lapa,57001.0257364,0,2125.11423387097,0,70367.5904957439,0,2022-05-01
Sul De Tupi,46156.4874582535,0,2030.42124774194,0,58927.4513265132,0,2022-05-01
Berbigão,35327.0767899642,0,474.116613548387,0,38309.180207027,0,2022-05-01
Oeste De Atapu,27080.9009799083,0,941.455541290323,0,33002.4774580716,0,2022-05-01
Sépia Leste,19974.9072596545,0,582.227793548387,0,23637.0094577931,0,2022-05-01
Sul De Berbigão,18042.0418130803,0,251.657790967742,0,19624.9215032871,0,2022-05-01
Sudoeste De Sapinhoá,4281.96573912601,0,208.772226129032,0,5595.10337475465,0,2022-05-01
Tambuatá,3656.48588679059,0,149.087308709677,0,4594.2167319858,0,2022-05-01
Anc_Tupi,3457.81429654821,0,152.109056451613,0,4414.55136090813,0,2022-05-01
Anc_Mero,2495.3026692207,0,154.491017419355,0,3467.02181549513,0,2022-05-01
Noroeste De Sapinhoá,2490.75226153884,0,121.439528064516,0,3254.58381955431,0,2022-05-01
Marlim Leste,2486.27079220355,21844.0838431997,39.0240248387097,412.791684516129,2731.72449387431,24440.4651083861,2022-05-01
Albacora,2031.27222661355,2547.42233370481,61.4851419354839,52.0815490322581,2418.00208721077,2875.00538162339,2022-05-01
Anc_Norte_Atapu,1510.501156404,0,52.511904516129,0,1840.79105854859,0,2022-05-01
Total Geral,2233736.3698263275,76204.62135048161,94568.35263387099,1054.6682841935483,2828547.9359663795,82838.28447108499,2022-05-01
Lula,808125.049306183,0,34488.5422625806,0,1025051.42731479,0,2017-10-01
Sapinhoá,256550.348819413,0,9818.54925032258,0,318307.158079584,0,2017-10-01
Jubarte³,108278.201214262,73679.1242799513,3630.25575967742,577.841959677419,131111.820194039,77313.64041635,2017-10-01
Baleia Azul³,32283.5657590323,0,1028.59801032258,0,38753.2518103393,0,2017-10-01
Baleia Franca³,30136.4334061448,7293.56648829064,1012.96125967742,88.3078558064516,36507.7672668765,7849.00612282062,2017-10-01
Itapu,28261.5082040839,0,349.453806451613,0,30459.5062504413,0,2017-10-01
Marlim Leste,20735.4417297026,50733.0884492264,421.22816483871,798.226196129032,23384.8868531867,55753.7795599008,2017-10-01
Caratinga,13537.7562021599,15978.2784914702,224.554562580645,198.103390645161,14950.1617354252,17224.3111789841,2017-10-01
Voador,2549.13798083085,0,82.0245264516129,0,3065.05666755147,0,2017-10-01
Barracuda,2772.7934389966,55441.9469611443,45.9930919354839,755.589593548387,3062.08124858333,60194.4619425408,2017-10-01
Marlim,2013.48593233011,148281.254050909,64.7886564516129,2064.8338216129,2420.99427156603,161268.666470428,2017-10-01
TLD-Libra,651.255008791367,0,33.5041877419355,0,861.98998389247,0,2017-10-01
Sururu,48.2793641774193,0,1.63270967741935,0,58.5487978335483,0,2017-10-01
Pampo,13.0207182883871,9303.90914894239,0.544643548387097,180.409893870968,16.4464227254677,10438.6531035109,2017-10-01
Outros Campos,0,960759.855891058,0,58738.1279432258,0,1330211.52040964,2017-10-01
Total Geral,1305956.2770843962,1321471.023760992,51202.63089225802,63401.44065451612,1628011.0968968342,1720254.0392041751,2017-10-01
Lula,840034.197081609,0,35491.455017,0,1063268.70576209,0,2017-11-01
Sapinhoá,237293.030632817,0,9069.17630766667,0,294336.426464542,0,2017-11-01
Jubarte³,105038.464836814,71504.8202183931,3447.09036233333,562.856842666667,126720.008268722,75045.0828159664,2017-11-01
Baleia Azul³,42737.7653297853,0,1378.49318733333,0,51408.2255644064,0,2017-11-01
Baleia Franca³,31159.4600191487,6854.33533338366,1044.63763266667,85.8759873333333,37730.0322474718,7394.47897727274,2017-11-01
Itapu,29251.1241173767,0,361.3097,0,31523.6934815337,0,2017-11-01
Malim Leste,19701.1890232313,22961.336341372,375.835429,282.718141,22065.1224629098,24739.5797318152,2017-11-01
Caratinga,12813.8250777658,15740.7682288579,211.795480333333,208.237477333333,14145.9784079212,17050.5423961638,2017-11-01
Voador,2607.44342334547,0,81.7984106666667,0,3121.93988474078,0,2017-11-01
Barracuda,2624.5183894219,55960.4779336478,43.3797863333333,790.242487333333,2897.36900329916,60930.9530329019,2017-11-01
Marlim,2059.53961734553,144761.328601639,64.6100546666667,2009.99779733333,2465.92458528848,157403.832847285,2017-11-01
Mero,1516.07482588365,0,113.882763333333,0,2232.37576952528,0,2017-11-01
Outros Campos,0,950023.64322969,0,57786.6885113334,0,1313490.93449516,2017-11-01
Total Geral,1326836.6323745446,1267806.7098869835,51683.464131333334,61726.61724433339,1651915.801902451,1656055.4042965649,2017-11-01
Lula,803478.095069793,0,33084.3824809677,0,1011572.57484241,0,2017-12-01
Sapinhoá,266634.086994632,0,10216.5409922581,0,330894.188693147,0,2017-12-01
Jubarte³,118917.9013765,71840.2705295493,3890.33085225806,581.97423516129,143387.343274341,75500.7778936091,2017-12-01
Baleia Azul³,40984.789899249,0,1339.43830870968,0,49409.6023677542,0,2017-12-01
Lapa,39340.4728707484,0,1056.79542387097,0,45987.5152957662,0,2017-12-01
Baleia Franca³,35534.8998224539,4312.12228795323,1283.6905683871,44.8896067741935,43609.0695964007,4594.46938553762,2017-12-01
Marlim Leste,19011.5090978103,43086.2105507187,342.186926129032,685.865394193548,21163.799847646,47400.1735657712,2017-12-01
Mero,10698.2747949589,0,670.29198,0,14914.2839936827,0,2017-12-01
Caratinga,12433.6318826653,15722.1386257963,206.23628903225799,206.896724193548,13730.8189557833,17023.4797105961,2017-12-01
Itapu,3033.0092801,0,36.2993870967742,0,3261.32552805516,0,2017-12-01
