Poço,Campo,Bacia,Localização,Operador,Petróleo (bbl/d),mes
3GTE4DPABA,Tiê,Recôncavo,Terra,Maha Energy,1405,2018-01-01
7LUC69HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,1043,2018-01-01
3BRSA1106DAAM,Arara Azul,Solimões,Terra,Petrobras,823,2018-01-01
3SUC 0003 AM,Rio Urucu,Solimões,Terra,Petrobras,788,2018-01-01
7RUC112HPAAM,Rio Urucu,Solimões,Terra,Petrobras,773,2018-01-01
7LUC 0038HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,754,2018-01-01
7LUC65HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,591,2018-01-01
7RUC 0039HPAM,Rio Urucu,Solimões,Terra,Petrobras,565,2018-01-01
7RUC103DPAM,Rio Urucu,Solimões,Terra,Petrobras,544,2018-01-01
7LUC61HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,535,2018-01-01
7LUC 0032HAAM,Leste Do Urucu,Solimões,Terra,Petrobras,526,2018-01-01
3RUC 0016D AM,Rio Urucu,Solimões,Terra,Petrobras,504,2018-01-01
7RUC67HPAAM,Rio Urucu,Solimões,Terra,Petrobras,488,2018-01-01
9RUC75DAM,Rio Urucu,Solimões,Terra,Petrobras,479,2018-01-01
7LUC90HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,468,2018-01-01
7LUC88HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,431,2018-01-01
7LUC80DPAM,Leste Do Urucu,Solimões,Terra,Petrobras,422,2018-01-01
7LUC63HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,410,2018-01-01
4SMT 0003 AM,Araracanga,Solimões,Terra,Petrobras,402,2018-01-01
7LUC67HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,381,2018-01-01
1SMT 0002 AM,Araracanga,Solimões,Terra,Petrobras,374,2018-01-01
7ANB7DAL,Anambé,Alagoas,Terra,Petrobras,369,2018-01-01
7C 0207 BA,Candeias,Recôncavo,Terra e Mar,Petrobras,365,2018-01-01
7RUC89HAM,Rio Urucu,Solimões,Terra,Petrobras,360,2018-01-01
3BRSA1171DPAM,Rio Urucu,Solimões,Terra,Petrobras,352,2018-01-01
7LUC59HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,343,2018-01-01
7RUC 0018D AM,Rio Urucu,Solimões,Terra,Petrobras,335,2018-01-01
9RUC97DPAM,Rio Urucu,Solimões,Terra,Petrobras,335,2018-01-01
4LUC 0003 AM,Leste Do Urucu,Solimões,Terra,Petrobras,333,2018-01-01
3RUC 0008 AM,Rio Urucu,Solimões,Terra,Petrobras,297,2018-01-01
3GTE4DPABA,Tiê,Recôncavo,Terra,Maha Energy,1395,2018-02-01
1BRSA769AM,Arara Azul,Solimões,Terra,Petrobras,1083,2018-02-01
7LUC69HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,1000,2018-02-01
7RUC112HPAAM,Rio Urucu,Solimões,Terra,Petrobras,782,2018-02-01
3SUC 0003 AM,Rio Urucu,Solimões,Terra,Petrobras,750,2018-02-01
7LUC 0038HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,722,2018-02-01
9RUC75DAM,Rio Urucu,Solimões,Terra,Petrobras,704,2018-02-01
7LUC71HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,679,2018-02-01
7LUC88HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,657,2018-02-01
7LUC 0041HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,573,2018-02-01
7LUC 0032HAAM,Leste Do Urucu,Solimões,Terra,Petrobras,570,2018-02-01
7LUC63HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,564,2018-02-01
7RUC 0039HPAM,Rio Urucu,Solimões,Terra,Petrobras,545,2018-02-01
7LUC65HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,538,2018-02-01
7LUC61HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,532,2018-02-01
7AR371DBA,Araçás,Recôncavo,Terra,Petrobras,521,2018-02-01
7RUC103DPAM,Rio Urucu,Solimões,Terra,Petrobras,506,2018-02-01
3RUC 0016D AM,Rio Urucu,Solimões,Terra,Petrobras,486,2018-02-01
7RUC67HPAAM,Rio Urucu,Solimões,Terra,Petrobras,444,2018-02-01
7LUC90HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,444,2018-02-01
7ANB7DAL,Anambé,Alagoas,Terra,Petrobras,422,2018-02-01
7LUC80DPAM,Leste Do Urucu,Solimões,Terra,Petrobras,416,2018-02-01
4SMT 0003 AM,Araracanga,Solimões,Terra,Petrobras,394,2018-02-01
7LUC67HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,386,2018-02-01
7C 0207 BA,Candeias,Recôncavo,Terra e Mar,Petrobras,384,2018-02-01
7LUC 0042HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,373,2018-02-01
1SMT 0002 AM,Araracanga,Solimões,Terra,Petrobras,369,2018-02-01
3RUC 0008 AM,Rio Urucu,Solimões,Terra,Petrobras,359,2018-02-01
7LUC59HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,354,2018-02-01
3BRSA1171DPAM,Rio Urucu,Solimões,Terra,Petrobras,353,2018-02-01
3GTE4DPABA,Tiê,Recôncavo,Terra,Maha Energy,1387.92487854759,2018-03-01
7LUC69HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,927.626657021613,2018-03-01
3BRSA1106DAAM,Arara Azul,Solimões,Terra,Petrobras,871.354364613871,2018-03-01
7RUC112HPAAM,Rio Urucu,Solimões,Terra,Petrobras,743.887307021935,2018-03-01
7LUC 0038HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,730.128854889677,2018-03-01
3SUC 0003 AM,Rio Urucu,Solimões,Terra,Petrobras,699.611711255161,2018-03-01
7LUC63HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,671.672375235161,2018-03-01
9RUC75DAM,Rio Urucu,Solimões,Terra,Petrobras,612.612276717742,2018-03-01
7LUC71HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,607.764659281613,2018-03-01
7RUC 0039HPAM,Rio Urucu,Solimões,Terra,Petrobras,576.420304183548,2018-03-01
7LUC88HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,556.364331961613,2018-03-01
7LUC65HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,550.285737839355,2018-03-01
7LUC61HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,535.454771653548,2018-03-01
7LUC 0032HAAM,Leste Do Urucu,Solimões,Terra,Petrobras,525.046962177419,2018-03-01
7RUC103DPAM,Rio Urucu,Solimões,Terra,Petrobras,516.264155549355,2018-03-01
7LUC 0041HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,457.38930208129,2018-03-01
7AR371DBA,Araçás,Recôncavo,Terra,Petrobras,451.133781690645,2018-03-01
7LUC90HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,437.714573504194,2018-03-01
7LUC80DPAM,Leste Do Urucu,Solimões,Terra,Petrobras,436.731942864516,2018-03-01
3RUC 0016D AM,Rio Urucu,Solimões,Terra,Petrobras,428.462262994194,2018-03-01
7CNC35ES,Cancã,Espírito Santo,Terra,Petrobras,410.836186403226,2018-03-01
7RUC67HPAAM,Rio Urucu,Solimões,Terra,Petrobras,400.896257632258,2018-03-01
7LUC 0042HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,397.631237550968,2018-03-01
7LUC67HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,389.817467457097,2018-03-01
3BRSA1171DPAM,Rio Urucu,Solimões,Terra,Petrobras,386.220710622581,2018-03-01
9RUC97DPAM,Rio Urucu,Solimões,Terra,Petrobras,377.158514692258,2018-03-01
4SMT 0003 AM,Araracanga,Solimões,Terra,Petrobras,373.304078544839,2018-03-01
7RUC89HAM,Rio Urucu,Solimões,Terra,Petrobras,353.353409916129,2018-03-01
7LUC59HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,348.339213963548,2018-03-01
4LUC 0003 AM,Leste Do Urucu,Solimões,Terra,Petrobras,347.068063652258,2018-03-01
3GTE4DPABA,Tiê,Recôncavo,Terra,Maha Energy,1428.5704524332,2018-04-01
7LUC69HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,1067.48286158233,2018-04-01
1BRSA769AM,Arara Azul,Solimões,Terra,Petrobras,808.005975087,2018-04-01
7LUC 0038HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,795.667464470333,2018-04-01
7RUC112HPAAM,Rio Urucu,Solimões,Terra,Petrobras,703.755309581667,2018-04-01
9RUC75DAM,Rio Urucu,Solimões,Terra,Petrobras,644.136926176,2018-04-01
3SUC 0003 AM,Rio Urucu,Solimões,Terra,Petrobras,639.858387753667,2018-04-01
7LUC63HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,610.133165014333,2018-04-01
7LUC61HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,555.347452292,2018-04-01
7LUC71HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,527.182521753333,2018-04-01
7LUC65HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,526.420406441667,2018-04-01
7LUC 0032HAAM,Leste Do Urucu,Solimões,Terra,Petrobras,519.767464744333,2018-04-01
7LUC90HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,511.292155429667,2018-04-01
7RUC103DPAM,Rio Urucu,Solimões,Terra,Petrobras,502.663374751,2018-04-01
7RUC 0039HPAM,Rio Urucu,Solimões,Terra,Petrobras,488.753669596333,2018-04-01
7LUC 0041HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,477.359469121,2018-04-01
3RUC 0016D AM,Rio Urucu,Solimões,Terra,Petrobras,466.62213447,2018-04-01
7LUC 0042HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,448.580233805667,2018-04-01
7RUC67HPAAM,Rio Urucu,Solimões,Terra,Petrobras,418.510119818,2018-04-01
7AR371DBA,Araçás,Recôncavo,Terra,Petrobras,418.343649513333,2018-04-01
7CNC35ES,Cancã,Espírito Santo,Terra,Petrobras,411.461968392333,2018-04-01
7LUC80DPAM,Leste Do Urucu,Solimões,Terra,Petrobras,407.541110498667,2018-04-01
7ANB7DAL,Anambé,Alagoas,Terra,Petrobras,406.039313531,2018-04-01
4SMT 0003 AM,Araracanga,Solimões,Terra,Petrobras,402.142985896333,2018-04-01
7LUC88HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,396.499558704,2018-04-01
7LUC67HPAM,Leste Do Urucu,Solimões,Terra,Petrobras,365.915357579,2018-04-01
7RUC89HAM,Rio Urucu,Solimões,Terra,Petrobras,352.700676429333,2018-04-01
4LUC 0003 AM,Leste Do Urucu,Solimões,Terra,Petrobras,346.896859082,2018-04-01
7C 0207 BA,Candeias,Recôncavo,Terra e Mar,Petrobras,340.674559709333,2018-04-01
1SMT 0002 AM,Araracanga,Solimões,Terra,Petrobras,338.764134752,2018-04-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1238.99883357026,2018-05-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,1132.03655454935,2018-05-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,1057.35987228742,2018-05-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,Petrobras,740.251188150645,2018-05-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,710.787689139677,2018-05-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,687.844694127742,2018-05-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,647.883705123871,2018-05-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,611.034751790323,2018-05-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,597.133257204839,2018-05-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,555.226485042903,2018-05-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,545.438526197419,2018-05-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,525.90420241129,2018-05-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,489.098871953548,2018-05-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,488.189487165806,2018-05-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,465.147884164839,2018-05-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,461.148579490323,2018-05-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,438.50729246129,2018-05-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,431.667428431935,2018-05-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,417.924802273226,2018-05-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,414.044801091613,2018-05-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,394.239406784194,2018-05-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,382.129290666129,2018-05-01
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,380.179855360323,2018-05-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,366.99215276129,2018-05-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,Petrobras,351.552495285161,2018-05-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,Petrobras,337.691783016129,2018-05-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,Petrobras,336.949991230323,2018-05-01
1-SMT-2-AM,Araracanga,Solimões,Terra,Petrobras,327.706202398387,2018-05-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,326.50464579129,2018-05-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,Petrobras,314.539398200323,2018-05-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1137.21756573167,2018-06-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,1102.97185654533,2018-06-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,1026.08165487967,2018-06-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,703.300556318667,2018-06-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,679.775618617,2018-06-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,646.536908011667,2018-06-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,644.241546682333,2018-06-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,630.103940745333,2018-06-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,Petrobras,625.517411293333,2018-06-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,536.400238308333,2018-06-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,534.806819775,2018-06-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,510.159989629667,2018-06-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,509.744862169667,2018-06-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,481.652474106333,2018-06-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,469.609165239,2018-06-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,445.055843602333,2018-06-01
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,437.390871476,2018-06-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,435.448158827333,2018-06-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,429.427972016,2018-06-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,420.353872789333,2018-06-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,Petrobras,416.994904589,2018-06-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,366.562998348667,2018-06-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,364.100537733667,2018-06-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,358.840159970333,2018-06-01
1-SUC-1-AM,Sudoeste Urucu,Solimões,Terra,Petrobras,356.607487080667,2018-06-01
7-AR-371D-BA,Araçás,Recôncavo,Terra,Petrobras,346.041444922,2018-06-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,Petrobras,342.886266565667,2018-06-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,Petrobras,340.717749738,2018-06-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,339.021178320667,2018-06-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,Petrobras,333.881774569667,2018-06-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1196.73293151806,2018-07-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,988.976449276129,2018-07-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,845.050379193871,2018-07-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,769.800715530645,2018-07-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,682.628818460968,2018-07-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,Petrobras,635.42115674871,2018-07-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,619.697037542903,2018-07-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,612.748217772581,2018-07-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,590.025771904839,2018-07-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,568.218797737742,2018-07-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,512.729079432258,2018-07-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,496.652527969355,2018-07-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,470.783959719032,2018-07-01
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,461.989385059355,2018-07-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,446.435496517742,2018-07-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,436.036817410968,2018-07-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,429.723065553548,2018-07-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,419.456675353871,2018-07-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,398.200161010323,2018-07-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,392.187508444516,2018-07-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,391.941597163226,2018-07-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,364.465678112258,2018-07-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,359.747711920968,2018-07-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,Petrobras,354.135984018387,2018-07-01
7-AR-371D-BA,Araçás,Recôncavo,Terra,Petrobras,336.211242900968,2018-07-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,Petrobras,334.52354485,2018-07-01
1-SMT-2-AM,Araracanga,Solimões,Terra,Petrobras,320.552253663226,2018-07-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,Petrobras,313.156045794516,2018-07-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,312.606194662258,2018-07-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,Petrobras,307.911561637097,2018-07-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1152.86069517968,2018-08-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,1018.87414807419,2018-08-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,964.17126471,2018-08-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,759.213747918065,2018-08-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,687.95486725129,2018-08-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,Petrobras,657.916560765161,2018-08-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,629.505691892258,2018-08-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,Petrobras,626.312091589032,2018-08-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,596.937461506452,2018-08-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,587.666078669355,2018-08-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,581.251486954839,2018-08-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,558.238695341613,2018-08-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,518.956802920645,2018-08-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,482.620773447742,2018-08-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,469.915560144839,2018-08-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,458.886479758387,2018-08-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,445.26762082871,2018-08-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,437.469676708387,2018-08-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,413.045938684194,2018-08-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,408.872751197742,2018-08-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,Maha Energy,400.573651248387,2018-08-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,374.742416063871,2018-08-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,369.341701141935,2018-08-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,366.712966356129,2018-08-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,Petrobras,359.625162074516,2018-08-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,350.208707813226,2018-08-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,Petrobras,340.812137467419,2018-08-01
1-SMT-2-AM,Araracanga,Solimões,Terra,Petrobras,329.473841905484,2018-08-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,Petrobras,323.940635179355,2018-08-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,320.388718603226,2018-08-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1006.21025814667,2018-09-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,983.071934099667,2018-09-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,833.31805747,2018-09-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,774.056306291333,2018-09-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,695.499933956667,2018-09-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,683.729812503667,2018-09-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,566.512074702333,2018-09-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,565.532751285333,2018-09-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,558.716693848667,2018-09-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,550.453141470667,2018-09-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,550.228804914,2018-09-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,527.506866289,2018-09-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,Maha Energy,503.754027805,2018-09-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,459.317358796333,2018-09-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,454.426821861,2018-09-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,444.025992045,2018-09-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,Petrobras,420.861879777,2018-09-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,417.871494442667,2018-09-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,400.26463897,2018-09-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,397.737393312,2018-09-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,390.99345903,2018-09-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,380.990354866333,2018-09-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,Petrobras,374.663854308,2018-09-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,357.184052997333,2018-09-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,350.258552866667,2018-09-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,Petrobras,345.418963392333,2018-09-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,332.778751556,2018-09-01
7-LUC-52HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,332.400733975,2018-09-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,Petrobras,317.104545036,2018-09-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,Petrobras,310.032073011667,2018-09-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1227.12772820322,2018-10-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,1138.05022160065,2018-10-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,Maha Energy,959.354081838387,2018-10-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,877.676029458065,2018-10-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,837.784837055484,2018-10-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,645.091841072258,2018-10-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,621.015057083548,2018-10-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,600.384074489355,2018-10-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,568.777779239355,2018-10-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,545.481743279032,2018-10-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,537.374786880323,2018-10-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,516.321169633548,2018-10-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,455.024536418387,2018-10-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,443.069027888065,2018-10-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,441.595792068387,2018-10-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,434.528886187742,2018-10-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,416.508986331935,2018-10-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,410.298509096774,2018-10-01
