Operador,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
SHELL BRASIL,32676.30575627129,512.7478387096775,35901.3922396658,2023-08-01
KAROON BRASIL,31124.36209481323,285.21661290322584,32918.32039881807,2023-08-01
TRIDENT ENERGY,23086.6847069,369.418,25410.253737479998,2023-08-01
3R PETROLEUM OFF,19120.79272048645,584.6229677419356,22797.960109219355,2023-08-01
ENEVA,274.3178893241935,3123.5150967741934,19920.634380165484,2023-08-01
3R POTIGUAR,16497.121028832902,39.018064516129016,16742.5372412071,2023-08-01
PRIO BRAVO,15882.285811522903,61.07938709677419,16266.463551278066,2023-08-01
POTIGUAR E&P S.A.,10110.999023347744,919.3862903225805,15893.764106081619,2023-08-01
PERENCO BRASIL,13808.294818566128,49.636935483870964,14120.501711741936,2023-08-01
BW OFFSHORE,11947.773890096452,111.21654838709678,12647.304848307098,2023-08-01
ORIGEM ALAGOAS,2419.9459631361287,1324.5564193548391,10751.154175158388,2023-08-01
SPE MIRANGA,1904.1965575212903,799.0375483870966,6929.990919741936,2023-08-01
CARMO,6109.904390643872,53.684064516129034,6447.566956478065,2023-08-01
3R MACAU,5104.930113978388,183.81648387096774,6261.10087239484,2023-08-01
SEACREST NORTE CAP,5296.19167094387,47.727161290322584,5596.386447299355,2023-08-01
3R CANDEIAS,1700.6112337948387,365.9871935483871,4002.60114364742,2023-08-01
3R RIO VENTURA,1758.564122855161,288.810064516129,3575.1245547493554,2023-08-01
SEACREST SPE CRICARÉ,2868.810949490645,79.84448387096776,3371.0175825870956,2023-08-01
PETRORECÔNCAVO,2507.4351912651614,90.0104193548387,3073.5836270274194,2023-08-01
SPE TIÊTA,2088.69433686871,69.94003225806452,2528.6038511658066,2023-08-01
ENAUTA ENERGIA,1546.4897874967742,10.523032258064516,1612.677661023871,2023-08-01
ALVOPETRO,27.216210767096776,203.3986129032258,1306.5548401919355,2023-08-01
IMETAME,123.97499565935485,105.82832258064516,789.6150373103226,2023-08-01
3R FAZENDA BELÉM,756.9609814525807,0.9426451612903226,762.8900404145162,2023-08-01
CAPIXABA ENERGIA,485.6684907383871,8.105483870967742,536.6504442448388,2023-08-01
3R AREIA BRANCA,479.96545914225806,0.9409354838709677,485.88376455806446,2023-08-01
PETROSYNERGY,345.36839467258073,7.758225806451612,394.1661609322581,2023-08-01
MANDACARU ENERGIA,338.11867850774195,0.4814838709677419,341.1471205741935,2023-08-01
ORIGEM,2.9978046048387097,51.05890322580645,324.1486047035484,2023-08-01
NÍON ENERGIA,160.11137438903225,8.55190322580645,213.90122081774192,2023-08-01
SLIM DRILLING,194.83903857580646,1.0256451612903226,201.29015176774192,2023-08-01
PETROBORN,0.4814838709677419,31.830806451612904,200.20972472741937,2023-08-01
PETROM,171.81184126870968,2.1727096774193546,185.47777232483872,2023-08-01
BARRA BONITA,0.4814838709677419,27.065806451612904,170.23878007741936,2023-08-01
NTF,19.759336666451613,16.025774193548386,120.55841144677419,2023-08-01
NOVA PETRÓLEO,107.75276408096775,1.1333548387096775,114.88135067903228,2023-08-01
RECÔNCAVO E&P,84.79191412451613,0.8255161290322581,89.98425372806452,2023-08-01
BGM,75.32392400064516,0.07348387096774193,75.78612358709678,2023-08-01
ENERGIZZI ENERGIAS,45.51184777741936,1.0706451612903225,52.246002419354845,2023-08-01
PETROIL,51.069199258064515,0.16238709677419355,52.09058324322581,2023-08-01
PETRO-VICTORY,44.02461205806452,0.24541935483870966,45.568253170322585,2023-08-01
BRASIL REFINARIAS,1.1565134516129032,6.106451612903226,39.56493387096774,2023-08-01
PHOENIX ÓLEO & GÁS,17.675583482580645,0.045,17.958624932580644,2023-08-01
VIPETRO,13.216513986774194,0.03270967741935484,13.422251642903227,2023-08-01
GUTO & CACAL,9.26631040967742,0.020967741935483872,9.398193522580645,2023-08-01
EPG BRASIL,4.656488370967742,0.0632258064516129,5.054166680645161,2023-08-01
TARMAR,2.1912886451612907,0.01741935483870968,2.300853077419355,2023-08-01
NORD,2.2318680645161293,0.0034838709677419357,2.253780950967742,2023-08-01
Total Geral,3462048.0455898223,147859.94329032264,4392058.032528983,2023-08-01
PETROBRAS,2780436.37126347,126108.2,3573632.99,2024-04-01
EQUINOR BRASIL,89451.3472357346,222.8,90852.73,2024-04-01
PETRO RIO JAGUAR,78031.098560588,977.44,84179,2024-04-01
TOTALENERGIES EP,43073.6357326166,1546.44,52800.46,2024-04-01
TRIDENT ENERGY,19763.542845006,499.11,22902.82,2024-04-01
ENAUTA ENERGIA,19180.9370334566,129.07,19992.77,2024-04-01
PERENCO BRASIL,18276.9227695486,70.98,18723.37,2024-04-01
SHELL BRASIL,17029.5106678616,163.01,18054.78,2024-04-01
3R PETROLEUM OFF,13754.002375739,558.56,17267.22,2024-04-01
3R POTIGUAR,16834.107237195,52.73,17165.76,2024-04-01
KAROON BRASIL,15924.683736687,125.03,16711.1,2024-04-01
PRIO BRAVO,15960.1515559563,48.37,16264.39,2024-04-01
POTIGUAR E&P S.A.,10177.5279330783,851.12,15530.9,2024-04-01
PETROBRAS,10210.3580156939,573.99,13820.63,2024-04-01
ORIGEM ALAGOAS,2144.92521797899,1189.18,9624.66,2024-04-01
BW MAROMBA,8693.80473444666,92.09,9273,2024-04-01
CARMO,8854.25631992433,59.11,9226.07,2024-04-01
3R MACAU,5946.362472722,208.38,7257.02,2024-04-01
SPE MIRANGA,1725.66556246933,783.25,6652.13,2024-04-01
SEACREST NORTE CAP,5953.75069320833,42.85,6223.24,2024-04-01
3R BAHIA,2063.21387694833,509.08,5265.23,2024-04-01
ENEVA,226.576148347333,780.47,5135.61,2024-04-01
3R RIO VENTURA,1812.644619375,389.89,4264.99,2024-04-01
PETRORECÔNCAVO,2317.96271326666,76.37,2798.29,2024-04-01
SPE TIÊTA,1753.483924477,55.64,2103.47,2024-04-01
SEACREST SPE CRICARÉ,1221.22531639333,84.42,1752.2,2024-04-01
ALVOPETRO,44.534999705,210.43,1368.08,2024-04-01
3R FAZENDA BELÉM,775.357038999333,1,781.62,2024-04-01
RECÔNCAVO ENERGIA,3.14658228266666,114.19,721.4,2024-04-01
3R RNCE,559.628925959,0.43,562.31,2024-04-01
CAPIXABA ENERGIA,403.281441506333,9.35,462.09,2024-04-01
PETROSYNERGY,350.117870783,8.47,403.37,2024-04-01
ORIGEM,3.68939288566666,57.27,363.88,2024-04-01
MANDACARU ENERGIA,307.136244487666,0.12,307.89,2024-04-01
IMETAME,134.483895232333,17.56,244.96,2024-04-01
PETROM,165.289078348666,1.92,177.36,2024-04-01
SLIM DRILLING,164.671209346333,0.86,170.09,2024-04-01
NÍON ENERGIA,132.305314708666,5.11,164.46,2024-04-01
BARRA BONITA,0,22.85,143.69,2024-04-01
BGM,134.810336371333,0.22,136.16,2024-04-01
PETROBORN,0,20.26,127.42,2024-04-01
PETRO-VICTORY,85.4449722466666,4.97,116.72,2024-04-01
NOVA PETRÓLEO,86.555962353,0.89,92.16,2024-04-01
RECÔNCAVO E&P,80.1122616683333,1.25,87.97,2024-04-01
ENERGIZZI ENERGIAS,37.7889688196666,1.03,44.24,2024-04-01
PERÍCIA,41.07874911,0.18,42.2,2024-04-01
NTF,27.7705594516666,0.02,27.91,2024-04-01
PHOENIX ÓLEO & GÁS,23.380481732,0.08,23.85,2024-04-01
EPG BRASIL,6.51624316,0.09,7.06,2024-04-01
GUTO & CACAL,6.43447563,0.01,6.52,2024-04-01
NORD,2.09660333333333,0.03,2.26,2024-04-01
TARMAR,2.2014335,0,2.22,2024-04-01
PETROIL,1.49991002466666,0.01,1.56,2024-04-01
BRASIL REFINARIAS,1.28354056066666,0,1.3,2024-04-01
NA,3194398.6850543953,136676.17999999996,4054065.5800000015,2024-04-01
PETROBRAS,3076262.15377526,138774.4471935484,3949127.0594777153,2024-01-01
EQUINOR BRASIL,101270.47919936354,246.34145161290323,102819.9201251329,2024-01-01
PETRO RIO JAGUAR,80479.98418301065,944.639935483871,86421.58989561645,2024-01-01
TOTALENERGIES EP,33203.22525575484,1214.2671935483872,40840.735192407425,2024-01-01
ENEVA,323.02069974258063,5865.156870967742,37213.7430383242,2024-01-01
TRIDENT ENERGY,28864.664461606448,513.5013870967742,32094.490621181605,2024-01-01
SHELL BRASIL,29258.09978719613,317.0370967741935,31252.20288885742,2024-01-01
KAROON BRASIL,23656.424218378063,178.13451612903225,24776.856479271613,2024-01-01
3R PETROLEUM OFF,19410.626150800967,643.8582903225805,23460.372463854837,2024-01-01
ENAUTA ENERGIA,20471.675909690322,137.9007741935484,21339.045578220645,2024-01-01
3R POTIGUAR,16877.909169689356,52.590419354838694,17208.692915251617,2024-01-01
PRIO BRAVO,15947.377634933226,55.317032258064515,16295.311257600322,2024-01-01
PERENCO BRASIL,15616.035516560645,63.918838709677416,16018.07286746516,2024-01-01
POTIGUAR E&P S.A.,10403.267218823548,769.8334516129032,15245.373361112908,2024-01-01
ORIGEM ALAGOAS,2778.8589564009676,1267.686451612903,10752.36587662032,2024-01-01
BW MAROMBA,8750.266194580969,102.69619354838709,9396.20573972355,2024-01-01
CARMO,8468.584966717743,54.449838709677415,8811.064106732258,2024-01-01
SPE MIRANGA,1929.3732466716128,872.6978387096774,7418.476839566129,2024-01-01
3R MACAU,5894.02248836742,227.44299999999998,7324.595744197421,2024-01-01
SEACREST NORTE CAP,6442.313950642582,50.02129032258064,6756.9383627264515,2024-01-01
3R BAHIA,2034.269625424194,505.0989032258064,5211.245757922904,2024-01-01
3R RIO VENTURA,1865.3770675838707,324.4803548387097,3906.2968482519354,2024-01-01
PETRORECÔNCAVO,2413.5887913,90.45729032258063,2982.547960543871,2024-01-01
SPE TIÊTA,1886.4978437696773,77.10987096774194,2371.5042812812903,2024-01-01
SEACREST SPE CRICARÉ,1144.3558575741936,70.41851612903227,1587.2749445077418,2024-01-01
ALVOPETRO,46.77975173516129,212.87319354838712,1385.7116932477422,2024-01-01
3R FAZENDA BELÉM,803.2791422925807,1.0293225806451614,809.7533857535484,2024-01-01
RECÔNCAVO ENERGIA,0.43582296387096775,114.99600000000001,723.738813723871,2024-01-01
3R RNCE,526.8139929932257,0.4838709677419355,529.8574494448387,2024-01-01
CAPIXABA ENERGIA,395.218385276129,9.24641935483871,453.3766061983872,2024-01-01
PETROSYNERGY,371.0344716203227,8.643774193548387,425.4021689806451,2024-01-01
ORIGEM,3.2473680338709676,54.49125806451613,345.9870279206452,2024-01-01
IMETAME,95.76742967741936,34.5038064516129,312.78981653483874,2024-01-01
MANDACARU ENERGIA,310.6671071083871,0.10529032258064516,311.32936323225806,2024-01-01
PETROM,187.45784509225805,2.6776129032258065,204.29952150709676,2024-01-01
NÍON ENERGIA,143.83841853645157,7.351967741935484,190.08089875935482,2024-01-01
PETROBORN,0,29.180935483870968,183.54253981580646,2024-01-01
SLIM DRILLING,168.60160340354838,0.8838064516129032,174.16057806096777,2024-01-01
BARRA BONITA,0,22.32741935483871,140.43522553225807,2024-01-01
NOVA PETRÓLEO,89.83755912709678,0.9189354838709678,95.61748872290323,2024-01-01
BGM,93.32759208870968,0.14619354838709678,94.24712173129033,2024-01-01
RECÔNCAVO E&P,66.45955273967742,1.0286451612903227,72.9295353616129,2024-01-01
NTF,26.11082738387097,5.498774193548387,60.697072294193546,2024-01-01
ENERGIZZI ENERGIAS,41.16944411225807,1.1543548387096774,48.43011672032258,2024-01-01
PETRO-VICTORY,24.996922322580645,0.1293548387096774,25.810539680645164,2024-01-01
PHOENIX ÓLEO & GÁS,22.767083229032252,0.09796774193548387,23.38328171193548,2024-01-01
VIPETRO,14.114333639999998,0.03364516129032258,14.325955311935484,2024-01-01
GUTO & CACAL,7.081108677419355,0.015483870967741935,7.178499283870967,2024-01-01
PETROIL,6.342969039354839,0.04048387096774193,6.597604895806453,2024-01-01
EPG BRASIL,4.563155706451614,0.06,4.9405443064516135,2024-01-01
NORD,1.826073870967742,0.0024193548387096775,1.8412911532258063,2024-01-01
TARMAR,1.6231767741935483,0.0026451612903225807,1.6398143361290325,2024-01-01
BRASIL REFINARIAS,1.2403099525806451,0.0031935483870967744,1.2603967651612902,2024-01-01
Total,3519107.0536172413,153927.43077419358,4487281.346975072,2024-01-01
PETROBRAS,2897018.40387917,134670.01,3744067.17,2024-05-01
EQUINOR BRASIL,87764.8342120238,226.12,89187.08,2024-05-01
PETRO RIO JAGUAR,74271.5698026322,961.82,80321.24,2024-05-01
TOTALENERGIES EP,51748.3465652419,1710.96,62509.98,2024-05-01
SHELL BRASIL,26341.739091488,278.39,28092.75,2024-05-01
TRIDENT ENERGY,21837.9072497796,496.75,24962.36,2024-05-01
PETROBRAS,13988.0387189361,815.55,19117.67,2024-05-01
3R PETROLEUM OFF,14317.8507903019,484,17362.11,2024-05-01
3R POTIGUAR,16580.3461715761,71.01,17026.98,2024-05-01
ENAUTA ENERGIA,15581.2634179096,106.69,16252.31,2024-05-01
PERENCO BRASIL,15778.1141811999,61.8,16166.82,2024-05-01
PRIO BRAVO,15221.4578803161,44.46,15501.13,2024-05-01
POTIGUAR E&P S.A.,9565.7250466958,852.28,14926.43,2024-05-01
KAROON BRASIL,12692.2840912054,110.24,13385.68,2024-05-01
ORIGEM ALAGOAS,2753.65528193677,1239.11,10547.44,2024-05-01
BW MAROMBA,8506.47478215774,104.59,9164.31,2024-05-01
CARMO,8341.33480612225,57.79,8704.81,2024-05-01
SPE MIRANGA,1701.51574905225,802.11,6746.62,2024-05-01
3R MACAU,5370.1139818,206.07,6666.29,2024-05-01
SEACREST NORTE CAP,6067.24182679645,43.31,6339.62,2024-05-01
ENEVA,228.997982200322,871.12,5708.18,2024-05-01
3R BAHIA,1829.67610602387,500.78,4979.51,2024-05-01
3R RIO VENTURA,1797.81842127096,307.84,3734.09,2024-05-01
SPE TIÊTA,2062.43235114774,76.12,2541.22,2024-05-01
PETRORECÔNCAVO,2057.87528235419,76.69,2540.21,2024-05-01
SEACREST SPE CRICARÉ,940.569057030645,61.94,1330.14,2024-05-01
ALVOPETRO,39.9678875051612,166.95,1090.03,2024-05-01
3R FAZENDA BELÉM,782.005178798709,1.01,788.33,2024-05-01
3R RNCE,591.833787934193,0.3,593.74,2024-05-01
CAPIXABA ENERGIA,390.906416175483,9.96,453.54,2024-05-01
RECÔNCAVO ENERGIA,3.49267062387096,64.55,409.47,2024-05-01
PETROSYNERGY,339.315974275806,7.73,387.94,2024-05-01
ORIGEM,2.77989312290322,56.54,358.41,2024-05-01
MANDACARU ENERGIA,304.208080929677,0.23,305.64,2024-05-01
IMETAME,148.083025800967,20.46,276.75,2024-05-01
PETROM,174.443619510967,3.16,194.35,2024-05-01
NÍON ENERGIA,138.283096026774,5.27,171.44,2024-05-01
PETROBORN,0,24.96,156.98,2024-05-01
BARRA BONITA,0,23.51,147.9,2024-05-01
BGM,145.834520174516,0.19,147.02,2024-05-01
SLIM DRILLING,99.4727364587096,0.52,102.77,2024-05-01
RECÔNCAVO E&P,87.3285336283871,1.48,96.62,2024-05-01
NOVA PETRÓLEO,82.1637880299999,0.87,87.63,2024-05-01
PETRO-VICTORY,57.0729243516129,4.14,83.09,2024-05-01
PERÍCIA,71.6044144225806,0.33,73.65,2024-05-01
ENERGIZZI ENERGIAS,28.8178804490322,0.72,33.33,2024-05-01
NTF,26.8666190693548,0.02,27,2024-05-01
PHOENIX ÓLEO & GÁS,25.0780811612903,0.08,25.58,2024-05-01
VIPETRO,8.16356468870967,0.02,8.29,2024-05-01
GUTO & CACAL,6.7300967,0.02,6.83,2024-05-01
EPG BRASIL,6.2512595516129,0.08,6.77,2024-05-01
TARMAR,2.63766225806451,0,2.66,2024-05-01
NORD,2.43476516129032,0.03,2.64,2024-05-01
BRASIL REFINARIAS,1.10173123548387,0,1.12,2024-05-01
NA,3317932.4649344147,145630.6799999999,4233921.669999999,2024-05-01
PETROBRAS,2950375.0481658154,133965.80487096778,3792994.5073012793,2024-03-01
EQUINOR BRASIL,79692.07672766678,190.2900322580645,80888.96487546388,2024-03-01
