Operador,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
BGM,91.2144188258064,0.0725096774193548,91.6704909199355,2021-12-01
Energizzi Energias,60.1972150065806,1.12613225806452,67.2803729446774,2021-12-01
Phoenix Óleo & Gás,52.1691044196774,1.11032741935484,59.1528529252097,2021-12-01
Perícia,39.7069618387097,0.126225806451613,40.5008981783871,2021-12-01
Oeste de Canoas,27.9592199354839,0.177806451612903,29.0775887329032,2021-12-01
Newo,28.2095949529032,0.0287709677419355,28.3905588735161,2021-12-01
Guto & Cacal,11.7091914548387,0.0395061290322581,11.9576775002871,2021-12-01
EPG Brasil,10.3613460409677,0.225967741935484,11.782640203871,2021-12-01
Vipetro,11.3828700251258,0.0271461290322581,11.5536140189742,2021-12-01
Ubuntu Engenharia,6.83134235129032,0.00850129032258065,6.88481385217419,2021-12-01
Nord,1.62317677419355,0.00253161290322581,1.63910013834839,2021-12-01
Total Geral,2838372.19524483,132238.551913871,3670127.56145821,2021-12-01
Total Geral,2974123.26375417,131431.801375667,3800804.32236485,2021-12-01
Petrobras,2693575.36099822,124717.260507,3478023.23330775,2021-11-01
Eneva,133.311009202393,7781.354883,49076.5547658446,2021-11-01
TotalEnergies EP,34751.7872989333,1481.82094233333,44072.159480231,2021-11-01
Shell Brasil,24115.5389163175,247.085374666667,25669.6589767496,2021-11-01
Trident Energy,17312.8090419239,217.844229666667,18683.0078561236,2021-11-01
Petro Rio O&G,16039.8555020289,111.257432333333,16739.6436124934,2021-11-01
Petro Rio Jaguar,13797.1469081133,171.538933333333,14876.0942063827,2021-11-01
Enauta Energia,13327.5266308767,97.2084333333333,13938.949206941,2021-11-01
Karoon Brasil,13089.3551171574,86.6502153333333,13634.3685080631,2021-11-01
Potiguar E&P S.A.,6624.46541700646,346.762304666667,8805.53442852191,2021-11-01
Perenco Brasil,7185.37106117888,42.3738926666667,7451.89479501261,2021-11-01
3R MACAU S.A.,5279.02576266889,148.679789666667,6214.19339051218,2021-11-01
SPE Miranga,764.650105096667,400.762876666667,3285.37245438343,2021-11-01
Maha Energy,2310.0187042027,69.3510363333333,2746.22354604246,2021-11-01
Alvopetro,54.9542691473167,296.168532,1917.79806340624,2021-11-01
Imetame,229.10879485552,227.968519666667,1662.98746954012,2021-11-01
3R Rio Ventura S.A,859.455799018493,44.713816,1140.69720603345,2021-11-01
Duna Energia,0,0.574617666666667,477.081652406507,2021-11-01
Petrosynergy,335.415148480137,7.28042066666667,381.207611193543,2021-11-01
Imetame Lagoa Parda,268.497027538613,4.75111933333333,298.380665432607,2021-11-01
Slim Drilling,263.893171756667,1.38915,272.630661318167,2021-11-01
Petroborn,0,39.8220513333333,250.473136696913,2021-11-01
Origem,5.55041767526,35.4775613333333,228.697537725273,2021-11-01
Partex Brasil,159.161545446667,0.227742,160.593999355687,2021-11-01
Petrom,148.209524904143,1.61723266666667,158.38161110327,2021-11-01
Nova Petróleo,126.198443832517,1.47451666666667,135.472873507683,2021-11-01
BGM,125.238503513333,0.0995566666666667,125.8646960309,2021-11-01
Recôncavo E&P,88.19571582,0.987748333333333,94.4084651644833,2021-11-01
Energizzi Energias,55.3187112217333,1.06883666666667,62.0414907761,2021-11-01
Phoenix Óleo & Gás,51.1395098653333,0.809236,56.2294505504933,2021-11-01
Perícia,42.6658778333333,0.135666666666667,43.51919539,2021-11-01
Newo,24.6342505253333,0.0251266666666667,24.7922924846,2021-11-01
Oeste de Canoas,19.0790903333333,0.121333333333333,19.8422539466667,2021-11-01
Vipetro,13.33810189809,0.0318086666666667,13.5381723677767,2021-11-01
Guto & Cacal,11.2566632966667,0.0380293333333333,11.49586057776,2021-11-01
EPG Brasil,9.70874105566667,0.2122,11.0434387376667,2021-11-01
Ubuntu Engenharia,7.81865315066667,0.008148,7.86990252254667,2021-11-01
Nord,2.09660333333333,0.00327,2.11717101203333,2021-11-01
Total Geral,2851680.62445389,136584.957090667,3710774.05341234,2021-11-01
NA,NA,NA,NA,2021-11-01
NA,NA,NA,NA,2021-11-01
Total Geral,2974123.26375417,131431.801375667,3800804.32236485,2021-11-01
Petrobras,2672321.73099147,122415.471656786,3442291.78877303,2021-02-01
Total E&P do Brasil,39016.0733113214,1540.90056214286,48708.0450760932,2021-02-01
Eneva,86.0135718194536,5349.82328214286,33735.3855500744,2021-02-01
Trident Energy,23141.9779144398,195.8094175,24373.5819467254,2021-02-01
Shell Brasil,21450.7835643234,222.968433928571,22853.2126497317,2021-02-01
Petro Rio Jaguar,16956.5033456179,195.527892857143,18186.3366413896,2021-02-01
Petro Rio O&G,13320.9374895676,35.1297639285714,13541.8970300231,2021-02-01
Karoon,8363.81868848214,55.9622857142857,8715.81083279072,2021-02-01
Potiguar E&P S.A.,5375.95604044335,221.420608214286,6768.64959619564,2021-02-01
SPE 3R Petroleum,4592.74715157471,144.619919642857,5502.37896834355,2021-02-01
Perenco Brasil,4052.14798287261,20.573388571428598,4181.55068804307,2021-02-01
Maha Energy,3234.05244269562,77.7399242857143,3723.02179586715,2021-02-01
Enauta Energia,3476.28588621071,27.2988571428571,3647.99051085643,2021-02-01
Alvopetro,54.4028085579928,301.464064285714,1950.55449474292,2021-02-01
SHB,1272.39980059741,17.522575,1382.61346805816,2021-02-01
Imetame,165.046734964514,189.327440357143,1355.88036259728,2021-02-01
Duna Energia,479.103395319764,1.37654428571429,487.761597333493,2021-02-01
Petrosynergy,0,4.6461975,411.324957610861,2021-02-01
Imetame Lagoa Parda,270.278252909707,4.26933857142857,297.131581349664,2021-02-01
Petroborn,0,34.0248517857143,214.009853010304,2021-02-01
Nova Petróleo,184.262459439507,1.72958357142857,195.141211482914,2021-02-01
Partex Brasil,183.842160857143,0.263057142857143,185.496740304857,2021-02-01
Petrom,163.188621757921,1.58031714285714,173.128516326236,2021-02-01
Eagle,1.74045557146071,20.9416828571429,133.459661823146,2021-02-01
Recôncavo E&P,110.363701892857,0.9964925,116.631450384282,2021-02-01
BGM,72.9662887214286,0.0580032142857143,73.331117918675,2021-02-01
Oeste de Canoas,44.6127237857143,0.283714285714286,46.3972327371428,2021-02-01
Phoenix Óleo & Gás,22.9717339364286,3.6165225,45.7189733221536,2021-02-01
Santana,38.4786090468214,1.03657142857143,44.9984463839643,2021-02-01
Newo,24.6435654344286,0.0254285714285714,24.8035063172857,2021-02-01
Perícia,14.3317813571428,0.0455714285714286,14.6184169842857,2021-02-01
Ubuntu Engenharia,14.1925069928571,0.0148146428571429,14.2856882816464,2021-02-01
EPG Brasil,10.1627605075,0.212732142857143,11.5008052669643,2021-02-01
Vipetro,9.81420619362857,0.023405,9.96141919667857,2021-02-01
Energizzi Energias,4.33547617857143,0.0514285714285714,4.65895212142857,2021-02-01
Total Geral,2818912.26768297,131086.756329643,3643423.05851272,2021-02-01
Petrobras,2826680.6065136,130073.753828667,3644819.80408269,2022-04-01
TotalEnergies EP,57248.1984965733,2273.59833133333,71548.700016977,2022-04-01
Petro Rio O&G,17950.9395391997,90.6979203333333,18521.4122254915,2022-04-01
Petro Rio Jaguar,14821.6647065667,180.795433333333,15958.833631101,2022-04-01
Trident Energy,12767.8210635828,183.960523333333,13924.8978028501,2022-04-01
Karoon Brasil,12964.453187667,82.180816,13481.3549059519,2022-04-01
Enauta Energia,12169.0799080933,77.9654166666667,12659.4675654975,2022-04-01
Potiguar E&P S.A.,8223.02765212763,524.016303,11518.9906349001,2022-04-01
Perenco Brasil,8321.30316586123,50.8309163333333,8641.01997172379,2022-04-01
Origem Alagoas,2647.92224199126,833.052403666667,7887.6635810979,2022-04-01
3R Macau,6130.03620444793,153.221837333333,7093.77244912551,2022-04-01
Shell Brasil,6125.36541041136,60.7552416666667,6507.50433699878,2022-04-01
SPE Miranga,1333.69172752746,561.012869333333,4862.35608318895,2022-04-01
3R Candeias S.A.,979.425731242667,429.205666333333,3679.04782340273,2022-04-01
PetroRecôncavo,3023.72817483982,96.2751923333333,3629.28084232994,2022-04-01
Maha Energy,2735.6911879129502,104.168004666667,3390.8881453454,2022-04-01
Eneva,192.28625324575,489.219072666667,3269.38126869528,2022-04-01
Alvopetro,0,285.392283666667,1831.98381222126,2022-04-01
3R Rio Ventura S.A,1212.73469977773,20.3643373333333,1340.8225123803,2022-04-01
Imetame,187.62320196529,134.768528,1035.29163706497,2022-04-01
Seacrest SPE Cicaré,982.917372501933,7.15669,1027.93159283083,2022-04-01
3R Areia,481.343128670913,0.60436,485.144438242513,2022-04-01
Origem,15.41002192038,72.5752186666667,471.894358042167,2022-04-01
Petrosynergy,331.652150141247,7.067786,376.107181201907,2022-04-01
Mandacaru Energia,229.418303826,0.32827,231.4830597547,2022-04-01
Petroborn,0,33.85294,212.9285605414,2022-04-01
Imetame Lagoa Parda,188.077428980853,2.704802,205.090119648473,2022-04-01
Slim Drilling,193.115617109333,1.01657333333333,199.509670227067,2022-04-01
BGM,168.048837316333,0.468530333333333,170.995804092237,2022-04-01
Nova Petróleo,152.293689328047,2.39087233333333,167.33182203897,2022-04-01
Petrom,152.490340237697,1.01956966666667,158.903239722793,2022-04-01
Recôncavo E&P,74.0655800806767,1.38236266666667,82.7603786051033,2022-04-01
Energizzi Energias,70.6222802044667,1.22237,78.3107552541667,2022-04-01
Phoenix Óleo & Gás,44.440023574,4.71892833333333,74.1211861942833,2022-04-01
Petro-Victory,42.8126400666667,0.1382,43.6818918086667,2022-04-01
Newo,28.8065959888333,0.425796666666667,31.4847761208,2022-04-01
Ubuntu Engenharia,16.8776568333333,0.022,17.0160326533333,2022-04-01
Oeste de Canoas,15.3681024333333,0.0977333333333333,15.9828265306667,2022-04-01
Vipetro,15.19961519626,0.0362483333333333,15.4276103257433,2022-04-01
EPG Brasil,11.0484705856667,0.238366666666667,12.5477516293333,2022-04-01
Guto & Cacal,4.70897108666667,0.0151823333333333,4.80446507869,2022-04-01
Nord,1.67728266666667,0.002616,1.69373680962667,2022-04-01
Total Geral,2998972.91374787,136842.720342667,3859687.62458638,2022-04-01
Petrobras,2731083.27133906,127208.481194286,3531200.44843969,2022-02-01
TotalEnergies EP,56706.2987179643,2566.8950925,72851.5811397217,2022-02-01
Shell Brasil,25196.4483527146,250.312175357143,26770.8643763977,2022-02-01
Petro Rio O&G,18967.81381303,92.9891939285714,19552.6981748939,2022-02-01
Petro Rio Jaguar,15695.5199904571,191.490714285714,16899.9602000786,2022-02-01
Karoon Brasil,12782.7896507631,82.3124789285714,13300.5195038528,2022-02-01
Potiguar E&P S.A.,8876.77416245149,528.6326475,12201.7730750235,2022-02-01
Trident Energy,11294.5491278115,123.412318571429,12070.7891632853,2022-02-01
Enauta Energia,8250.32131339286,51.7925714285714,8576.08674709,2022-02-01
Perenco Brasil,7439.34046034832,52.0862167857143,7766.95286754927,2022-02-01
3R Macau,6198.26987314588,160.047393571429,7204.93756970539,2022-02-01
Maha Energy,3957.20390744,132.027806071429,4787.63372234614,2022-02-01
SPE Miranga,1101.49600129998,506.935318928571,4290.0228396501,2022-02-01
Origem Energia,1571.61182196629,401.311328928571,4095.7838317745,2022-02-01
PetroRecôncavo,3083.42762880463,110.224496785714,3776.71877093239,2022-02-01
Alvopetro,42.3250704687786,288.832736428571,1859.02810438457,2022-02-01
Eneva,88.8745615351357,226.657988928571,1514.51024687795,2022-02-01
3R Rio Ventura S.A,0,20.1480728571429,1098.08833274815,2022-02-01
Imetame,152.629814378329,127.569862142857,955.020008983093,2022-02-01
Karavan,861.131080627036,4.89250785714286,891.904025471971,2022-02-01
3R Areia,459.310140490571,0.597773214285714,463.070020431518,2022-02-01
Petrosynergy,333.642010007614,4.94194464285714,364.725902841704,2022-02-01
Origem,4.19842346503214,48.0907964285714,306.680395749425,2022-02-01
Imetame Lagoa Parda,234.218275733989,3.15196535714286,254.043538957,2022-02-01
Mandacaru Energia,234.800404388571,0.335971428571429,236.913600839714,2022-02-01
Slim Drilling,207.448267059286,1.092,214.316739579286,2022-02-01
Petroborn,0,28.1636767857143,177.144175883554,2022-02-01
Nova Petróleo,140.119876487686,1.63820392857143,150.423867939654,2022-02-01
Petrom,142.251580704754,1.01913714285714,148.661759697268,2022-02-01
BGM,129.536839861429,0.102973928571428,130.184526307096,2022-02-01
Recôncavo E&P,78.7901271330214,1.38243428571429,87.48537612765,2022-02-01
Energizzi Energias,65.1576243880714,1.24838571428571,73.0097333376428,2022-02-01
Phoenix Óleo & Gás,45.8673162446428,0.792734642857143,50.8534665286321,2022-02-01
Perícia,45.6235861071428,0.145071428571429,46.5360578292857,2022-02-01
Newo,31.0303508264643,0.0316464285714286,31.2294008493571,2022-02-01
Ubuntu Engenharia,27.8005109278571,0.0366992857142857,28.0313424621357,2022-02-01
Oeste de Canoas,17.4766863571428,0.111142857142857,18.1757538114286,2022-02-01
Vipetro,17.7346000161929,0.0422935714285714,18.0006185447,2022-02-01
EPG Brasil,10.23981068,0.224678571428571,11.6529962053571,2022-02-01
Guto & Cacal,6.46502613571429,0.0210703571428571,6.597554678775,2022-02-01
Nord,1.79708857142857,0.00280285714285714,1.81471801031429,2022-02-01
Total Geral,2916554.96601586,133220.225518929,3754484.87268707,2022-02-01
Petrobras,2842066.77105026,131341.511927097,3668179.92618444,2022-01-01
TotalEnergies EP,57159.2448924645,2684.73215677419,74045.7000594644,2022-01-01
Shell Brasil,29984.2358057707,303.846826129032,31895.3746112254,2022-01-01
Petro Rio O&G,17882.581105333,97.7211229032258,18497.2284013809,2022-01-01
Petro Rio Jaguar,15878.897227109701,197.878958064516,17123.5182763335,2022-01-01
Trident Energy,14554.4175646415,168.159286129032,15612.1075241287,2022-01-01
Karoon Brasil,13077.7010939642,85.5015483870968,13615.4895880249,2022-01-01
Potiguar E&P S.A.,8271.19972377921,465.274292258065,11197.6866199669,2022-01-01
Perenco Brasil,8203.99025728295,43.8780093548387,8479.9745993031,2022-01-01
3R Macau,5979.87917805021,159.137404516129,6980.82321634981,2022-01-01
Enauta Energia,6283.79815902258,46.0117441935484,6573.2032877686,2022-01-01
Origem Alagoas,1645.28038391613,425.262652580645,4320.1016687444,2022-01-01
SPE Miranga,1050.02197501535,497.9402,4181.97122437735,2022-01-01
Maha Energy,3248.15730357742,110.584839677419,3943.71493402885,2022-01-01
PetroRecôncavo,3180.36499285199,117.268437096774,3917.96118118765,2022-01-01
Alvopetro,41.9125648740484,289.358416774194,1861.92202828454,2022-01-01
Imetame,196.667835325813,132.322671935484,1028.95230049234,2022-01-01
3R Rio Ventura S.A,0,19.9138687096774,1007.65890351454,2022-01-01
Eneva,44.5283122166903,133.335000645161,883.180132624632,2022-01-01
Karavan,664.347282798871,4.76905483870968,694.343731613935,2022-01-01
Duna Energia,457.998965248706,0.592039032258065,461.722778274194,2022-01-01
Origem,4.3009964256516096,54.8416319354839,349.244441389777,2022-01-01
Petrosynergy,317.806952466352,4.93951967741935,348.875592728581,2022-01-01
Slim Drilling,239.333966104194,1.25986774193548,247.258294826097,2022-01-01
Imetame Lagoa Parda,215.980136934826,3.62454096774194,238.777810959139,2022-01-01
Petroborn,0,33.9234361290322,213.371967798748,2022-01-01
Partex Brasil,210.887996033548,0.301757419354839,212.785992867381,2022-01-01
Nova Petróleo,135.435236434394,1.79337258064516,146.715209225861,2022-01-01
Petrom,139.509588687065,0.976325161290323,145.6504884498,2022-01-01
BGM,116.950495271935,0.0929687096774194,117.535250791752,2022-01-01
Recôncavo E&P,93.2794608394129,1.40101483870968,102.091577982077,2022-01-01
Energizzi Energias,72.8705125961613,1.26503870967742,80.8273657226774,2022-01-01
Phoenix Óleo & Gás,47.4572251412903,1.32909967741935,55.8170095833193,2022-01-01
Perícia,43.3591095806452,0.137870967741935,44.2262917722581,2022-01-01
Newo,21.1412687925806,0.0215612903225806,21.2768852120645,2022-01-01
Oeste de Canoas,19.6201492580645,0.124774193548387,20.4049552283871,2022-01-01
Ubuntu Engenharia,18.7456627709677,0.0245774193548387,18.900250069,2022-01-01
EPG Brasil,9.93729110870968,0.206548387096774,11.2364412193548,2022-01-01
Vipetro,10.839416238329,0.02585,11.002007826829,2022-01-01
Guto & Cacal,6.84980598709677,0.0226364516129032,6.99218496681613,2022-01-01
Nord,1.82607387096774,0.00284806451612903,1.84398765564194,2022-01-01
Total Geral,3032480.53147102,137431.315697419,3896897.3952578,2022-01-01
Petrobras,2647369.36483459,119392.501117333,3398325.5122874,2022-06-01
TotalEnergies EP,56748.5674392233,2121.40596533333,70091.8078940366,2022-06-01
Eneva,272.397307270563,7032.311918,44504.3031322261,2022-06-01
Trident Energy,20784.2907011702,279.096670333333,22539.7557291995,2022-06-01
Petro Rio O&G,17329.5964462736,95.9215583333333,17932.9248230942,2022-06-01
Petro Rio Jaguar,14049.6009995037,186.464517666667,15222.4273873687,2022-06-01
Shell Brasil,12358.5343505013,102.884996,13005.661427192,2022-06-01
Potiguar E&P S.A.,8827.9289133485,565.188635666667,12382.8580458511,2022-06-01
Enauta Energia,10988.49934392,69.7465666666667,11427.1919964057,2022-06-01
Karoon Brasil,10343.0895111554,65.9456666666667,10757.8752248121,2022-06-01
Perenco Brasil,9643.98735269329,47.1635436666667,9940.63708128333,2022-06-01
Origem Alagoas,2174.36890672613,924.415504666667,7988.76679213358,2022-06-01
SPE Miranga,1429.34078433333,713.175540666667,5915.07943177393,2022-06-01
3R Macau,4900.15653300847,138.755168333333,5772.90017834316,2022-06-01
3R Candeias S.A.,1181.9104585371,389.521762333333,3631.92833447892,2022-06-01
PetroRecôncavo,2815.3965072607,109.952673333333,3506.97793151943,2022-06-01
Maha Energy,1926.9793997002,54.295379,2268.48701748819,2022-06-01
Alvopetro,0,288.959676333333,1869.37237592954,2022-06-01
3R Rio Ventura S.A,1403.74910941281,18.83912,1522.24359478001,2022-06-01
Seacrest SPE Cicaré,1308.1722323699,5.93001666666667,1345.47091050007,2022-06-01
Imetame,241.113920382947,132.94358,1077.30377930275,2022-06-01
Origem,16.4205847270467,76.262835,496.099326938397,2022-06-01
3R Areia,478.433275967217,0.535863666666667,481.803756616453,2022-06-01
Imetame Lagoa Parda,327.343055821933,4.638081,356.515704076543,2022-06-01
Petrosynergy,313.814970212793,3.79884633333333,337.708991868657,2022-06-01
Petroborn,0,43.4978206666667,273.593027407407,2022-06-01
Mandacaru Energia,255.604879459333,0.365740666666667,257.90531876194,2022-06-01
Petrom,220.819364102577,2.379102,235.783463653197,2022-06-01
NTF,19.5711421696333,28.5699933333333,199.270971937567,2022-06-01
Slim Drilling,188.117943743667,0.990266666666667,194.346532926333,2022-06-01
Nova Petróleo,142.37559194653,1.94983333333333,154.639673144863,2022-06-01
BGM,153,1,154,2022-06-01
Recôncavo E&P,77.1778598362067,1.02229366666667,83.6078927637433,2022-06-01
Energizzi Energias,60.1042502621333,1.05129333333333,66.7166855830667,2022-06-01
Phoenix Óleo & Gás,39.1523899673333,1.834448,50.6907193422133,2022-06-01
Petro-Victory,31.7425744666667,0.113933333333333,32.459193486,2022-06-01
Ubuntu Engenharia,28.929352114,0.031594,29.12807237114,2022-06-01
Oeste de Canoas,14.6342912666667,0.0930666666666667,15.2196629173333,2022-06-01
Vipetro,13.7460023664,0.0327816666666667,13.9521928212167,2022-06-01
EPG Brasil,10.8987731076667,0.234333333333333,12.372685251,2022-06-01
Guto & Cacal,6.61268691333333,0.0218006666666667,6.74980896454,2022-06-01
Nord,2.09660333333333,0.00327,2.11717101203333,2022-06-01
Total Geral,2828549.5115572982,132902.84677466634,3664484.166226962,2022-06-01
Petrobras,2704073.46535034,125015.70885193501,3490398.52104434,2022-05-01
TotalEnergies EP,57001.0257364,2125.11423387097,70367.590495744,2022-05-01
Trident Energy,22169.6682634113,327.263815806452,24228.0954847089,2022-05-01
Petro Rio O&G,17650.6899931401,90.9998161290322,18223.0615466266,2022-05-01
Petro Rio Jaguar,15367.6939338452,184.353516129032,16527.2425231287,2022-05-01
Karoon Brasil,12327.6505745858,78.0176203225806,12818.366583067,2022-05-01
Potiguar E&P S.A.,8478.29264729792,537.642757096774,11859.9634373128,2022-05-01
Enauta Energia,11140.7752382258,70.6185806451613,11584.9526929535,2022-05-01
Perenco Brasil,10406.2023261965,53.1059764516129,10740.2288279416,2022-05-01
Origem Alagoas,2161.35982194858,860.669302580645,7574.80620801335,2022-05-01
3R Macau,4886.409212352,149.372132580645,5825.93154557907,2022-05-01
SPE Miranga,1292.43995467183,663.548450967742,5466.03363705325,2022-05-01
PetroRecôncavo,3038.96988550254,101.153990322581,3675.20926537341,2022-05-01
3R Candeias S.A.,985.333795089352,387.373691612903,3421.84071433311,2022-05-01
Eneva,185.081842988135,459.59731483871,3075.8616298338,2022-05-01
Maha Energy,2361.69403013178,72.985084516129,2820.75634457218,2022-05-01
Alvopetro,40.6207332616839,241.32386,1558.50196112828,2022-05-01
3R Rio Ventura S.A,0,18.8094693548387,1502.91884117327,2022-05-01
Seacrest SPE Cicaré,1221.62978499252,6.78374516129032,1264.29825314545,2022-05-01
Imetame,227.772290983565,119.207406451613,977.564228156984,2022-05-01
Origem,11.7801932648839,72.568264516129,468.220789101077,2022-05-01
3R Areia,459.908876200061,0.595031935483871,463.651514018187,2022-05-01
Petrosynergy,317.474243836032,4.79306258064516,347.6216967864,2022-05-01
Imetame Lagoa Parda,266.450235848332,4.52672096774194,294.922450658445,2022-05-01
Petrom,279.194103077142,2.31547258064516,293.75798566961,2022-05-01
Petroborn,0,41.7938551612903,262.875408132035,2022-05-01
Mandacaru Energia,258.037223381935,0.369223225806452,260.359567319845,2022-05-01
Slim Drilling,171.144106923226,0.900912903225806,176.810677911065,2022-05-01
Nova Petróleo,141.533917369232,2.1010364516129,154.749037452952,2022-05-01
BGM,151.282713017097,0.120257741935484,152.0391113649,2022-05-01
NTF,19.6766763892258,11.6614741935484,93.0251333865484,2022-05-01
Recôncavo E&P,76.2796078769,0.988489677419355,82.497020134829,2022-05-01
Phoenix Óleo & Gás,36.9361990851613,4.91287290322581,67.8372362006,2022-05-01
Energizzi Energias,56.7048284386452,1.10339032258065,63.6449439235161,2022-05-01
Petro-Victory,61.4372409032258,0.198322580645161,62.6846522541935,2022-05-01
Ubuntu Engenharia,28.5397085293548,0.0326970967741935,28.7453670556161,2022-05-01
Oeste de Canoas,19.3158036129032,0.122838709677419,20.0884357574194,2022-05-01
EPG Brasil,11.7319159296774,0.260935483870968,13.3731505454839,2022-05-01
Vipetro,12.8748332468355,0.0307038709677419,13.0679547614871,2022-05-01
Guto & Cacal,9.63355415483871,0.0322809677419355,9.83659530855161,2022-05-01
Nord,1.42027967741935,0.00221516129032258,1.43421262105484,2022-05-01
Total Geral,2878792.74252886,131713.079675806,3707242.98820454,2022-05-01
Petrobras,2799208.99038002,128220.545041935,3605691.85679024,2022-03-01
TotalEnergies EP,56079.1120529323,2436.87321645161,71406.5815785018,2022-03-01
Shell Brasil,27436.368707427,277.333609354839,29180.7444168832,2022-03-01
Petro Rio O&G,18531.0422576233,97.1660167741935,19142.1980415897,2022-03-01
Petro Rio Jaguar,15564.0049908581,196.181612903226,16797.9500615129,2022-03-01
Enauta Energia,12209.7751140581,75.6861941935484,12685.8268951586,2022-03-01
Potiguar E&P S.A.,8650.96073257575,531.509676774194,11994.0556126468,2022-03-01
Karoon Brasil,9307.68036887453,62.3414680645161,9699.79635812141,2022-03-01
Trident Energy,8034.48778062486,102.448969354839,8678.87233256262,2022-03-01
3R Macau,6459.7411535862,157.946027096774,7453.19165427976,2022-03-01
Origem Alagoas,2821.05003609079,565.221780967742,6376.1876462395,2022-03-01
Perenco Brasil,4901.82420159911,37.5209774193548,5137.82402058114,2022-03-01
SPE Miranga,1194.99040458464,526.094662580645,4504.025874231,2022-03-01
Maha Energy,3219.08868086722,126.007680967742,4011.65305269494,2022-03-01
PetroRecôncavo,3154.65510230517,107.824561935484,3832.85111021259,2022-03-01
Eneva,154.188834510816,379.943111935484,2543.95881939374,2022-03-01
Alvopetro,58.6268746653581,290.21957483871,1884.05285868162,2022-03-01
3R Rio Ventura S.A,0,19.8932061290323,1101.59565964381,2022-03-01
Imetame,144.907550295397,129.057307741935,956.6534951037,2022-03-01
Seacrest SPE Cicaré,884.62405792971,4.76534516129032,914.597173578645,2022-03-01
3R Areia,438.861349924132,0.540506774193548,442.261034837523,2022-03-01
Petrosynergy,308.414557742797,4.34998903225806,335.775162257784,2022-03-01
Origem,6.6306608908129,46.8848709677419,301.527591152426,2022-03-01
Imetame Lagoa Parda,249.305786240832,3.93448677419355,274.052960498023,2022-03-01
Mandacaru Energia,232.508304871613,0.332692903225806,234.600880021252,2022-03-01
Slim Drilling,202.158957136129,1.06416129032258,208.852329461613,2022-03-01
Petroborn,0,30.3977206451613,191.195887291142,2022-03-01
Petrom,149.849886183213,0.948800322580645,155.817659940184,2022-03-01
Nova Petróleo,129.573622496397,1.91809741935484,141.638090825629,2022-03-01
BGM,115.163377643548,0.0915477419354839,115.739195546252,2022-03-01
Recôncavo E&P,78.2984867430484,1.45904032258065,87.4755731544194,2022-03-01
Energizzi Energias,66.3107682986129,1.24116129032258,74.1174369940968,2022-03-01
Phoenix Óleo & Gás,38.0225101412903,3.96918483870968,62.9879286316548,2022-03-01
Perícia,38.8750837419355,0.123612903225806,39.6525854167742,2022-03-01
Newo,21.2970937629032,0.0217193548387097,21.4337043781613,2022-03-01
Oeste de Canoas,15.9882912258064,0.101677419354839,16.6278228748387,2022-03-01
Ubuntu Engenharia,15.1247611819355,0.02024,15.2520669363355,2022-03-01
EPG Brasil,11.3129334248387,0.255709677419355,12.921298710967701,2022-03-01
Vipetro,12.3779686914,0.0295190322580645,12.5636377956871,2022-03-01
Guto & Cacal,5.00952931935484,0.0162196774193548,5.11154800858387,2022-03-01
Nord,1.62317677419355,0.00253161290322581,1.63910013834839,2022-03-01
Total Geral,2981129.29756066,134442.283532581,3826745.71694672,2022-03-01
PETROBRAS,2818535.958870306,127425.90918290323,3620020.716708023,2022-08-01
TOTALENERGIES EP,56323.170883729035,2189.0140054838707,70091.65306556154,2022-08-01
EQUINOR BRASIL,55124.26138780812,93.54103483870968,55712.616724146996,2022-08-01
SHELL BRASIL,39227.11611726011,399.75551258064513,41741.502337844984,2022-08-01
ENEVA,197.69742446956772,4977.092928387096,31502.66629636801,2022-08-01
TRIDENT ENERGY,22661.21484333199,453.262305483871,25512.148624987494,2022-08-01
PETRO RIO JAGUAR,22374.52807104839,246.50706451612902,23925.01067051258,2022-08-01
PETRO RIO O&G,17038.500813680275,77.68812032258064,17527.14432976645,2022-08-01
KAROON BRASIL,12284.550446917423,76.99578290322582,12768.839292179962,2022-08-01
POTIGUAR E&P S.A.,8860.454450194835,589.6965058064517,12569.533429381312,2022-08-01
PERENCO BRASIL,9808.761472935023,31.598044193548386,10007.507167284044,2022-08-01
SPE MIRANGA,1745.4058403351612,770.3257625806452,6590.608525072529,2022-08-01
3R MACAU,5007.745914743322,130.56740354838706,5828.9900752560025,2022-08-01
ORIGEM ALAGOAS,1564.8418927981,549.7429074193548,5022.620329313433,2022-08-01
3R CANDEIAS,1655.9410173776355,424.8283622580645,4328.0306985920315,2022-08-01
3R PETROLEUM OFF,105.61608316043228,582.5659132258065,3769.8449898272415,2022-08-01
PETRORECÔNCAVO,2848.4601677870965,99.7800170967742,3476.0575171225582,2022-08-01
ENAUTA ENERGIA,3045.1607872258064,19.30205064516129,3166.567018394248,2022-08-01
SPE TIÊTA,1846.652057708384,52.59021870967742,2177.4345412507,2022-08-01
ALVOPETRO,51.835778982183875,308.88103193548386,1994.6387824603098,2022-08-01
3R RIO VENTURA,1468.8123707959228,70.2741870967742,1910.823655539084,2022-08-01
SEACREST SPE CRICARÉ,1499.7212559710647,29.91961612903226,1687.9099566956131,2022-08-01
IMETAME,201.2149033214613,152.40584225806452,1159.8186940146581,2022-08-01
