Nº,Bacia,Campo,Localização,Operador,Queima de Gás (Mm³/d),mes
19,Campos,Albacora,Mar,Petrobras,22.4134164516129,2019-07-01
20,Campos,Marimbá,Mar,Petrobras,18.9405483870968,2019-07-01
1,Santos,Lula,Mar,Petrobras,788.945432258065,2019-08-01
2,Santos,Búzios,Mar,Petrobras,731.269548387097,2019-08-01
3,Campos,Roncador,Mar,Petrobras,224.797482580645,2019-08-01
4,Campos,Jubarte,Mar,Petrobras,175.27484516129,2019-08-01
5,Campos,Marlim,Mar,Petrobras,162.564546774194,2019-08-01
6,Campos,Marlim Sul,Mar,Petrobras,118.568805483871,2019-08-01
7,Solimões,Leste Do Urucu,Terra,Petrobras,113.294441290323,2019-08-01
8,Santos,Sapinhoá,Mar,Petrobras,106.051274193548,2019-08-01
9,Solimões,Rio Urucu,Terra,Petrobras,96.3125116129032,2019-08-01
10,Campos,Marlim Leste,Mar,Petrobras,84.9821283870968,2019-08-01
11,Santos,Sul De Lula,Mar,Petrobras,56.7425903225806,2019-08-01
12,Campos,Albacora Leste,Mar,Petrobras,50.9983051612903,2019-08-01
13,Santos,Mero,Mar,Petrobras,44.5017096774193,2019-08-01
14,Campos,Barracuda,Mar,Petrobras,37.5970522580645,2019-08-01
15,Sergipe,Piranema,Mar,Petrobras,33.8663548387097,2019-08-01
16,Campos,Albacora,Mar,Petrobras,27.1236929032258,2019-08-01
17,Santos,Atlanta,Mar,Enauta Energia S.A.,23.640064516129,2019-08-01
18,Recôncavo,Tiê,Terra,Maha Energy,22.348,2019-08-01
19,Campos,Cherne,Mar,Petrobras,21.8201864516129,2019-08-01
20,Espírito Santo,Golfinho,Mar,Petrobras,20.1823548387097,2019-08-01
1,Santos,Lula,Mar,Petrobras,895.303301333333,2019-09-01
2,Santos,Búzios,Mar,Petrobras,614.4,2019-09-01
3,Campos,Marlim,Mar,Petrobras,198.135556333333,2019-09-01
4,Campos,Roncador,Mar,Petrobras,131.801965666667,2019-09-01
5,Campos,Jubarte,Mar,Petrobras,127.507975,2019-09-01
6,Solimões,Leste Do Urucu,Terra,Petrobras,125.488942333333,2019-09-01
7,Solimões,Rio Urucu,Terra,Petrobras,112.486631,2019-09-01
8,Campos,Marlim Sul,Mar,Petrobras,112.187120333333,2019-09-01
9,Santos,Sapinhoá,Mar,Petrobras,106.121989,2019-09-01
10,Santos,Sul De Lula,Mar,Petrobras,63.429903666666704,2019-09-01
11,Campos,Marlim Leste,Mar,Petrobras,61.745886,2019-09-01
12,Campos,Albacora,Mar,Petrobras,56.6464313333333,2019-09-01
13,Campos,Albacora Leste,Mar,Petrobras,50.3674,2019-09-01
14,Santos,Mero,Mar,Petrobras,43.4028333333333,2019-09-01
15,Campos,Tartaruga Verde,Mar,Petrobras,40.9018263333333,2019-09-01
16,Sergipe,Piranema,Mar,Petrobras,38.5838666666667,2019-09-01
17,Santos,Atlanta,Mar,Enauta Energia S.A.,33.4100333333333,2019-09-01
18,Campos,Cherne,Mar,Petrobras,25.8906843333333,2019-09-01
19,Campos,Barracuda,Mar,Petrobras,25.5727546666667,2019-09-01
20,Campos,Marimbá,Mar,Petrobras,23.6375333333333,2019-09-01
1,Santos,Lula,Mar,Petrobras,828.805529354839,2019-10-01
2,Santos,Búzios,Mar,Petrobras,828.72136483871,2019-10-01
3,Campos,Jubarte,Mar,Petrobras,202.238542903226,2019-10-01
4,Campos,Roncador,Mar,Petrobras,175.10522483871,2019-10-01
5,Campos,Marlim,Mar,Petrobras,151.798356129032,2019-10-01
6,Campos,Marlim Sul,Mar,Petrobras,123.641118709677,2019-10-01
7,Solimões,Leste Do Urucu,Terra,Petrobras,113.216003225806,2019-10-01
8,Solimões,Rio Urucu,Terra,Petrobras,95.4828835483871,2019-10-01
9,Santos,Sapinhoá,Mar,Petrobras,77.0294364516129,2019-10-01
10,Campos,Marlim Leste,Mar,Petrobras,75.2974896774193,2019-10-01
11,Santos,Atlanta,Mar,Enauta Energia S.A.,72.6716451612903,2019-10-01
12,Santos,Sul De Lula,Mar,Petrobras,56.9299406451613,2019-10-01
13,Campos,Barracuda,Mar,Petrobras,53.5386125806452,2019-10-01
14,Campos,Albacora,Mar,Petrobras,51.3229677419355,2019-10-01
15,Santos,Mero,Mar,Petrobras,42.2333225806452,2019-10-01
16,Campos,Albacora Leste,Mar,Petrobras,41.7399335483871,2019-10-01
17,Campos,Cherne,Mar,Petrobras,25.4903867741935,2019-10-01
18,Sergipe,Piranema,Mar,Petrobras,25.006,2019-10-01
19,Santos,Lapa,Mar,Total E&P do Brasil,23.7374658064516,2019-10-01
20,Campos,Caratinga,Mar,Petrobras,23.0949674193548,2019-10-01
1,Santos,Lula,Mar,Petrobras,679.848385,2019-11-01
2,Santos,Búzios,Mar,Petrobras,520.324156666667,2019-11-01
3,Santos,Berbigão,Mar,Petrobras,217.306633,2019-11-01
4,Campos,Marlim,Mar,Petrobras,209.087625666667,2019-11-01
5,Campos,Roncador,Mar,Petrobras,205.685732,2019-11-01
6,Santos,Sapinhoá,Mar,Petrobras,189.041970333333,2019-11-01
7,Campos,Jubarte,Mar,Petrobras,162.799346666667,2019-11-01
8,Campos,Marlim Sul,Mar,Petrobras,148.001343,2019-11-01
9,Solimões,Leste Do Urucu,Terra,Petrobras,118.684956333333,2019-11-01
10,Solimões,Rio Urucu,Terra,Petrobras,96.59225,2019-11-01
11,Campos,Albacora Leste,Mar,Petrobras,76.271287,2019-11-01
12,Santos,Atlanta,Mar,Enauta Energia S.A.,67.4688333333333,2019-11-01
13,Santos,Sul De Lula,Mar,Petrobras,46.8855103333333,2019-11-01
14,Santos,Mero,Mar,Petrobras,44.9009,2019-11-01
15,Campos,Barracuda,Mar,Petrobras,42.797947,2019-11-01
16,Sergipe,Piranema,Mar,Petrobras,38.3956333333333,2019-11-01
17,Campos,Marlim Leste,Mar,Petrobras,33.2684333333333,2019-11-01
18,Campos,Cherne,Mar,Petrobras,28.7212993333333,2019-11-01
19,Campos,Albacora,Mar,Petrobras,28.0161436666667,2019-11-01
20,Campos,Tartaruga Verde,Mar,Petrobras,25.698827,2019-11-01
1,Santos,Lula,Mar,Petrobras,754.399015806452,2019-12-01
2,Santos,Búzios,Mar,Petrobras,466.501916451613,2019-12-01
3,Santos,Berbigão,Mar,Petrobras,360.680387096774,2019-12-01
4,Campos,Roncador,Mar,Petrobras,307.613676129032,2019-12-01
5,Campos,Jubarte,Mar,Petrobras,200.353226129032,2019-12-01
6,Campos,Marlim,Mar,Petrobras,171.758265483871,2019-12-01
7,Santos,Sapinhoá,Mar,Petrobras,157.152092258065,2019-12-01
8,Campos,Marlim Sul,Mar,Petrobras,127.603187096774,2019-12-01
9,Solimões,Leste Do Urucu,Terra,Petrobras,109.371514516129,2019-12-01
10,Solimões,Rio Urucu,Terra,Petrobras,95.702375483871,2019-12-01
11,Santos,Atlanta,Mar,Enauta Energia S.A.,75.096129032258,2019-12-01
12,Campos,Albacora Leste,Mar,Petrobras,59.5129974193548,2019-12-01
13,Campos,Marlim Leste,Mar,Petrobras,50.7412316129032,2019-12-01
14,Santos,Sul De Lula,Mar,Petrobras,50.4680919354839,2019-12-01
15,Campos,Barracuda,Mar,Petrobras,44.9206087096774,2019-12-01
16,Campos,Frade,Mar,Petro Rio Jaguar,38.1307419354839,2019-12-01
17,Campos,Albacora,Mar,Petrobras,37.5603874193548,2019-12-01
18,Sergipe,Piranema,Mar,Petrobras,34.7892258064516,2019-12-01
19,Santos,Mero,Mar,Petrobras,34.2505483870968,2019-12-01
20,Campos,Cherne,Mar,Petrobras,29.5336874193548,2019-12-01
1,Santos,Lula,Mar,Petrobras,856.928412258065,2020-01-01
2,Santos,Berbigão,Mar,Petrobras,614.674774193548,2020-01-01
3,Santos,Búzios,Mar,Petrobras,580.067307741935,2020-01-01
4,Campos,Roncador,Mar,Petrobras,303.797676451613,2020-01-01
5,Campos,Jubarte,Mar,Petrobras,187.784965483871,2020-01-01
6,Campos,Marlim,Mar,Petrobras,146.762178709677,2020-01-01
7,Solimões,Leste Do Urucu,Terra,Petrobras,138.936997741935,2020-01-01
8,Solimões,Rio Urucu,Terra,Petrobras,129.499143870968,2020-01-01
9,Campos,Marlim Sul,Mar,Petrobras,121.963834516129,2020-01-01
10,Santos,Sapinhoá,Mar,Petrobras,112.193848064516,2020-01-01
11,Santos,Atlanta,Mar,Enauta Energia S.A.,69.1844516129032,2020-01-01
12,Campos,Marlim Leste,Mar,Petrobras,66.5654574193548,2020-01-01
13,Santos,Sul De Lula,Mar,Petrobras,62.2213606451613,2020-01-01
14,Campos,Barracuda,Mar,Petrobras,50.3129306451613,2020-01-01
15,Campos,Albacora Leste,Mar,Petrobras,36.9544158064516,2020-01-01
16,Campos,Cherne,Mar,Petrobras,34.1631264516129,2020-01-01
17,Campos,Tartaruga Verde,Mar,Petrobras,28.9529748387097,2020-01-01
18,Campos,Peregrino,Mar,Equinor Brasil,24.4225806451613,2020-01-01
19,Sergipe,Piranema,Mar,Petrobras,23.1917741935484,2020-01-01
20,Espírito Santo,Golfinho,Mar,Petrobras,22.4551612903226,2020-01-01
1,Santos,Lula,Mar,Petrobras,827.570710689655,2020-02-01
2,Santos,Búzios,Mar,Petrobras,471.46611,2020-02-01
3,Santos,Berbigão,Mar,Petrobras,411.188,2020-02-01
4,Campos,Roncador,Mar,Petrobras,269.432895517241,2020-02-01
5,Campos,Marlim,Mar,Petrobras,173.446271724138,2020-02-01
6,Campos,Marlim Sul,Mar,Petrobras,148.425748965517,2020-02-01
7,Campos,Jubarte,Mar,Petrobras,143.006188275862,2020-02-01
8,Solimões,Leste Do Urucu,Terra,Petrobras,137.933292068966,2020-02-01
9,Solimões,Rio Urucu,Terra,Petrobras,102.697343103448,2020-02-01
10,Sergipe,Pa-1Brsa1083Ses-Seal-M-426,Mar,Petrobras,88.2336896551724,2020-02-01
11,Santos,Atlanta,Mar,Enauta Energia S.A.,67.5143448275862,2020-02-01
12,Campos,Albacora Leste,Mar,Petrobras,64.9993251724138,2020-02-01
13,Santos,Sapinhoá,Mar,Petrobras,61.9982713793103,2020-02-01
14,Santos,Sul De Lula,Mar,Petrobras,60.1822737931034,2020-02-01
15,Campos,Barracuda,Mar,Petrobras,53.7283793103448,2020-02-01
16,Campos,Marlim Leste,Mar,Petrobras,42.8895717241379,2020-02-01
17,Sergipe,Piranema,Mar,Petrobras,32.1042413793103,2020-02-01
18,Campos,Tartaruga Verde,Mar,Petrobras,28.6162944827586,2020-02-01
19,Santos,Mero,Mar,Petrobras,28.1717931034483,2020-02-01
20,Campos,Cherne,Mar,Petrobras,26.6915168965517,2020-02-01
1,Santos,Lula,Mar,Petrobras,827.570710689655,2020-03-01
2,Santos,Búzios,Mar,Petrobras,471.46611,2020-03-01
3,Santos,Berbigão,Mar,Petrobras,411.188,2020-03-01
4,Campos,Roncador,Mar,Petrobras,269.432895517241,2020-03-01
5,Campos,Marlim,Mar,Petrobras,173.446271724138,2020-03-01
6,Campos,Marlim Sul,Mar,Petrobras,148.425748965517,2020-03-01
7,Campos,Jubarte,Mar,Petrobras,143.006188275862,2020-03-01
8,Solimões,Leste Do Urucu,Terra,Petrobras,137.933292068966,2020-03-01
9,Solimões,Rio Urucu,Terra,Petrobras,102.697343103448,2020-03-01
10,Sergipe,Tld-Seal –M 426,Mar,Petrobras,88.2336896551724,2020-03-01
11,Santos,Atlanta,Mar,Enauta Energia S.A.,67.5143448275862,2020-03-01
12,Campos,Albacora Leste,Mar,Petrobras,64.9993251724138,2020-03-01
13,Santos,Sapinhoá,Mar,Petrobras,61.9982713793103,2020-03-01
14,Santos,Sul De Lula,Mar,Petrobras,60.1822737931034,2020-03-01
15,Campos,Barracuda,Mar,Petrobras,53.7283793103448,2020-03-01
16,Campos,Marlim Leste,Mar,Petrobras,42.8895717241379,2020-03-01
17,Sergipe,Piranema,Mar,Petrobras,32.1042413793103,2020-03-01
18,Campos,Tartaruga Verde,Mar,Petrobras,28.6162944827586,2020-03-01
19,Santos,Mero,Mar,Petrobras,28.1717931034483,2020-03-01
20,Campos,Cherne,Mar,Petrobras,26.6915168965517,2020-03-01
1,Santos,Búzios,Mar,Petrobras,473.911191,2020-04-01
2,Santos,Lula,Mar,Petrobras,445.461338333333,2020-04-01
3,Campos,Roncador,Mar,Petrobras,200.756198333333,2020-04-01
4,Santos,Berbigão,Mar,Petrobras,159.683066666667,2020-04-01
5,Santos,Sapinhoá,Mar,Petrobras,155.566614333333,2020-04-01
6,Campos,Marlim,Mar,Petrobras,151.482177,2020-04-01
7,Campos,Marlim Sul,Mar,Petrobras,127.387423,2020-04-01
8,Solimões,Leste Do Urucu,Terra,Petrobras,108.524699333333,2020-04-01
9,Solimões,Rio Urucu,Terra,Petrobras,87.0649543333333,2020-04-01
10,Santos,Atlanta,Mar,Enauta Energia S.A.,79.5817,2020-04-01
11,Campos,Jubarte,Mar,Petrobras,61.1097656666667,2020-04-01
12,Campos,Marlim Leste,Mar,Petrobras,39.8923993333333,2020-04-01
13,Santos,Mero,Mar,Petrobras,35.8582666666667,2020-04-01
14,Campos,Barracuda,Mar,Petrobras,35.4469116666667,2020-04-01
15,Campos,Albacora Leste,Mar,Petrobras,34.7957393333333,2020-04-01
16,Santos,Sul De Lula,Mar,Petrobras,28.033491,2020-04-01
17,Recôncavo,Tiê,Terra,Maha Energy,24.832637,2020-04-01
18,Sergipe,Carmópolis,Terra,Petrobras,21.0457563333333,2020-04-01
19,Campos,Caratinga,Mar,Petrobras,18.744021,2020-04-01
20,Campos,Albacora,Mar,Petrobras,18.407026,2020-04-01
1,Santos,Lula,Mar,Petrobras,642.418991612903,2020-05-01
2,Santos,Búzios,Mar,Petrobras,527.877772580645,2020-05-01
3,Campos,Roncador,Mar,Petrobras,192.224030967742,2020-05-01
4,Santos,Berbigão,Mar,Petrobras,171.500999677419,2020-05-01
5,Campos,Marlim,Mar,Petrobras,137.566906129032,2020-05-01
6,Solimões,Leste Do Urucu,Terra,Petrobras,97.1008829032258,2020-05-01
7,Campos,Marlim Sul,Mar,Petrobras,90.8835122580645,2020-05-01
8,Campos,Jubarte,Mar,Petrobras,83.1186770967742,2020-05-01
9,Santos,Atlanta,Mar,Enauta Energia S.A.,58.8917096774193,2020-05-01
10,Solimões,Rio Urucu,Terra,Petrobras,57.6570812903226,2020-05-01
11,Campos,Albacora Leste,Mar,Petrobras,51.4274335483871,2020-05-01
12,Campos,Albacora,Mar,Petrobras,48.6514687096774,2020-05-01
13,Santos,Sul De Lula,Mar,Petrobras,45.8728538709677,2020-05-01
14,Parnaíba,Gavião Preto,Terra,Eneva,41.3009670967742,2020-05-01
15,Campos,Barracuda,Mar,Petrobras,35.6327835483871,2020-05-01
16,Campos,Marlim Leste,Mar,Petrobras,31.7514387096774,2020-05-01
17,Santos,Mero,Mar,Petrobras,29.544935483871,2020-05-01
18,Santos,Sapinhoá,Mar,Petrobras,26.2107151612903,2020-05-01
19,Campos,Caratinga,Mar,Petrobras,23.3271825806452,2020-05-01
20,Campos,Marimbá,Mar,Petrobras,20.1173225806452,2020-05-01
1,Santos,Lula,Mar,Petrobras,614.820256666667,2020-06-01
2,Santos,Búzios,Mar,Petrobras,575.971155333333,2020-06-01
3,Campos,Roncador,Mar,Petrobras,152.682298333333,2020-06-01
4,Campos,Marlim,Mar,Petrobras,143.767879,2020-06-01
5,Santos,Atapu,Mar,Petrobras,129.639947,2020-06-01
6,Campos,Jubarte,Mar,Petrobras,128.091632666667,2020-06-01
7,Santos,Sururu,Mar,Petrobras,123.290429666667,2020-06-01
8,Santos,Berbigão,Mar,Petrobras,95.7557363333333,2020-06-01
9,Santos,Sapinhoá,Mar,Petrobras,90.4097446666667,2020-06-01
10,Solimões,Leste Do Urucu,Terra,Petrobras,89.641706,2020-06-01
11,Campos,Marlim Sul,Mar,Petrobras,85.5881476666667,2020-06-01
12,Campos,Albacora,Mar,Petrobras,79.7692793333333,2020-06-01
13,Campos,Albacora Leste,Mar,Petrobras,77.926819,2020-06-01
14,Solimões,Rio Urucu,Terra,Petrobras,69.004017,2020-06-01
15,Santos,Mero,Mar,Petrobras,57.4163,2020-06-01
16,Campos,Barracuda,Mar,Petrobras,51.8916006666667,2020-06-01
17,Santos,Sul De Lula,Mar,Petrobras,40.975427,2020-06-01
18,Santos,Atlanta,Mar,Enauta Energia S.A.,30.3825333333333,2020-06-01
19,Campos,Marlim Leste,Mar,Petrobras,27.1010056666667,2020-06-01
20,Santos,Oeste De Atapu,Mar,Petrobras,26.9212553333333,2020-06-01
1,Santos,Atapu,Mar,Petrobras,815.954485483871,2020-07-01
2,Santos,Lula,Mar,Petrobras,648.182178387097,2020-07-01
3,Santos,Búzios,Mar,Petrobras,627.772144193548,2020-07-01
4,Campos,Roncador,Mar,Petrobras,230.890869354839,2020-07-01
5,Santos,Oeste De Atapu,Mar,Petrobras,169.442521612903,2020-07-01
6,Campos,Marlim,Mar,Petrobras,127.677615806452,2020-07-01
7,Campos,Marlim Sul,Mar,Petrobras,105.142970967742,2020-07-01
8,Solimões,Leste Do Urucu,Terra,Petrobras,103.403412580645,2020-07-01
9,Santos,Sapinhoá,Mar,Petrobras,99.2303758064516,2020-07-01
10,Santos,Sururu,Mar,Petrobras,88.193484516129,2020-07-01
11,Campos,Jubarte,Mar,Petrobras,86.9770335483871,2020-07-01
12,Solimões,Rio Urucu,Terra,Petrobras,79.4732551612903,2020-07-01
13,Santos,Berbigão,Mar,Petrobras,64.3549661290322,2020-07-01
14,Campos,Albacora Leste,Mar,Petrobras,58.8004587096774,2020-07-01
15,Campos,Marlim Leste,Mar,Petrobras,51.7042777419355,2020-07-01
16,Santos,Lapa,Mar,Total E&P do Brasil,47.8468938709677,2020-07-01
17,Campos,Albacora,Mar,Petrobras,46.77841,2020-07-01
18,Santos,Sul De Lula,Mar,Petrobras,43.7522103225806,2020-07-01
19,Campos,Barracuda,Mar,Petrobras,38.3983148387097,2020-07-01
20,Santos,Atlanta,Mar,Enauta Energia S.A.,33.4007096774193,2020-07-01
1,Santos,Búzios,Mar,Petrobras,848.626085483871,2020-08-01
2,Santos,Atapu,Mar,Petrobras,763.47820483871,2020-08-01
3,Santos,Tupi,Mar,Petrobras,515.561665806452,2020-08-01
4,Campos,Roncador,Mar,Petrobras,209.570256774194,2020-08-01
5,Santos,Oeste De Atapu,Mar,Petrobras,158.545206451613,2020-08-01
6,Campos,Jubarte,Mar,Petrobras,153.792446774194,2020-08-01
7,Campos,Marlim,Mar,Petrobras,143.292249032258,2020-08-01
8,Campos,Marlim Sul,Mar,Petrobras,109.145223225806,2020-08-01
9,Solimões,Leste Do Urucu,Terra,Petrobras,102.289860322581,2020-08-01
10,Santos,Sapinhoá,Mar,Petrobras,86.2861958064516,2020-08-01
11,Solimões,Rio Urucu,Terra,Petrobras,80.9132877419355,2020-08-01
12,Campos,Marlim Leste,Mar,Petrobras,63.9680235483871,2020-08-01
13,Campos,Albacora,Mar,Petrobras,49.5913790322581,2020-08-01
14,Campos,Albacora Leste,Mar,Petrobras,46.0509093548387,2020-08-01
15,Santos,Sururu,Mar,Petrobras,41.8597783870968,2020-08-01
16,Campos,Barracuda,Mar,Petrobras,41.05059,2020-08-01
17,Santos,Sul De Tupi,Mar,Petrobras,34.4983625806452,2020-08-01
18,Campos,Marimbá,Mar,Trident Energy,34.2588106451613,2020-08-01
19,Santos,Berbigão,Mar,Petrobras,30.4791883870968,2020-08-01
20,Campos,Pampo,Mar,Trident Energy,26.9177132258064,2020-08-01
1,Santos,Búzios,Mar,Petrobras,697.487707,2020-09-01
2,Santos,Atapu,Mar,Petrobras,620.644805,2020-09-01
3,Santos,Tupi,Mar,Petrobras,560.430141333333,2020-09-01
4,Campos,Roncador,Mar,Petrobras,217.046265333333,2020-09-01
5,Santos,Oeste De Atapu,Mar,Petrobras,128.884175,2020-09-01
6,Campos,Jubarte,Mar,Petrobras,121.792207,2020-09-01
7,Solimões,Leste Do Urucu,Terra,Petrobras,109.968948,2020-09-01
8,Campos,Marlim Sul,Mar,Petrobras,89.6633993333333,2020-09-01
9,Campos,Marlim,Mar,Petrobras,76.017994,2020-09-01
10,Solimões,Rio Urucu,Terra,Petrobras,75.881828,2020-09-01
11,Campos,Barracuda,Mar,Petrobras,44.0821016666667,2020-09-01
12,Santos,Sul De Tupi,Mar,Petrobras,38.7335573333333,2020-09-01
13,Santos,Sapinhoá,Mar,Petrobras,37.9102266666667,2020-09-01
14,Campos,Marimbá,Mar,Trident Energy,37.837685,2020-09-01
15,Santos,Lapa,Mar,Total E&P do Brasil,36.7658503333333,2020-09-01
16,Campos,Albacora Leste,Mar,Petrobras,34.5726693333333,2020-09-01
17,Campos,Albacora,Mar,Petrobras,31.947095,2020-09-01
18,Santos,Atlanta,Mar,Enauta Energia S.A.,31.3175313333333,2020-09-01
19,Campos,Marlim Leste,Mar,Petrobras,26.9987373333333,2020-09-01
20,Santos,Mero,Mar,Petrobras,24.4734666666667,2020-09-01
1,Santos,Tupi,Mar,Petrobras,730.263067333333,2020-11-01
2,Santos,Búzios,Mar,Petrobras,478.283371333333,2020-11-01
3,Campos,Roncador,Mar,Petrobras,259.861732,2020-11-01
4,Santos,Atapu,Mar,Petrobras,136.860100666667,2020-11-01
5,Santos,Sapinhoá,Mar,Petrobras,120.671602333333,2020-11-01
6,Campos,Marlim,Mar,Petrobras,117.43837,2020-11-01
7,Campos,Jubarte,Mar,Petrobras,114.067946,2020-11-01
8,Campos,Marlim Sul,Mar,Petrobras,98.616671,2020-11-01
9,Solimões,Leste do Urucu,Terra,Petrobras,87.963258,2020-11-01
10,Solimões,Rio Urucu,Terra,Petrobras,68.3235443333333,2020-11-01
11,Campos,Barracuda,Mar,Petrobras,57.3217236666667,2020-11-01
12,Campos,Albacora Leste,Mar,Petrobras,55.6439666666667,2020-11-01
13,Recôncavo,Araçás,Terra,Petrobras,48.586511,2020-11-01
14,Santos,Sul de Tupi,Mar,Petrobras,43.219004,2020-11-01
15,Campos,Albacora,Mar,Petrobras,36.341764,2020-11-01
16,Campos,Frade,Mar,Petro Rio Jaguar,35.0610666666667,2020-11-01
17,Campos,Marlim Leste,Mar,Petrobras,34.352823,2020-11-01
18,Campos,Pampo,Mar,Trident Energy,34.319631,2020-11-01
19,Recôncavo,Massapê,Terra,Petrobras,30.382758,2020-11-01
20,Santos,Mero,Mar,Petrobras,30.2645666666667,2020-11-01
1,Santos,Tupi,Mar,Petrobras,595.299733870968,2020-12-01
2,Santos,Búzios,Mar,Petrobras,467.487265806452,2020-12-01
3,Campos,Roncador,Mar,Petrobras,267.470901935484,2020-12-01
4,Santos,Sapinhoá,Mar,Petrobras,159.989649677419,2020-12-01
5,Campos,Jubarte,Mar,Petrobras,139.407894193548,2020-12-01
6,Campos,Marlim,Mar,Petrobras,136.617900645161,2020-12-01
7,Santos,Atapu,Mar,Petrobras,136.098472903226,2020-12-01
8,Campos,Marlim Sul,Mar,Petrobras,120.358569032258,2020-12-01
9,Campos,Marlim Leste,Mar,Petrobras,78.7669751612903,2020-12-01
10,Solimões,Leste Do Urucu,Terra,Petrobras,73.1794764516129,2020-12-01
11,Solimões,Rio Urucu,Terra,Petrobras,61.0402432258064,2020-12-01
12,Campos,Albacora,Mar,Petrobras,59.8446206451613,2020-12-01
13,Santos,Lapa,Mar,Total E&P do Brasil,46.9926783870968,2020-12-01
14,Campos,Barracuda,Mar,Petrobras,44.9841306451613,2020-12-01
15,Recôncavo,Araçás,Terra,Petrobras,38.7469083870968,2020-12-01
16,Santos,Sul De Tupi,Mar,Petrobras,38.5446212903226,2020-12-01
17,Campos,Albacora Leste,Mar,Petrobras,38.333344516129,2020-12-01
18,Espírito Santo,Golfinho,Mar,Petrobras,29.5298387096774,2020-12-01
19,Santos,Oeste De Atapu,Mar,Petrobras,28.2624441935484,2020-12-01
20,Santos,Mero,Mar,Petrobras,26.3094838709677,2020-12-01
1,Santos,Búzios,Mar,Petrobras,640.687749354839,2020-10-01
2,Santos,Tupi,Mar,Petrobras,520.399320322581,2020-10-01
3,Santos,Atapu,Mar,Petrobras,236.975639032258,2020-10-01
4,Campos,Roncador,Mar,Petrobras,180.627869677419,2020-10-01
5,Campos,Jubarte,Mar,Petrobras,168.39004,2020-10-01
6,Campos,Marlim Sul,Mar,Petrobras,105.338169354839,2020-10-01
7,Santos,Sapinhoá,Mar,Petrobras,94.695764516129,2020-10-01
8,Campos,Marlim,Mar,Petrobras,75.3496609677419,2020-10-01
9,Solimões,Leste Do Urucu,Terra,Petrobras,70.4172119354839,2020-10-01
10,Campos,Barracuda,Mar,Petrobras,65.4832780645161,2020-10-01
11,Campos,Albacora,Mar,Petrobras,60.9283641935484,2020-10-01
12,Solimões,Rio Urucu,Terra,Petrobras,56.7551251612903,2020-10-01
13,Santos,Oeste De Atapu,Mar,Petrobras,49.2107712903226,2020-10-01
14,Campos,Albacora Leste,Mar,Petrobras,43.3747629032258,2020-10-01
15,Campos,Marlim Leste,Mar,Petrobras,37.3579090322581,2020-10-01
16,Campos,Garoupa,Mar,Petrobras,36.6881935483871,2020-10-01
17,Santos,Lapa,Mar,Total E&P do Brasil,32.3504548387097,2020-10-01
18,Santos,Atlanta,Mar,Enauta Energia,29.7498287096774,2020-10-01
19,Santos,Sul De Tupi,Mar,Petrobras,25.3163835483871,2020-10-01
20,Santos,Sururu,Mar,Petrobras,24.5481809677419,2020-10-01
1,Santos,Búzios,Mar,Petrobras,615.036730645161,2021-01-01
2,Santos,Tupi,Mar,Petrobras,495.551908709677,2021-01-01
3,Campos,Roncador,Mar,Petrobras,259.481192258065,2021-01-01
4,Santos,Sapinhoá,Mar,Petrobras,124.572156129032,2021-01-01
5,Campos,Marlim,Mar,Petrobras,123.264541935484,2021-01-01
6,Campos,Jubarte,Mar,Petrobras,101.370757419355,2021-01-01
7,Campos,Marlim Sul,Mar,Petrobras,100.535983870968,2021-01-01
8,Santos,Atapu,Mar,Petrobras,86.2621667741935,2021-01-01
9,Solimões,Leste do Urucu,Terra,Petrobras,81.0481270967742,2021-01-01
10,Campos,Marlim Leste,Mar,Petrobras,76.3338477419355,2021-01-01
11,Solimões,Rio Urucu,Terra,Petrobras,68.8188393548387,2021-01-01
12,Campos,Albacora Leste,Mar,Petrobras,63.6282396774194,2021-01-01
13,Campos,Barracuda,Mar,Petrobras,58.0570974193548,2021-01-01
14,Campos,Albacora,Mar,Petrobras,41.9232741935484,2021-01-01
15,Santos,Sul de Tupi,Mar,Petrobras,36.0235696774193,2021-01-01
16,Santos,Mero,Mar,Petrobras,34.2437419354839,2021-01-01
17,Campos,Tartaruga Verde,Mar,Petrobras,30.5899793548387,2021-01-01
18,Campos,Pampo,Mar,Trident Energy,29.1047570967742,2021-01-01
19,Campos,Enchova Oeste,Mar,Trident Energy,21.7554009677419,2021-01-01
20,Campos,Marimbá,Mar,Trident Energy,21.4543322580645,2021-01-01
1,Santos,Tupi,Mar,Petrobras,675.930619354839,2021-03-01
2,Santos,Búzios,Mar,Petrobras,578.264780645161,2021-03-01
3,Campos,Roncador,Mar,Petrobras,288.57038483871,2021-03-01
4,Campos,Marlim,Mar,Petrobras,215.956986451613,2021-03-01
5,Campos,Jubarte,Mar,Petrobras,135.248138064516,2021-03-01
6,Campos,Marlim Sul,Mar,Petrobras,125.495138709677,2021-03-01
7,Campos,Albacora,Mar,Petrobras,92.9227577419355,2021-03-01
8,Solimões,Leste do Urucu,Terra,Petrobras,83.4252167741935,2021-03-01
9,Santos,Sapinhoá,Mar,Petrobras,73.6765525806452,2021-03-01
10,Solimões,Rio Urucu,Terra,Petrobras,73.3043196774193,2021-03-01
11,Campos,Barracuda,Mar,Petrobras,67.6645525806452,2021-03-01
12,Santos,Lapa,Mar,Total E&P do Brasil,55.055065483871,2021-03-01
