"","Nome ANP do Poço","Campo","Bacia","Petróleo (bbl/d)","Gás natural (Mm³/d)","Produção Total (boe/d)","mes"
"5442","7-BFR-7-ESS","Tupi","Campos",6610.392180985,220.909745714286,7999.87250867617,"2022-02-01"
"5443","7-SPH-14D-SPS","Anc_Tupi/Sul De Tupi/Tupi","Santos",4999.7868885889,470.134184285714,7956.84158225103,"2022-02-01"
"5444","7-LL-31D-RJS","Sul De Tupi/Tupi","Santos",6149.0770737025,287.385859642857,7956.67952754274,"2022-02-01"
"5445","7-LL-45D-RJS","Tupi","Santos",5940.43396737928,317.7856975,7939.24562537176,"2022-02-01"
"5446","3-BRSA-1123-RJS","Anc_Tupi/Sul De Tupi/Tupi","Campos",5655.69269622679,150.76544,6603.97866839319,"2022-02-01"
"5447","9-BRSA-908D-RJS","Sul De Tupi/Tupi","Santos",4885.46036828181,239.033339285714,6388.93465605449,"2022-02-01"
"5448","7-LL-79D-RJS","Tupi","Santos",5004.58330450788,185.902656071429,6173.87568969251,"2022-02-01"
"5449","7-LL-58-RJS","Tupi","Santos",4306.29914047871,212.387565357143,5642.17657293772,"2022-02-01"
"5450","8-JUB-39-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",4213.3974809175,133.481939642857,5052.97351970254,"2022-02-01"
"5451","7-LL-114D-RJS","Sul De Tupi/Tupi","Santos",3740.51810867786,202.799376428571,5016.08765453205,"2022-02-01"
"5452","7-BR-69DA-RJS","Tupi","Campos",4426.37741123571,85.8604560714286,4966.42336643835,"2022-02-01"
"5453","7-BAZ-8-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",2673.59156581428,100.298564642857,3304.45048069058,"2022-02-01"
"5454","7-LL-102D-RJS","Sul De Tupi/Tupi","Santos",2145.64373442435,152.793217142857,3106.68403954166,"2022-02-01"
"5455","7-LL-11-RJS","Tupi","Santos",2193.03034978177,126.386626785714,2987.97821880482,"2022-02-01"
"5456","7-JUB-44-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",2019.19074797143,62.9520260714286,2415.14703107576,"2022-02-01"
"5457","8-LL-37D-RJS","Sul De Tupi/Tupi","Santos",1635.80436486428,90.1170107142857,2202.62324002511,"2022-02-01"
"5458","7-LL-3D-RJS","Tupi","Santos",1639.43882599383,63.1029303571429,2036.34426838349,"2022-02-01"
"5459","7-JUB-55-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",1311.12324948393,41.6853178571428,1573.31597859496,"2022-02-01"
"5460","7-CRT-49-RJS","Sul De Tupi/Tupi","Campos",791.027172118571,51.3186207142857,1113.81154587349,"2022-02-01"
"5461","6-BRSA-770D-RJS","Tupi","Campos",571.103066924286,18.3994932142857,686.832383338432,"2022-02-01"
"5462","7-MLL-78D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Campos",320.823889397857,4.3871675,348.418339411032,"2022-02-01"
"5463","4-BRSA-1226-RJS","Sul De Tupi/Tupi","Santos",32.46799922,0.494944642857143,35.5811069840893,"2022-02-01"
"5464","7-LL-48D-RJS","Tupi","Santos",0.342554284403571,0.012945,0.423975874853571,"2022-02-01"
"5465","3-BRSA-854-RJS","Tupi","Santos",0.296512875203571,0.00978535714285714,0.358060912414286,"2022-02-01"
"5466","7-LL-17D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",0.186216564132143,0.00812107142857143,0.237296560414286,"2022-02-01"
"5467","7-LL-60D-RJS","Sul De Tupi/Tupi","Santos",0.0988331323464286,0.0082425,0.150676891271428,"2022-02-01"
"5468","9-BRSA-928-SPS","Tupi","Santos",0.0774679955928571,0.004505,0.105803589642857,"2022-02-01"
"5469","Total Geral",NA,NA,2235426.46645796,96379.237915,2841633.5608881,"2022-02-01"
"5470","7-ATP-6-RJS","Anc_Norte_Atapu/Atapu/Oeste De Atapu","Santos",52331.0059287747,1802.57716709677,63668.8738201516,"2022-01-01"
"5471","7-BUZ-12-RJS","Atapu/Oeste De Atapu","Santos",49561.2823127074,2219.67952032258,63522.6447564276,"2022-01-01"
"5472","3-BRSA-1322-RJS","Oeste De Atapu","Santos",43839.8638610913,2995.86020193548,62683.2553178271,"2022-01-01"
"5473","7-BUZ-31D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",49246.3772939387,2065.74137483871,62239.498050813,"2022-01-01"
"5474","7-BUZ-23-RJS","Búzios_Eco/Tambuatá","Santos",49726.0730947235,1836.58015225806,61277.8133021978,"2022-01-01"
"5475","9-BUZ-3-RJS","Tambuatá","Santos",46450.880160824,1792.75166774194,57726.9475281039,"2022-01-01"
"5476","9-ATP-1-RJS","Albacora","Santos",47544.3982192211,1608.64517516129,57662.4707284023,"2022-01-01"
"5477","9-BRSA-1254-RJS","Anc_Norte_Atapu/Atapu/Oeste De Atapu","Santos",47610.4876714245,1409.92180516129,56478.627940746,"2022-01-01"
"5478","7-BUZ-30-RJS","Atapu/Oeste De Atapu","Santos",42340.3304716001,1668.78418612903,52836.6659333563,"2022-01-01"
"5479","7-BUZ-25-RJS","Oeste De Atapu","Santos",41105.7004122306,1584.60043032258,51072.5360448779,"2022-01-01"
"5480","3-BRSA-1201-RJS","Sururu","Santos",41557.9956580621,1204.85149225806,49136.2826225818,"2022-01-01"
"5481","7-BUZ-24D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",37705.2000513504,1578.03454354839,47630.7375037065,"2022-01-01"
"5482","9-BUZ-4-RJS","Búzios_Eco/Tambuatá","Santos",35297.7330976309,1273.3736483871,43307.0114049926,"2022-01-01"
"5483","7-SEP-6-RJS","Tambuatá","Santos",35824.5950352081,1007.61207645161,42162.2835497942,"2022-01-01"
"5484","7-BUZ-29D-RJS","Sépia/Sépia Leste","Santos",31105.4148334869,1450.83615741935,40230.8986047847,"2022-01-01"
"5485","7-SPH-20D-SPS","Sépia Leste","Santos",31251.4368975349,1052.39824193548,37870.8218836431,"2022-01-01"
"5486","9-BUZ-7-RJS","Anc_Mero/Mero","Santos",30567.9063353908,1148.47882225806,37791.6199164178,"2022-01-01"
"5487","3-BRSA-1172-RJS","Mero","Santos",30561.7953710658,1108.15153064516,37531.857950033,"2022-01-01"
"5488","3-BRSA-1064-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",28463.4564343243,1179.62932935484,35883.1007863936,"2022-01-01"
"5489","9-LL-20D-RJS","Sul De Tupi/Tupi","Santos",26337.5717880174,1483.10206322581,35666.0019763157,"2022-01-01"
"5490","1-BRSA-1146-RJS","Tupi","Santos",28276.8865419994,1019.64879193548,34690.2837100031,"2022-01-01"
"5491","7-LL-15D-RJS","Tupi","Santos",27144.490421331,1192.23389354839,34643.4150873106,"2022-01-01"
"5492","7-LL-83D-RJS","Tupi","Santos",26541.610180961,1276.71565806452,34571.9090942117,"2022-01-01"
"5493","9-BUZ-1-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",27929.599672089,1050.9737916129,34540.0251363138,"2022-01-01"
"5494","7-SRR-2-RJS","Sul De Tupi/Tupi","Santos",27186.5938454171,1017.63754387097,33587.3406452322,"2022-01-01"
"5495","7-LL-36A-RJS","Tupi","Santos",22709.0593259881,1701.53011806452,33411.3604778914,"2022-01-01"
"5496","7-LL-103D-RJS","Lapa","Santos",25083.2239940023,1261.17435225806,33015.7710465786,"2022-01-01"
"5497","7-SLL-5-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",24497.899672465,1352.1696916129,33002.7901204688,"2022-01-01"
"5498","9-LL-2-RJS","Sul De Tupi/Tupi","Santos",22081.5610979713,1631.05935741935,32340.6145548611,"2022-01-01"
"5499","7-LL-80DB-RJS","Tupi","Santos",25473.7068990097,966.621718387097,31553.573849538,"2022-01-01"
"5500","7-SPH-22-SPS","Anc_Tupi/Sul De Tupi/Tupi","Santos",20483.0660738661,1727.79460741935,31350.5658735584,"2022-01-01"
"5501","7-SLL-2-RJS","Sul De Tupi/Tupi","Santos",25702.0580249758,878.605667741935,31228.3207399957,"2022-01-01"
"5502","7-LL-51-RJS","Tupi","Santos",22276.6689752003,1361.18622967742,30838.2717344877,"2022-01-01"
"5503","7-LL-27-RJS","Tupi","Santos",22887.9666816281,1111.85868548387,29881.3465601714,"2022-01-01"
"5504","9-LL-12D-RJS","Jubarte","Santos",21592.0417461323,1218.24182258065,29254.5513442183,"2022-01-01"
"5505","7-LL-113D-RJS","Jubarte","Santos",24230.8720645222,777.091072580645,29118.6272637507,"2022-01-01"
"5506","7-LL-91-RJS","Jubarte","Santos",22713.6071751375,804.728719354839,27775.1979214228,"2022-01-01"
"5507","7-LL-105-RJS","Anc_Brava/Marlim/Voador","Santos",22960.2880572897,739.903328387097,27614.1394112122,"2022-01-01"
"5508","9-BRSA-1191-RJS","Marlim/Voador","Santos",21727.9159971019,933.794385806452,27601.3052628912,"2022-01-01"
"5509","7-LL-68-RJS","Voador","Santos",22549.3177538766,763.83233516129,27353.6780138974,"2022-01-01"
"5510","7-LL-84D-RJS","Anc_Norte_Atapu/Atapu/Oeste De Atapu","Santos",22301.6321435619,760.398141612903,27084.3919786601,"2022-01-01"
"5511","7-LL-115-RJS","Atapu/Oeste De Atapu","Santos",22007.7923112324,785.025606451613,26945.4542209478,"2022-01-01"
"5512","7-SPH-8-SPS","Oeste De Atapu","Santos",22098.4599710777,754.002098387097,26840.9899095339,"2022-01-01"
"5513","7-LL-110D-RJS","Jubarte","Santos",20919.8248052343,941.031769677419,26838.735840469,"2022-01-01"
"5514","7-LL-59-RJS","Jubarte","Santos",20426.5178292329,948.986947096774,26395.4654189517,"2022-01-01"
"5515","7-LL-61-RJS","Jubarte","Santos",21680.3212523664,735.911990322581,26309.0678482173,"2022-01-01"
"5516","8-LL-87D-RJS","Jubarte","Santos",21590.5346204106,749.523225806452,26304.8933013203,"2022-01-01"
"5517","7-LL-66-RJS","Jubarte","Santos",21716.6733249127,722.60945483871,26261.7495000518,"2022-01-01"
"5518","9-LL-19-RJS","Berbigão","Santos",21471.0473067956,722.436917096774,26015.0382523201,"2022-01-01"
"5519","7-LL-28D-RJS","Jubarte","Santos",20802.4506486505,780.78410516129,25713.434321135,"2022-01-01"
"5520","7-LL-22D-RJS","Jubarte","Santos",20892.2017797012,755.970321612903,25647.1114682853,"2022-01-01"
"5521","7-SPH-2D-SPS","Barracuda/Caratinga","Santos",20283.1505681897,822.008790967742,25453.4296817065,"2022-01-01"
"5522","4-BRSA-1047-RJS","Caratinga","Santos",20909.780976918,706.989656451613,25356.6115879639,"2022-01-01"
"5523","4-BRSA-711-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",17592.3159343442,1219.42521806452,25262.2688651786,"2022-01-01"
"5524","9-LL-7-RJS","Búzios_Eco/Tambuatá","Santos",19880.1019477203,833.797703225806,25124.531079447,"2022-01-01"
"5525","7-SPH-14D-SPS","Tambuatá","Santos",15641.2151619217,1444.01045548387,24723.7665649287,"2022-01-01"
"5526","7-BUZ-17-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18791.0164219078,937.14366,24685.4719860124,"2022-01-01"
"5527","7-SPH-7D-SPS","Búzios_Eco/Tambuatá","Santos",20229.5695191054,671.877202580645,24455.5494666691,"2022-01-01"
"5528","7-SPH-17-SPS","Tambuatá","Santos",16444.9378656734,1257.86922677419,24356.69630693,"2022-01-01"
"5529","7-LL-73D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",16966.3173187697,1059.82251290323,23632.3995586535,"2022-01-01"
"5530","8-LPA-2D-SPS","Búzios_Eco/Tambuatá","Santos",15124.4182858419,1316.77049354839,23406.6545038675,"2022-01-01"
"5531","7-LL-100-RJS","Tambuatá","Santos",18111.3578688287,754.516860645161,22857.1255640832,"2022-01-01"
"5532","7-LL-90D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18437.4147349302,674.53244483871,22680.0956518012,"2022-01-01"
"5533","7-LL-119D-RJS","Búzios_Eco/Tambuatá","Santos",15789.7798836911,1087.47210387097,22629.7727973398,"2022-01-01"
"5534","3-BRSA-1184-RJS","Tambuatá","Santos",18066.5532817802,724.874999354839,22625.8793014722,"2022-01-01"
"5535","7-SRR-3D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18762.2597250783,607.007157096774,22580.2194118571,"2022-01-01"
"5536","9-BBG-1D-RJS","Búzios_Eco/Tambuatá","Santos",20717.0602367858,252.986500645161,22308.2972584087,"2022-01-01"
"5537","7-BUZ-36DA-RJS","Tambuatá","Santos",16686.7759289058,868.46656483871,22149.265613094,"2022-01-01"
"5538","7-LL-34D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18107.6489139576,630.338557419355,22072.3586757994,"2022-01-01"
"5539","7-SPH-4D-SPS","Búzios_Eco/Tambuatá","Santos",17690.2762230903,622.499676451613,21605.6809130324,"2022-01-01"
"5540","7-BUZ-14DA-RJS","Tambuatá","Santos",16483.1534831265,692.200360967742,20836.962235545,"2022-01-01"
"5541","8-LL-81D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",16129.2007415632,702.474293225806,20547.6305758378,"2022-01-01"
"5542","3-BRSA-839A-RJS","Búzios_Eco/Tambuatá","Santos",15649.9777660858,748.735271612903,20359.3803648294,"2022-01-01"
"5543","7-LL-95D-RJS","Tambuatá","Santos",16738.0927052303,549.309449677419,20193.1447749059,"2022-01-01"
"5544","7-BBG-2D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18325.9242512567,257.347839354839,19944.5932647092,"2022-01-01"
"5545","3-BRSA-830-RJS","Búzios_Eco/Tambuatá","Santos",14076.2756228668,824.8964,19264.7172485508,"2022-01-01"
"5546","7-LL-97-RJS","Tambuatá","Santos",16011.694105349,496.819119677419,19136.5919724872,"2022-01-01"
"5547","7-LL-69-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",15485.5324427536,489.879969032258,18566.7843707724,"2022-01-01"
"5548","7-LL-46-RJS","Búzios_Eco/Tambuatá","Santos",11824.4430054736,983.758952580645,18012.0999030049,"2022-01-01"
"5549","7-SPH-1-SPS","Tambuatá","Santos",14531.8633407567,509.57449516129,17736.9900961671,"2022-01-01"
"5550","7-LL-102D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",12645.0189507747,807.905846129032,17726.5932208155,"2022-01-01"
"5551","7-LL-70-RJS","Búzios_Eco/Tambuatá","Santos",10340.0726090643,1151.86422677419,17585.0797412709,"2022-01-01"
"5552","7-LPA-6D-SPS","Tambuatá","Santos",14693.1584776774,457.084747741935,17568.1346948721,"2022-01-01"
"5553","7-SPH-3-SPS","Barracuda/Caratinga","Santos",11893.6830782882,878.116446451613,17416.868684344,"2022-01-01"
"5554","3-BRSA-861-SPS","Caratinga","Santos",13617.4974901581,508.361259354839,16814.9932228607,"2022-01-01"
"5555","7-LL-67D-RJS","Jubarte","Santos",10245.9474244302,1030.88282774193,16730.0045431897,"2022-01-01"
"5556","7-LPA-5D-SPS","Jubarte","Santos",13724.1706387871,402.515656129032,16255.917637864,"2022-01-01"
"5557","6-BRSA-639-ESS","Jubarte","Campos",12041.3784367223,398.71383,14549.2126717946,"2022-01-01"
"5558","6-BRSA-1222A-ESS","Jubarte","Campos",11653.5211581171,376.078964193548,14018.9863878913,"2022-01-01"
"5559","3-BRSA-496-RJS","Jubarte","Santos",10196.2713206965,542.778120322581,13610.2425696827,"2022-01-01"
"5560","7-SLL-8D-RJS","Jubarte","Santos",8399.72688218032,574.064727419355,12010.4849453498,"2022-01-01"
"5561","7-SLL-3-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",7718.73625690767,606.279988709677,11532.1221926937,"2022-01-01"
"5562","7-BFR-12PA-ESS","Sul De Tupi/Tupi","Campos",8547.57219780065,404.095962580645,11089.2590242,"2022-01-01"
"5563","3-BRSA-1181D-RJS","Tupi","Santos",7914.90250423364,260.19720483871,9551.4934852002,"2022-01-01"
"5564","7-JUB-34H-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",7465.82064523032,290.148536774194,9290.79981331801,"2022-01-01"
"5565","7-JUB-57DPA-ESS","Sul De Tupi/Tupi","Campos",7598.90957557968,242.90379516129,9126.72829542311,"2022-01-01"
"5566","7-BFR-7-ESS","Tupi","Campos",7472.43772824742,246.784179354839,9024.66332739528,"2022-01-01"
"5567","7-LL-85-RJS","Tupi","Santos",5949.44619410247,422.211073225806,8605.07362458888,"2022-01-01"
"5568","7-JUB-58DPA-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",6993.7653323029,250.278938387097,8567.97230175945,"2022-01-01"
"5569","7-SPH-6-SPS","Sul De Tupi/Tupi","Santos",6602.00969844475,190.432659677419,7799.79494561038,"2022-01-01"
"5570","7-LL-79D-RJS","Tupi","Santos",5931.93232366396,219.752742580645,7314.13532147513,"2022-01-01"
"5571","3-BRSA-1123-RJS","Anc_Tupi/Sul De Tupi/Tupi","Campos",5670.03647025161,172.387354193548,6754.32017453173,"2022-01-01"
"5572","9-BRSA-908D-RJS","Sul De Tupi/Tupi","Santos",5058.60579926944,246.601751935484,6609.68396461077,"2022-01-01"
"5573","7-MLL-73D-RJS","Tupi","Campos",5909.94646121355,88.3534816129032,6465.6730733972,"2022-01-01"
"5574","7-LL-31D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",4667.96281048161,230.773622580645,6119.48504952558,"2022-01-01"
"5575","7-LL-58-RJS","Sul De Tupi/Tupi","Santos",4617.86724540595,221.591012580645,6011.63261224582,"2022-01-01"
"5576","7-LL-45D-RJS","Tupi","Santos",4272.94833678774,232.828881935484,5737.39776667437,"2022-01-01"
"5577","8-JUB-39-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",4195.9261640871,134.478361935484,5041.76950977252,"2022-01-01"
"5578","7-BR-69DA-RJS","Sul De Tupi/Tupi","Campos",4145.70953842968,71.3812970967742,4594.68433472194,"2022-01-01"
"5579","7-LL-114D-RJS","Tupi","Santos",3394.91155629161,185.449382903226,4561.35293937015,"2022-01-01"
"5580","9-BRSA-1212-RJS","Tupi","Santos",3797.39385444244,115.391938387097,4523.18722242899,"2022-01-01"
"5581","7-BAZ-4-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",3356.22638423226,110.209326451613,4049.42210784088,"2022-01-01"
"5582","7-BAZ-8-ESS","Sul De Tupi/Tupi","Campos",3310.76323175806,108.282262258065,3991.83808773146,"2022-01-01"
"5583","7-JUB-44-ESS","Tupi","Campos",2404.06804793097,73.5949993548387,2866.96661082303,"2022-01-01"
"5584","6-BRSA-770D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Campos",2465.70392509194,58.6512809677419,2834.60933863565,"2022-01-01"
"5585","6-BRSA-631DB-ESS","Sul De Tupi/Tupi","Campos",2186.40491204193,79.5017748387097,2686.4559704402,"2022-01-01"
"5586","8-LL-37D-RJS","Tupi","Santos",1803.46971410742,113.475577741935,2517.20953774442,"2022-01-01"
"5587","7-JUB-55-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",2038.12345288032,54.5991196774193,2381.54154181855,"2022-01-01"
"5588","7-BAZ-9HA-ESS","Sul De Tupi/Tupi","Campos",1961.94147705742,62.9206941935484,2357.70068860294,"2022-01-01"
"5589","7-LL-11-RJS","Tupi","Santos",1865.84347931405,78.0699116129032,2356.88839007601,"2022-01-01"
"5590","7-CRT-49-RJS","Anc_Tupi/Sul De Tupi/Tupi","Campos",1623.61117687774,89.4236264516129,2186.06879676936,"2022-01-01"
"5591","7-LL-3D-RJS","Sul De Tupi/Tupi","Santos",1516.41631082789,60.8646919354839,1899.24365881062,"2022-01-01"
"5592","7-BAZ-3-ESS","Tupi","Campos",1546.60807650419,53.85107,1885.32107510089,"2022-01-01"
"5593","7-SPH-5-SPS","Tupi","Santos",305.795720277371,31.3641887096774,503.070508065387,"2022-01-01"
"5594","7-JUB-45-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",342.886963179032,10.6445312903226,409.839042534216,"2022-01-01"
"5595","7-BAZ-10DA-ESS","Sul De Tupi/Tupi","Campos",23.7014243596774,0.462388387096774,26.6097594607226,"2022-01-01"
"5596","7-LL-48D-RJS","Tupi","Santos",0.575000227403226,0.0208696774193548,0.706266533132258,"2022-01-01"
"5597","3-BRSA-854-RJS","Tupi","Santos",0.487354768509677,0.0163751612903226,0.590351421745161,"2022-01-01"
"5598","3-BRSA-883-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",0.376970631980645,0.0330335483870968,0.58474537496129,"2022-01-01"
"5599","7-LL-60D-RJS","Sul De Tupi/Tupi","Santos",0.112200065545161,0.00890096774193548,0.168185461458065,"2022-01-01"
"5600","7-SPH-15D-SPS","Tupi","Santos",0.137547999845161,0.0042758064516129,0.164442010022581,"2022-01-01"
"5601","7-SPH-16D-SPS","Tupi","Santos",0.120703482870968,0.00528129032258064,0.153921795554839,"2022-01-01"
"5602","9-BRSA-928-SPS","Anc_Tupi/Sul De Tupi/Tupi","Santos",0.0547538105354839,0.00325193548387097,0.0752078668612903,"2022-01-01"
"5603","7-MLL-78D-RJS","Sul De Tupi/Tupi","Campos",0.0592459522580645,0.000853870967741935,0.0646166384096774,"2022-01-01"
"5604","Total Geral",NA,NA,2292004.2786181,98609.1949767742,2912237.37927496,"2022-01-01"
"5605","7-ATP-6-RJS","Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu","Santos",53860.480832692,1814.78689766667,65275.1456095048,"2022-06-01"
"5606","7-BUZ-25-RJS","Atapu/Atapu_Eco/Oeste De Atapu","Santos",51535.996634757,2028.56400966667,64295.2788283985,"2022-06-01"
"5607","9-BRSA-1254-RJS","Atapu_Eco/Oeste De Atapu","Santos",51279.0570576157,1497.900986,60700.5696583683,"2022-06-01"
"5608","7-BUZ-10-RJS","Oeste De Atapu","Santos",48371.722793843,1836.638755,59923.8316014296,"2022-06-01"
"5609","9-BUZ-4-RJS","Sépia/Sépia Leste/Sépia_Eco","Santos",47848.93076913,1911.488498,59871.8302387354,"2022-06-01"
"5610","7-BUZ-23-RJS","Sépia Leste/Sépia_Eco","Santos",47534.191821635,1820.26977466667,58983.3428530311,"2022-06-01"
"5611","9-BUZ-3-RJS","Sépia_Eco","Santos",46954.2654691457,1710.44248066667,57712.6236884677,"2022-06-01"
"5612","7-BUZ-30-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",45991.4922195383,1718.99841866667,56803.6656632521,"2022-06-01"
"5613","7-BUZ-24D-RJS","Búzios_Eco/Tambuatá","Santos",43956.7344913317,1868.21810066667,55707.4713830859,"2022-06-01"
"5614","7-BUZ-31D-RJS","Tambuatá","Santos",41765.7364151027,2035.55815233333,54569.0104372304,"2022-06-01"
"5615","3-BRSA-1201-RJS","Albacora","Santos",43075.7331745913,1272.73186633333,51080.9747947734,"2022-06-01"
"5616","1-BRSA-976-RJS","Anc_Norte_Atapu/Atapu/Atapu_Eco/Oeste De Atapu","Santos",41761.2882614707,1192.29916666667,49260.6234829623,"2022-06-01"
"5617","9-BRSA-1191-RJS","Atapu/Atapu_Eco/Oeste De Atapu","Santos",34956.9070184277,1781.83915933333,46164.3367811941,"2022-06-01"
"5618","7-SEP-6-RJS","Atapu_Eco/Oeste De Atapu","Santos",36787.6996265957,1078.513681,43571.3457624863,"2022-06-01"
"5619","9-BUZ-7-RJS","Oeste De Atapu","Santos",32895.69372038,1256.38404633333,40798.1106588479,"2022-06-01"
"5620","3-BRSA-1172-RJS","Sururu","Santos",32814.914319531,1212.649029,40442.2463086255,"2022-06-01"
"5621","7-BUZ-17-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",29649.9685172487,1310.59901766667,37893.3873245586,"2022-06-01"
"5622","7-SPH-20D-SPS","Búzios_Eco/Tambuatá","Santos",30581.6885555653,1097.49459266667,37484.7210194661,"2022-06-01"
"5623","7-LL-15D-RJS","Tambuatá","Santos",29480.225624439,1155.62114733333,36748.8630731477,"2022-06-01"
"5624","7-BUZ-12-RJS","Sépia/Sépia Leste/Sépia_Eco","Santos",28525.8983316997,1238.079453,36313.1828559736,"2022-06-01"
"5625","7-MRO-6DB-RJS","Sépia Leste/Sépia_Eco","Santos",25587.78991454,1554.76006666667,35366.9353294607,"2022-06-01"
"5626","9-BUZ-1-RJS","Sépia_Eco","Santos",27960.7274541497,1029.48957366667,34436.021269494,"2022-06-01"
