"","Nome ANP do Poço","Campo","Bacia","Petróleo (bbl/d)","Gás natural (Mm³/d)","Produção Total (boe/d)","mes"
"5227","7-SPH-20D-SPS","Mero","Santos",31358.5876463163,1089.51154966667,38211.4082865252,"2022-04-01"
"5228","3-BRSA-1172-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",29765.1554850613,1112.314776,36761.4040862939,"2022-04-01"
"5229","7-BUZ-14DA-RJS","Sul de Tupi/Tupi","Santos",28568.2103028903,1149.34817933333,35797.3919747429,"2022-04-01"
"5230","7-TUP-121DA-RJS","Tupi","Santos",26898.2122845053,1401.17752866667,35711.3527160882,"2022-04-01"
"5231","7-BUZ-31D-RJS","Tupi","Santos",26831.9591998513,1318.134386,35122.774042258,"2022-04-01"
"5232","7-LL-83D-RJS","Tupi","Santos",26393.4577575897,1271.67608466667,34392.0587116869,"2022-04-01"
"5233","9-LL-12D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",27307.667384187,1043.36585966667,33870.240401977,"2022-04-01"
"5234","7-LL-15D-RJS","Sul de Tupi/Tupi","Santos",26814.0483368953,1089.86693766667,33669.1043001005,"2022-04-01"
"5235","9-BRSA-1284-RJS","Tupi","Santos",27277.8346056967,972.966824666667,33397.6110691533,"2022-04-01"
"5236","7-SPH-22-SPS","Lapa","Santos",20368.2210674677,2029.735562,33134.8721026909,"2022-04-01"
"5237","7-LL-119D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",23256.197602324,1555.12870166667,33037.661661354,"2022-04-01"
"5238","3-BRSA-1184-RJS","Sul de Tupi/Tupi","Santos",25980.585404135,1008.968985,32326.8086156779,"2022-04-01"
"5239","8-LL-87D-RJS","Tupi","Santos",25764.5671211933,944.226276666667,31703.5709984341,"2022-04-01"
"5240","7-LL-51-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",22510.4590689543,1369.296454,31123.0735982881,"2022-04-01"
"5241","7-BUZ-17-RJS","Sul de Tupi/Tupi","Santos",24466.8965023617,1056.578462,31112.5742784339,"2022-04-01"
"5242","9-BUZ-1-RJS","Tupi","Santos",24972.924506142,914.482937666667,30724.8484323072,"2022-04-01"
"5243","7-LL-80DB-RJS","Sul de Berbigão","Santos",24727.4839596427,953.486934,30724.7356119852,"2022-04-01"
"5244","7-LL-27-RJS","Tupi","Santos",23536.857730258,1139.61354366667,30704.810393348,"2022-04-01"
"5245","9-BRSA-1212-RJS","Jubarte","Santos",25586.2386377337,782.715280666667,30509.3690372237,"2022-04-01"
"5246","7-SRR-2-RJS","Jubarte","Santos",23152.6562177263,1092.20287366667,30022.4047745437,"2022-04-01"
"5247","7-LL-61-RJS","Anc_Brava/Marlim/Voador","Santos",24384.1056202747,868.714792666667,29848.1566103374,"2022-04-01"
"5248","9-BUZ-3-RJS","Marlim/Voador","Santos",24150.4590965063,901.384081666667,29819.9937072142,"2022-04-01"
"5249","7-SLL-2-RJS","Voador","Santos",24205.4693554457,835.932109666667,29463.3234981482,"2022-04-01"
"5250","7-LL-84D-RJS","Anc_Norte_Atapu/Atapu/Oeste de Atapu","Santos",23971.8687472903,866.006993333333,29418.8881940283,"2022-04-01"
"5251","7-LL-66-RJS","Atapu/Oeste de Atapu","Santos",24028.922146178,853.719705666667,29398.6568880773,"2022-04-01"
"5252","7-LL-103D-RJS","Oeste de Atapu","Santos",21682.520476317,1111.86352133333,28675.9307714346,"2022-04-01"
"5253","7-SPH-3-SPS","Jubarte","Santos",21101.092955841,1169.76677566667,28458.703719097,"2022-04-01"
"5254","9-LL-2-RJS","Berbigão","Santos",19100.2494638337,1414.499619,27997.1833124161,"2022-04-01"
"5255","7-SPH-8-SPS","Jubarte","Santos",22710.998758467,783.299309666667,27637.8025894015,"2022-04-01"
"5256","7-LL-105-RJS","Jubarte","Santos",22721.5616557207,769.219027333333,27559.8031860321,"2022-04-01"
"5257","7-LL-36A-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18510.3162332947,1355.490295,27036.0926456886,"2022-04-01"
"5258","7-LL-91-RJS","Búzios_Eco/Tambuatá","Santos",21888.8511938967,770.571467666667,26735.5993169411,"2022-04-01"
"5259","9-LL-20D-RJS","Tambuatá","Santos",19768.428769414,1106.28502933333,26726.7514097651,"2022-04-01"
"5260","4-BRSA-711-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18745.5102599833,1224.09257166667,26444.8199581781,"2022-04-01"
"5261","7-SPH-14D-SPS","Búzios_Eco/Tambuatá","Santos",16851.3333495023,1337.486768,25263.8709977364,"2022-04-01"
"5262","9-BRSA-1191-RJS","Tambuatá","Santos",18942.5985210887,935.297556333333,24825.4424438896,"2022-04-01"
"5263","7-LL-28D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",20158.725317496,712.609349333333,24640.9027290263,"2022-04-01"
"5264","4-BRSA-1047-RJS","Búzios_Eco/Tambuatá","Santos",20274.3429276333,675.144984333333,24520.876601543,"2022-04-01"
"5265","7-LL-22D-RJS","Tambuatá","Santos",19944.2048479757,698.016557,24334.5963683598,"2022-04-01"
"5266","3-BRSA-839A-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18688.1518053107,893.876107666667,24310.4626860735,"2022-04-01"
"5267","7-SPH-2D-SPS","Búzios_Eco/Tambuatá","Santos",19657.7352418653,735.688231333333,24285.074436188,"2022-04-01"
"5268","7-BUZ-29D-RJS","Tambuatá","Santos",18962.7881822077,796.417454,23972.1026485514,"2022-04-01"
"5269","7-SPH-17-SPS","Búzios/Búzios_Eco/Tambuatá","Santos",16145.1153696453,1205.712692,23728.8191169139,"2022-04-01"
"5270","7-LL-69-RJS","Búzios_Eco/Tambuatá","Santos",19678.9251924347,638.606578666667,23695.6392369981,"2022-04-01"
"5271","7-LL-102D-RJS","Tambuatá","Santos",15660.958293197,1221.532524,23344.1657779774,"2022-04-01"
"5272","7-LL-59-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",18074.2097410207,812.943582,23187.4704125201,"2022-04-01"
"5273","7-SPH-7D-SPS","Búzios_Eco/Tambuatá","Santos",18891.9586317977,644.164759333333,22943.6325767001,"2022-04-01"
"5274","3-BRSA-854-RJS","Tambuatá","Santos",18145.503689069,633.265152333333,22128.6211768667,"2022-04-01"
"5275","8-LPA-2D-SPS","Búzios/Búzios_Eco/Tambuatá","Santos",15663.1972558967,954.922475,21669.4781883764,"2022-04-01"
"5276","7-LL-115-RJS","Búzios_Eco/Tambuatá","Santos",17874.2082495837,598.275797333333,21637.2493424088,"2022-04-01"
"5277","7-LL-106DA-RJS","Tambuatá","Santos",16865.1554166377,752.080889333333,21595.6013151754,"2022-04-01"
"5278","9-BBG-1D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",19745.6305144277,249.787982,21316.7494614911,"2022-04-01"
"5279","4-BRSA-1226-RJS","Búzios_Eco/Tambuatá","Santos",19613.0513833237,241.841680333333,21134.1896027011,"2022-04-01"
"5280","7-LL-113D-RJS","Tambuatá","Santos",17388.3195884423,570.197787666667,20974.755335286,"2022-04-01"
"5281","9-LL-7-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",16485.502065717,695.826296333333,20862.1172626574,"2022-04-01"
"5282","3-BRSA-830-RJS","Búzios_Eco/Tambuatá","Santos",15077.9685935773,878.209795333333,20601.7413463629,"2022-04-01"
"5283","7-SRR-3D-RJS","Tambuatá","Santos",16901.8740694557,524.771653333333,20202.5880623082,"2022-04-01"
"5284","7-BUZ-36DA-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",14842.520039244,847.492005666667,20173.0837314063,"2022-04-01"
"5285","7-BBG-2D-RJS","Búzios_Eco/Tambuatá","Santos",18066.0304720967,227.477488666667,19496.8206550872,"2022-04-01"
"5286","7-LL-100-RJS","Tambuatá","Santos",15303.541097909,633.821728666667,19290.1593450939,"2022-04-01"
"5287","7-LL-68-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",15668.2940986,512.895966333333,18894.3122766031,"2022-04-01"
"5288","7-LL-46-RJS","Búzios_Eco/Tambuatá","Santos",11730.1300023787,1113.981137,18736.8596976926,"2022-04-01"
"5289","7-SPH-4D-SPS","Tambuatá","Santos",15275.122478367,532.941340666667,18627.2222523056,"2022-04-01"
"5290","9-LL-19-RJS","Barracuda/Caratinga","Santos",15515.0200249737,493.593790666667,18619.6311854468,"2022-04-01"
"5291","7-LL-110D-RJS","Caratinga","Santos",14133.796199083,702.369283666667,18551.5655431824,"2022-04-01"
"5292","3-BRSA-861-SPS","Jubarte","Santos",13951.9391322133,541.868701666667,17360.1903106434,"2022-04-01"
"5293","7-SLL-5-RJS","Jubarte","Santos",12853.64186246,708.653407666667,17310.9371525359,"2022-04-01"
"5294","7-LPA-6D-SPS","Jubarte","Santos",14091.13053091,401.804189333333,16618.4025390207,"2022-04-01"
"5295","3-BRSA-883-RJS","Jubarte","Santos",9973.93202488667,947.304796666667,15932.2992080086,"2022-04-01"
"5296","7-LPA-5D-SPS","Anc_Tupi/Sul de Tupi/Tupi","Santos",13541.9315775533,375.002965333333,15900.6289789366,"2022-04-01"
"5297","7-LL-70-RJS","Sul de Tupi/Tupi","Santos",9038.88824130567,996.749866666667,15308.2555201643,"2022-04-01"
"5298","7-LL-34D-RJS","Tupi","Santos",12611.7611387603,416.076399666667,15228.8026381477,"2022-04-01"
"5299","7-SPH-1-SPS","Anc_Tupi/Sul de Tupi/Tupi","Santos",12448.033400914,403.465742333333,14985.7562616996,"2022-04-01"
"5300","7-LL-67D-RJS","Sul de Tupi/Tupi","Santos",8945.21703622033,870.356441333333,14419.5936844831,"2022-04-01"
"5301","7-LL-95D-RJS","Tupi","Santos",11834.2810792257,398.534054,14340.9845574154,"2022-04-01"
"5302","6-BRSA-639-ESS","Tupi","Campos",11607.9263321903,398.070321,14111.7130179193,"2022-04-01"
"5303","7-BFR-12PA-ESS","Anc_Tupi/Sul de Tupi/Tupi","Campos",10292.9377698253,447.375368,13106.8438332254,"2022-04-01"
"5304","7-JUB-57DPA-ESS","Sul de Tupi/Tupi","Campos",10789.3993919163,279.923885,12550.0674430282,"2022-04-01"
"5305","7-LL-97-RJS","Tupi","Santos",10037.012110056,306.468327333333,11964.6396600005,"2022-04-01"
"5306","7-MLL-73D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Campos",9913.68319285867,198.735717333333,11163.693095099,"2022-04-01"
"5307","6-BRSA-1222A-ESS","Sul de Tupi/Tupi","Campos",9293.79725811867,283.283663,11075.5976744927,"2022-04-01"
"5308","7-SPH-6-SPS","Tupi","Santos",9196.76813313467,274.023686666667,10920.3250577675,"2022-04-01"
"5309","7-SLL-3-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",6737.80381385333,579.490492666667,10382.6889095331,"2022-04-01"
"5310","7-SLL-8D-RJS","Sul de Tupi/Tupi","Santos",6653.59353130967,567.246254,10221.4646921814,"2022-04-01"
"5311","3-BRSA-1181D-RJS","Tupi","Santos",8177.20356005633,263.752007666667,9836.15357539821,"2022-04-01"
"5312","8-LL-81D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",7226.692295044,333.362503333333,9323.47910213503,"2022-04-01"
"5313","3-BRSA-496-RJS","Sul de Tupi/Tupi","Santos",6621.91427426367,331.512051333333,8707.06208986058,"2022-04-01"
"5314","7-JUB-58DPA-ESS","Tupi","Campos",6547.827440915,201.200387666667,7813.33965126468,"2022-04-01"
"5315","7-BFR-7-ESS","Anc_Tupi/Sul de Tupi/Tupi","Campos",6448.825202534,211.177692,7777.09276145252,"2022-04-01"
"5316","7-LL-31D-RJS","Sul de Tupi/Tupi","Santos",5572.29908560867,291.402790333333,7405.16727027517,"2022-04-01"
"5317","7-LL-60D-RJS","Tupi","Santos",4148.68319828,310.099972,6099.15310316532,"2022-04-01"
"5318","7-LL-58-RJS","Tupi","Santos",4045.52234718733,199.755650333333,5301.94743421044,"2022-04-01"
"5319","7-LL-90D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",4099.47340212267,147.268510666667,5025.76435319897,"2022-04-01"
"5320","1-BRSA-976-RJS","Sul de Tupi/Tupi","Santos",4197.24640196933,113.226261333333,4909.41807276635,"2022-04-01"
"5321","6-BRSA-770D-RJS","Tupi","Campos",4228.59733093333,87.8395033333333,4781.09111739437,"2022-04-01"
"5322","7-LL-114D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",3431.84005205033,195.817351333333,4663.49398664025,"2022-04-01"
"5323","7-BAZ-8-ESS","Sul de Tupi/Tupi","Campos",3643.696367715,125.500479333333,4433.07053763059,"2022-04-01"
"5324","8-JUB-39-ESS","Tupi","Campos",3396.21142330533,111.627244666667,4098.32558308218,"2022-04-01"
"5325","7-LL-11-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",2935.69564604367,159.715838666667,3940.27792524765,"2022-04-01"
"5326","7-LL-79D-RJS","Sul de Tupi/Tupi","Santos",2539.97350785567,88.5973073333333,3097.23373749394,"2022-04-01"
"5327","7-LL-85-RJS","Tupi","Santos",2156.40642749267,146.298223333333,3076.5944555969,"2022-04-01"
"5328","9-BRSA-908D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",1970.713834485,93.553454,2559.14728498874,"2022-04-01"
"5329","7-JUB-44-ESS","Sul de Tupi/Tupi","Campos",2006.75989695367,60.6035733333333,2387.9448585414,"2022-04-01"
"5330","8-LL-37D-RJS","Tupi","Santos",1504.21477063067,81.173521,2014.78079475168,"2022-04-01"
"5331","7-LL-73D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",1196.67199475667,95.679576,1798.47834867723,"2022-04-01"
"5332","7-LL-45D-RJS","Sul de Tupi/Tupi","Santos",1111.03560262567,63.126478,1508.08915521485,"2022-04-01"
"5333","7-CRT-49-RJS","Tupi","Campos",656.685935767333,52.5720446666667,987.35410803218,"2022-04-01"
"5334","7-MLL-78D-RJS","Tupi","Campos",803.936887337667,13.2389506666667,887.207371630373,"2022-04-01"
"5335","7-JUB-55-ESS","Anc_Tupi/Sul de Tupi/Tupi","Campos",251.043509247333,6.97837866666667,294.93618516872,"2022-04-01"
"5336","7-LL-63D-RJS","Sul de Tupi/Tupi","Santos",104.561172459,4.82847333333333,134.931352315733,"2022-04-01"
"5337","7-MRO-6DB-RJS","Tupi","Santos",0,7.568433,47.60400556773,"2022-04-01"
"5338","9-BRSA-928-SPS","Tupi","Santos",0.248447495,0.014214,0.33785085434,"2022-04-01"
"5339","7-LL-48D-RJS","Anc_Tupi/Sul de Tupi/Tupi","Santos",0.211966597,0.00818166666666667,0.263427725816667,"2022-04-01"
"5340","7-LL-17D-RJS","Sul de Tupi/Tupi","Santos",0.150116798666667,0.00631433333333333,0.18983275561,"2022-04-01"
"5341","Total Geral",NA,NA,2298182.82572139,97588.618169,2911996.69216695,"2022-04-01"
"5342","3-BRSA-1322-RJS","Anc_Norte_Atapu/Atapu/Oeste De Atapu","Santos",49415.9122418858,3347.44609035714,70470.7121354751,"2022-02-01"
"5343","7-BUZ-31D-RJS","Atapu/Oeste De Atapu","Santos",46603.1511000204,1986.19875928571,59095.9639181633,"2022-02-01"
"5344","9-BRSA-1254-RJS","Oeste De Atapu","Santos",49223.7021245438,1469.19290607143,58464.6463570809,"2022-02-01"
"5345","9-BUZ-4-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",46596.112357851,1803.77265285714,57941.4996275184,"2022-02-01"
"5346","7-ATP-6-RJS","Búzios_Eco/Tambuatá","Santos",45800.6244726977,1691.47626857143,56439.6888215209,"2022-02-01"
"5347","7-BUZ-23-RJS","Tambuatá","Santos",43597.2814807288,1645.51909535714,53947.2839418971,"2022-02-01"
"5348","3-BRSA-1201-RJS","Albacora","Santos",44909.9909371794,1337.68356928571,53323.7664281084,"2022-02-01"
"5349","7-BUZ-24D-RJS","Anc_Norte_Atapu/Atapu/Oeste De Atapu","Santos",41744.7708954372,1813.34287892857,53150.3530687509,"2022-02-01"
"5350","7-BUZ-30-RJS","Atapu/Oeste De Atapu","Santos",42229.2664347982,1588.87549642857,52222.9914209896,"2022-02-01"
"5351","7-BUZ-12-RJS","Oeste De Atapu","Santos",38768.9944115866,1706.94531892857,49505.3561480367,"2022-02-01"
"5352","9-ATP-1-RJS","Sururu","Santos",40201.3473264753,1464.270425,49411.3300883445,"2022-02-01"
"5353","9-BUZ-3-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",37528.016682197,1441.9118775,46597.3684284153,"2022-02-01"
"5354","7-BUZ-25-RJS","Búzios_Eco/Tambuatá","Santos",36880.3302612391,1448.675555,45992.2242538337,"2022-02-01"
"5355","7-SEP-6-RJS","Tambuatá","Santos",37797.1202209884,1096.78819178571,44695.7095575641,"2022-02-01"
"5356","9-LL-20D-RJS","Sépia/Sépia Leste","Santos",28876.8944246918,1616.64453535714,39045.2813896265,"2022-02-01"
"5357","7-SPH-20D-SPS","Sépia Leste","Santos",31644.9928477674,1093.23121214286,38521.2094582157,"2022-02-01"
"5358","7-BUZ-14DA-RJS","Anc_Mero/Mero","Santos",29364.2840583864,1263.948075,37314.2773000022,"2022-02-01"
"5359","3-BRSA-1064-RJS","Mero","Santos",28784.2617915361,1198.1271575,36320.2539680512,"2022-02-01"
"5360","7-LL-15D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",28008.1930590377,1156.89985964286,35284.8733652179,"2022-02-01"
"5361","9-BUZ-1-RJS","Sul De Tupi/Tupi","Santos",28056.757886097,1077.72568964286,34835.4477060696,"2022-02-01"
"5362","7-BUZ-10-RJS","Tupi","Santos",27910.3929224048,1079.25967642857,34698.731227802,"2022-02-01"
"5363","7-LL-83D-RJS","Tupi","Santos",25786.4562590229,1224.38681535714,33487.6166941244,"2022-02-01"
"5364","7-LL-36A-RJS","Tupi","Santos",22777.1674248854,1701.4980025,33479.2665759899,"2022-02-01"
"5365","7-SRR-2-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",26309.5588273801,1049.06909714286,32908.0041252802,"2022-02-01"
"5366","7-LL-103D-RJS","Sul De Tupi/Tupi","Santos",24818.7258603971,1237.19061642857,32600.4197715157,"2022-02-01"
"5367","9-BUZ-7-RJS","Tupi","Santos",26158.1998691123,993.261146785714,32405.6237627765,"2022-02-01"
"5368","7-SLL-5-RJS","Lapa","Santos",23602.6672664962,1224.13535857143,31302.2460861924,"2022-02-01"
"5369","7-LL-80DB-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",24933.9491301477,960.585503214286,30975.84943412,"2022-02-01"
"5370","7-LL-51-RJS","Sul De Tupi/Tupi","Santos",22251.5419306218,1363.41022928571,30827.1332248854,"2022-02-01"
"5371","7-SLL-2-RJS","Tupi","Santos",25323.9187226741,846.257481071429,30646.717489692,"2022-02-01"
"5372","9-BRSA-1212-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",24968.3172742297,773.564590714286,29833.8915725503,"2022-02-01"
"5373","9-LL-12D-RJS","Sul De Tupi/Tupi","Santos",23415.6865106663,989.786985714286,29641.2585912819,"2022-02-01"
"5374","7-LL-119D-RJS","Tupi","Santos",20626.6038976725,1412.50136357143,29510.9690992777,"2022-02-01"
"5375","7-LL-115-RJS","Sul De Berbigão","Santos",24052.3305097392,858.669065,29453.1957814668,"2022-02-01"
"5376","3-BRSA-1184-RJS","Tupi","Santos",23359.4624090002,924.326955357143,29173.3033360751,"2022-02-01"
"5377","8-LL-87D-RJS","Jubarte","Santos",23750.8891146358,832.489572857143,28987.0903548883,"2022-02-01"
"5378","7-LL-110D-RJS","Jubarte","Santos",21789.536754806,1048.28812714286,28383.0698997904,"2022-02-01"
"5379","7-SPH-8-SPS","Anc_Brava/Marlim/Voador","Santos",23116.0852938256,804.637930357143,28177.1049945652,"2022-02-01"
"5380","7-LL-27-RJS","Marlim/Voador","Santos",21622.9380945857,1036.9859475,28145.3826770307,"2022-02-01"
"5381","7-LL-66-RJS","Voador","Santos",23223.9539853367,772.711911785714,28084.1650952056,"2022-02-01"
"5382","7-SPH-22-SPS","Anc_Norte_Atapu/Atapu/Oeste De Atapu","Santos",18279.4687753138,1530.21148821429,27904.2082959989,"2022-02-01"
"5383","7-LL-91-RJS","Atapu/Oeste De Atapu","Santos",22826.51437634,805.961494642857,27895.8590449596,"2022-02-01"
"5384","7-LL-105-RJS","Oeste De Atapu","Santos",23136.5775082837,754.34676,27881.2753027993,"2022-02-01"
"5385","7-LL-28D-RJS","Jubarte","Santos",22786.7843377102,776.831957142857,27672.9097500669,"2022-02-01"
"5386","7-LL-61-RJS","Berbigão","Santos",22773.099503746,775.020483214286,27647.8310892721,"2022-02-01"
"5387","7-LL-84D-RJS","Jubarte","Santos",22683.031691124,779.242656428571,27584.319943955,"2022-02-01"
"5388","7-LL-113D-RJS","Jubarte","Santos",22942.6608823733,732.623776071429,27550.7252353452,"2022-02-01"
"5389","9-LL-2-RJS","Barracuda/Caratinga","Santos",18482.9818272393,1348.0553775,26961.9940211926,"2022-02-01"
"5390","7-LL-68-RJS","Caratinga","Santos",21706.7179437163,732.2837775,26312.6437702735,"2022-02-01"
"5391","7-LL-59-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",19784.3556712971,918.043535714286,25558.6750826682,"2022-02-01"
"5392","9-LL-7-RJS","Búzios_Eco/Tambuatá","Santos",20142.9736766758,844.424613571429,25454.2440553635,"2022-02-01"
"5393","7-LL-22D-RJS","Tambuatá","Santos",20609.4280080005,767.967985357143,25439.8007219797,"2022-02-01"
"5394","4-BRSA-1047-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",21048.0133121491,695.574034285714,25423.0418287397,"2022-02-01"
"5395","7-SPH-7D-SPS","Búzios_Eco/Tambuatá","Santos",20796.3496890363,706.188786071429,25238.1429775562,"2022-02-01"
"5396","4-BRSA-711-RJS","Tambuatá","Santos",17369.5641537607,1187.79556214286,24840.5725584825,"2022-02-01"
"5397","7-SPH-17-SPS","Búzios/Búzios_Eco/Tambuatá","Santos",16663.4815216295,1292.39087285714,24792.3745576351,"2022-02-01"
"5398","9-LL-19-RJS","Búzios_Eco/Tambuatá","Santos",19976.799369719,668.750355,24183.1120401015,"2022-02-01"
"5399","7-LL-69-RJS","Tambuatá","Santos",20076.7788154452,642.546472857143,24118.2740458868,"2022-02-01"
"5400","8-LPA-2D-SPS","Búzios/Búzios_Eco/Tambuatá","Santos",15670.6100964964,1295.78932964286,23820.8787799774,"2022-02-01"
"5401","7-LL-100-RJS","Búzios_Eco/Tambuatá","Santos",18323.6957899794,772.235645714286,23180.9112767496,"2022-02-01"
"5402","7-LL-73D-RJS","Tambuatá","Santos",15579.0708973893,1193.83176892857,23088.0458959139,"2022-02-01"
"5403","7-SPH-2D-SPS","Búzios/Búzios_Eco/Tambuatá","Santos",18466.0339521652,703.045865,22888.0588643008,"2022-02-01"
"5404","7-LL-90D-RJS","Búzios_Eco/Tambuatá","Santos",18527.6597067175,691.01443,22874.0091786758,"2022-02-01"
"5405","7-SRR-3D-RJS","Tambuatá","Santos",18914.903052983,596.173388214286,22664.7203919071,"2022-02-01"
"5406","3-BRSA-883-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",14771.391037719,1236.22875714286,22547.0350366837,"2022-02-01"
"5407","7-SPH-3-SPS","Búzios_Eco/Tambuatá","Santos",14955.2192576615,1142.29889535714,22140.0622726678,"2022-02-01"
"5408","7-BUZ-17-RJS","Tambuatá","Santos",17023.5121891315,755.887965,21777.9038702681,"2022-02-01"
"5409","7-LL-34D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",17489.6121637925,606.206416428571,21302.5353439091,"2022-02-01"
"5410","8-LL-81D-RJS","Búzios_Eco/Tambuatá","Santos",16206.8570648644,704.307287857143,20636.8160871012,"2022-02-01"
"5411","7-BUZ-29D-RJS","Tambuatá","Santos",15649.541578197,787.15874,20600.6204926364,"2022-02-01"
"5412","7-BUZ-36DA-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",14644.6071690719,783.379713571429,19571.9167252906,"2022-02-01"
"5413","9-BBG-1D-RJS","Búzios_Eco/Tambuatá","Santos",18005.8451184785,238.951820714286,19508.8066699254,"2022-02-01"
"5414","3-BRSA-830-RJS","Tambuatá","Santos",14245.3501576639,824.222568928571,19429.5535139365,"2022-02-01"
"5415","3-BRSA-839A-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",14564.3113647575,691.251268571429,18912.1505063308,"2022-02-01"
"5416","7-LL-46-RJS","Búzios_Eco/Tambuatá","Santos",11765.462727761,1015.63375392857,18153.6060695585,"2022-02-01"
"5417","7-SPH-4D-SPS","Tambuatá","Santos",14155.6919015273,490.660440714286,17241.8528481364,"2022-02-01"
"5418","7-LL-95D-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",14235.5102620892,469.014277142857,17185.5209526051,"2022-02-01"
"5419","3-BRSA-861-SPS","Búzios_Eco/Tambuatá","Santos",13533.1484569179,533.759360714286,16890.3934215322,"2022-02-01"
"5420","7-LPA-6D-SPS","Tambuatá","Santos",14013.2002342821,381.662851428571,16413.7870538261,"2022-02-01"
"5421","7-LL-70-RJS","Búzios/Búzios_Eco/Tambuatá","Santos",9558.96281276233,1041.24831714286,16108.2168904106,"2022-02-01"
"5422","7-LL-97-RJS","Búzios_Eco/Tambuatá","Santos",13377.3444966621,401.688301071429,15903.8875896242,"2022-02-01"
"5423","7-LPA-5D-SPS","Tambuatá","Santos",13489.3399302679,355.683550714286,15726.5218843861,"2022-02-01"
"5424","7-BBG-2D-RJS","Barracuda/Caratinga","Santos",13716.7499988471,198.541139285714,14965.5360421378,"2022-02-01"
"5425","7-LL-67D-RJS","Caratinga","Santos",8980.69226473609,925.247382142857,14800.3225014121,"2022-02-01"
"5426","7-SPH-1-SPS","Jubarte","Santos",11791.6153197007,389.413250357143,14240.9506759295,"2022-02-01"
"5427","6-BRSA-639-ESS","Jubarte","Campos",11755.4538407161,392.7896075,14226.0258418656,"2022-02-01"
"5428","3-BRSA-496-RJS","Jubarte","Santos",10224.1692995491,521.027741428571,13501.334797864,"2022-02-01"
"5429","6-BRSA-1222A-ESS","Jubarte","Campos",10402.6495928146,348.787230357143,12596.4550021873,"2022-02-01"
"5430","7-BFR-12PA-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",9734.28539677179,447.174608571429,12546.9287215104,"2022-02-01"
"5431","7-JUB-57DPA-ESS","Sul De Tupi/Tupi","Campos",10430.9912520386,291.612272142857,12265.1770374854,"2022-02-01"
"5432","7-SPH-6-SPS","Tupi","Santos",10293.303707976,303.043791785714,12199.3915799877,"2022-02-01"
"5433","3-BRSA-1172-RJS","Anc_Tupi/Sul De Tupi/Tupi","Santos",9534.99763029273,345.120423928571,11705.7395239229,"2022-02-01"
"5434","7-SLL-3-RJS","Sul De Tupi/Tupi","Santos",7431.00394617432,597.880384642857,11191.5579683048,"2022-02-01"
"5435","7-SLL-8D-RJS","Tupi","Santos",7416.37922590187,577.245978571429,11047.1467543802,"2022-02-01"
"5436","1-BRSA-1146-RJS","Tupi","Santos",8743.87678268601,317.023655714286,10737.8953426343,"2022-02-01"
"5437","7-MLL-73D-RJS","Anc_Tupi/Sul De Tupi/Tupi","Campos",9295.51611343429,171.146610714286,10371.9957769711,"2022-02-01"
"5438","3-BRSA-1181D-RJS","Sul De Tupi/Tupi","Santos",8612.38228663566,278.489647857143,10364.029258624,"2022-02-01"
"5439","9-BRSA-1191-RJS","Tupi","Santos",7790.94296440556,360.026969285714,10055.4441960885,"2022-02-01"
"5440","7-JUB-58DPA-ESS","Anc_Tupi/Sul De Tupi/Tupi","Campos",7029.11494130821,239.602826785714,8536.17119725327,"2022-02-01"
"5441","7-LL-85-RJS","Sul De Tupi/Tupi","Santos",5893.22716645796,405.351921428571,8442.8137353786,"2022-02-01"
