Poço,Campo,Bacia,Localização,Gás natural (Mm³/d),mes,Operador
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,270.625408,2020-09-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,268.363958666667,2020-09-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,266.286707333333,2020-09-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,261.176553666667,2020-09-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,256.448113666667,2020-09-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,246.801018333333,2020-09-01,NA
7-GVA-2DP-MA,Rio Urucu,Parnaíba,Terra,246.450215666667,2020-09-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,239.467267333333,2020-09-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,234.193431666667,2020-09-01,NA
7-RUC-18D-AM,Rio Urucu,Solimões,Terra,231.001721333333,2020-09-01,NA
7-RUC-65DP-AM,Rio Urucu,Solimões,Terra,230.936784333333,2020-09-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,228.223961333333,2020-09-01,NA
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,489.374536666667,2020-11-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,462.052503,2020-11-01,NA
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,460.163604333333,2020-11-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,453.604396333333,2020-11-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,440.068509,2020-11-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,439.861648,2020-11-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,432.057124666667,2020-11-01,NA
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,412.093141666667,2020-11-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,386.238684333333,2020-11-01,NA
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,382.857328,2020-11-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,382.284491,2020-11-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,368.61257,2020-11-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,358.888194333333,2020-11-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,357.627808666667,2020-11-01,NA
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,355.183466666667,2020-11-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,351.804218666667,2020-11-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,350.230550666667,2020-11-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,345.553724,2020-11-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,331.966198,2020-11-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,329.680066666667,2020-11-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,328.347937666667,2020-11-01,NA
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,326.244363333333,2020-11-01,NA
9-LUC-91D-AM,Leste do Urucu,Solimões,Terra,322.325956666667,2020-11-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,320.953873666667,2020-11-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,318.140813,2020-11-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,309.338995333333,2020-11-01,NA
7-GVC-4D-MA,Gavião Caboclo,Parnaíba,Terra,299.362556666667,2020-11-01,NA
7-GVR-24D-MA,Gavião Real,Parnaíba,Terra,298.482247666667,2020-11-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,285.460251333333,2020-11-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,281.384441666667,2020-11-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,544.823552903226,2020-12-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,449.242755806452,2020-12-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,446.848291290323,2020-12-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,433.766399677419,2020-12-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,407.998478387097,2020-12-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,407.244402258065,2020-12-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,406.576560645161,2020-12-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,390.903621290323,2020-12-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,388.873162258065,2020-12-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,379.243516774194,2020-12-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,375.950432903226,2020-12-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,366.420850322581,2020-12-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,360.526990967742,2020-12-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,359.393512580645,2020-12-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,359.235865483871,2020-12-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,350.069717741935,2020-12-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,348.879007096774,2020-12-01,NA
7-GVR-24D-MA,Gavião Real,Parnaíba,Terra,347.548651935484,2020-12-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,342.872975483871,2020-12-01,NA
7-GVC-4D-MA,Gavião Caboclo,Parnaíba,Terra,330.987882580645,2020-12-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,324.646698387097,2020-12-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,321.861837419355,2020-12-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,311.501599677419,2020-12-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,307.966692903226,2020-12-01,NA
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,304.72289,2020-12-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,302.838441935484,2020-12-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,301.167820645161,2020-12-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,290.55943483871,2020-12-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,280.282326451613,2020-12-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,272.766427419355,2020-12-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,588.815529677419,2020-10-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,471.411595806452,2020-10-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,450.557788064516,2020-10-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,449.352766129032,2020-10-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,444.154447741935,2020-10-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,421.193739032258,2020-10-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,404.665782580645,2020-10-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,395.028613225806,2020-10-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,388.041245483871,2020-10-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,382.975594516129,2020-10-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,381.987798064516,2020-10-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,377.374080322581,2020-10-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,368.249274193548,2020-10-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,353.009347419355,2020-10-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,348.178321935484,2020-10-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,341.530767419355,2020-10-01,NA
7-GVR-24D-MA,Gavião Real,Parnaíba,Terra,340.542683225806,2020-10-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,337.268816774194,2020-10-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,336.806178709677,2020-10-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,330.834729677419,2020-10-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,325.557687096774,2020-10-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,325.557687096774,2020-10-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,321.411881290323,2020-10-01,NA
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,319.373160322581,2020-10-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,315.092978064516,2020-10-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,307.911532258065,2020-10-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,302.433727741935,2020-10-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,295.925108064516,2020-10-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,293.946653548387,2020-10-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,290.658676774194,2020-10-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,564.93588258064506,2021-01-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,512.333508064516,2021-01-01,NA
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,479.237018064516,2021-01-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,474.129253548387,2021-01-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,464.800917741935,2021-01-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,458.780392580645,2021-01-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,456.074273870968,2021-01-01,NA
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,444.845321290323,2021-01-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,421.623008387097,2021-01-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,420.520711290323,2021-01-01,NA
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,409.998221612903,2021-01-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,406.115812903226,2021-01-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,396.572391290323,2021-01-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,385.351921935484,2021-01-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,382.654140967742,2021-01-01,NA
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,379.022919032258,2021-01-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,377.205262903226,2021-01-01,NA
7-GVR-24D-MA,Gavião Real,Parnaíba,Terra,375.636638387097,2021-01-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,369.572516451613,2021-01-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,369.074343870968,2021-01-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,365.722057741935,2021-01-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,349.384724516129,2021-01-01,NA
7-GVC-4D-MA,Gavião Caboclo,Parnaíba,Terra,343.771454193548,2021-01-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,337.534086129032,2021-01-01,NA
3-PGN-4-MA,Gavião Branco,Parnaíba,Terra,315.758739032258,2021-01-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,314.185080645161,2021-01-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,312.120648064516,2021-01-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,309.513601935484,2021-01-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,303.754085483871,2021-01-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,302.269544193548,2021-01-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,605.761814516129,2021-03-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,474.353820645161,2021-03-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,456.953353225806,2021-03-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,450.664985806452,2021-03-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,406.611965806452,2021-03-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,396.999509354839,2021-03-01,NA
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,391.489883870968,2021-03-01,NA
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,383.333591935484,2021-03-01,NA
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,383.321014193548,2021-03-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,376.013364193548,2021-03-01,NA
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,374.087522258065,2021-03-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,344.774246451613,2021-03-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,341.48939,2021-03-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,340.535656451613,2021-03-01,NA
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,330.451204193548,2021-03-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,320.980485483871,2021-03-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,302.668562903226,2021-03-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,275.10318,2021-03-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,271.958083548387,2021-03-01,NA
7-LUC-59HP-AM,Leste do Urucu,Solimões,Terra,268.69614,2021-03-01,NA
7-LUC-90HP-AM,Leste do Urucu,Solimões,Terra,268.007599032258,2021-03-01,NA
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,264.115786129032,2021-03-01,NA
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,263.867653870968,2021-03-01,NA
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,260.097338064516,2021-03-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,253.120884193548,2021-03-01,NA
7-LUC-22DP-AM,Leste do Urucu,Solimões,Terra,248.818549354839,2021-03-01,NA
7-LUC-73HP-AM,Leste do Urucu,Solimões,Terra,237.678072903226,2021-03-01,NA
7-RUC-65DP-AM,Rio Urucu,Solimões,Terra,227.334644193548,2021-03-01,NA
7-RUC-18D-AM,Rio Urucu,Solimões,Terra,222.664091612903,2021-03-01,NA
9-LUC-91D-AM,Leste do Urucu,Solimões,Terra,215.883162903226,2021-03-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,660.103781333333,2021-04-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,519.700905333333,2021-04-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,472.478422,2021-04-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,456.247255666667,2021-04-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,448.573167,2021-04-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,448.105581333333,2021-04-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,430.888818333333,2021-04-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,401.796514,2021-04-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,373.547901333333,2021-04-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,371.879765,2021-04-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,368.091269666667,2021-04-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,343.724396333333,2021-04-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,331.064145666667,2021-04-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,319.610292,2021-04-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,309.382761,2021-04-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,297.138804666667,2021-04-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,291.288637333333,2021-04-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,287.535271333333,2021-04-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,278.467246333333,2021-04-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,270.720729333333,2021-04-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,270.529044,2021-04-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,266.166187666667,2021-04-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,265.573338333333,2021-04-01,NA
3-LUC-8-AM,Leste Do Urucu,Solimões,Terra,256.172429333333,2021-04-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,254.069758,2021-04-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,251.674482666667,2021-04-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,245.169161666667,2021-04-01,NA
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,242.523995,2021-04-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,241.727630666667,2021-04-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,237.763044,2021-04-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,652.51138516129,2021-05-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,552.341542903226,2021-05-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,523.516248387097,2021-05-01,NA
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,486.794148387097,2021-05-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,485.64382483871,2021-05-01,NA
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,442.950721612903,2021-05-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,440.877222903226,2021-05-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,418.852667096774,2021-05-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,377.739888387097,2021-05-01,NA
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,371.620476129032,2021-05-01,NA
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,366.325286774194,2021-05-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,365.513310645161,2021-05-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,362.009271290323,2021-05-01,NA
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,361.540757419355,2021-05-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,328.245847419355,2021-05-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,319.511588709677,2021-05-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,310.521718709677,2021-05-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,310.181309354839,2021-05-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,309.494882903226,2021-05-01,NA
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,301.403457096774,2021-05-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,298.772984516129,2021-05-01,NA
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,291.630260967742,2021-05-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,289.235444516129,2021-05-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,288.200102258065,2021-05-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,284.407917419355,2021-05-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,281.04326,2021-05-01,NA
7-LUC-90HP-AM,Leste do Urucu,Solimões,Terra,275.748652258065,2021-05-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,270.673659677419,2021-05-01,NA
9-LUC-91D-AM,Leste do Urucu,Solimões,Terra,269.342573225806,2021-05-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,265.142588064516,2021-05-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,644.756782333333,2021-06-01,NA
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,515.650828,2021-06-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,505.602788666667,2021-06-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,501.951949,2021-06-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,482.160008333333,2021-06-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,439.937593666667,2021-06-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,434.063088333333,2021-06-01,NA
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,431.157088333333,2021-06-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,416.484819333333,2021-06-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,399.996095,2021-06-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,384.391560666667,2021-06-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,380.691342,2021-06-01,NA
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,370.441891666667,2021-06-01,NA
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,368.378581,2021-06-01,NA
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,361.656756333333,2021-06-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,360.832802,2021-06-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,358.078769333333,2021-06-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,356.556855333333,2021-06-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,350.315937666667,2021-06-01,NA
7-GVA-2DP-MA,Gavião Azul,Parnaíba,Terra,339.385639,2021-06-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,338.400929,2021-06-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,324.088876333333,2021-06-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,313.297288666667,2021-06-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,309.563894,2021-06-01,NA
7-GVR-24D-MA,Gavião Real,Parnaíba,Terra,305.977365333333,2021-06-01,NA
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,300.460261,2021-06-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,294.346817,2021-06-01,NA
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,293.953942666667,2021-06-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,289.772896333333,2021-06-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,288.533354666667,2021-06-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,634.538583548387,2021-07-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,548.414419354839,2021-07-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,512.155257741935,2021-07-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,455.871477419355,2021-07-01,NA
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,455.488162580645,2021-07-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,452.856287741935,2021-07-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,423.888471612903,2021-07-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,408.678909032258,2021-07-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,406.395290645161,2021-07-01,NA
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,395.001251612903,2021-07-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,390.099143870968,2021-07-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,386.299121935484,2021-07-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,378.699747741935,2021-07-01,NA
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,369.525639032258,2021-07-01,NA
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,365.930160322581,2021-07-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,358.867588709677,2021-07-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,353.901419354839,2021-07-01,NA
7-GVA-2DP-MA,Gavião Azul,Parnaíba,Terra,352.663158387097,2021-07-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,351.921778064516,2021-07-01,NA
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,342.196633548387,2021-07-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,339.252574516129,2021-07-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,325.712726451613,2021-07-01,NA
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,325.564070967742,2021-07-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,321.304095806452,2021-07-01,NA
7-GVB-15D-MA,Gavião Branco,Parnaíba,Terra,315.978470322581,2021-07-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,307.968288387097,2021-07-01,NA
7-GVR-24D-MA,Gavião Real,Parnaíba,Terra,301.647255806452,2021-07-01,NA
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,295.708998064516,2021-07-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,294.096749677419,2021-07-01,NA
7-GVC-4D-MA,Gavião Caboclo,Parnaíba,Terra,291.152068064516,2021-07-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,603.231513870968,2021-08-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,520.60872,2021-08-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,484.854485483871,2021-08-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,437.037677096774,2021-08-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,436.980221935484,2021-08-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,429.149872258065,2021-08-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,426.456493870968,2021-08-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,416.207206129032,2021-08-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,399.717560645161,2021-08-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,394.560212580645,2021-08-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,394.560212580645,2021-08-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,393.897502580645,2021-08-01,NA
